Status,Cycle,Test Plan,TestCaseID,Client,Test Type,Rule #,Fund,Invest Type,Trans Type,BRN,Trade Date Rule,Settle Date Rule,XML Template Name,XML Trade FileName,Level,Trade Details,Client Queue,Exception Details,Trade Object Status,Trade Object Status ActValue,Trade Object Status Result,RKS Status,RKS Status ActValue,RKS Status Result,TP Status,TP Status ActValue,TP Status Result,Trade Confirmation,Trade Confirmation ActValue,Trade Confirmation Result,Trade Settlement Status,Trade Settlement ActValue,Trade Settlement Result,Trade Notification Status,Trade Notification Status ActValue,Trade Notification Status Result,Check,VP1Name,VP1ExpValue,VP1ActValue,VP1Result,VP2Name,VP2ExpValue,VP2ActValue,VP2Result,VP3Name,VP3ExpValue,VP3ActValue,VP3Result,VP4Name,VP4ExpValue,VP4ActValue,VP4Result,VP5Name,VP5ExpValue,VP5ActValue,VP5Result,VP6Name,VP6ExpValue,VP6ActValue,VP6Result,VP7Name,VP7ExpValue,VP7ActValue,VP7Result,VP8Name,VP8ExpValue,VP8ActValue,VP8Result,VP9Name,VP9ExpValue,VP9ActValue,VP9Result,VP10Name,VP10ExpValue,VP10ActValue,VP10Result,XML Element Name1,Placeholder Token1,XML Element Value1,XML Element Name2,Placeholder Token2,XML Element Value2,XML Element Name3,Placeholder Token3,XML Element Value3,XML Element Name4,Placeholder Token4,XML Element Value4,XML Element Name5,Placeholder Token5,XML Element Value5
,N,TP,TC610E,,E,IM610,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM610,,,Error Description,Total Resulting Quantity missing from Trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:AllocInstrctn:NetMny,,,,,,,,,,,,,,
,N,TP,TC0547E,,E,IM547,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC0547E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM547,,,Error Description,Client ISITC Asset Classification not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:SecTyp,^Instrmt_SecTyp^,ABCD,,,,,,,,,,,,
,N,TP,TC0603E,,E,IM603,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC0603E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM603,,,Error Description,Client Asset ID is not found on GRS/ESM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:Src,^Instrmt_Src^,101,B:AID:AltID,^AID_AltID^,,,,,,,,,,
,N,TP,TC0213E,,E,IM213,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buyTC0213E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Trade Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM213,,,Error Description,Trade Currency does not match GRS Asset currency on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:Ccy,^AllocInstrctn_Ccy^,INR,,,,,,,,,,,,
,N,TP,TC0618E,,E,IM0618,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM618,,,Error Description,Currency to Buy or Currency to Sell is missing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:Sym,,IMR/IMR,,,,,,,,,,,,
,N,TP,ETS086E,,E,ETS86,X501,FI,S,,CURR,CURR,UA1_AXA_FI_SellETS086E,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error TS086,,,Error Description,Custodian Notification Indicator was not returned from GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,ZZZZ,,,,,,,,,,,,
N,N,TP,ETS216E,,E,ETS216,X501,FI,S,,CURR,CURR,UA1_AXA_FI_Sell,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error TS216,,,Error Description,Accounting Agent Notification Indicator was not returned from GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,SSSS,,,,,,,,,,,,
,N,TP,TC1054E,,E,IM1054,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1054,,,Error Description,Interested Parties Notification Indicator is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,,AAAA,,,,,,,,,,,,
,N,TP,TC584E,,E,IM584,X501,FI,S,,CURR,CURR,UA1_AXA_FI_SellTC584E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM584,,,Error Description,Client Price Type is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:PxTyp,^AllocInstrctn_PxTyp^,XXX,,,,,,,,,,,,
N 0603,N,TP,TC1074E,,E,IM1074,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1074,,,Error Description,Issue Country not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Instrmt:Src,,101,B:AID:AltID,,,,,,,,,,,
,N,TP,TC011E,,E,IM011,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Message,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Auto NAK,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM011,,,Error Description,Client Portfolio ID is required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B:Alloc:Acct,,,,,,,,,,,,,,
,N,TP,TC052E,,E,IM052,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM052,,,Error Description,Warning: Trade Quantity exceeds 50 million shares.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:Qty,,1000000000,O:Alloc:Qty,,1000000000,,,,,,,,,
,N,TP,TC097E,,E,IM097,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM097,,,Error Description,Custodian Deadline information not found on GRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,XY12,,,,,,,,,,,,
,N,TP,TC203E,,E,IM203,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Trade Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM203,,,Error Description,Settlement Currency is Not On GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:SettlCcy,,AAA,,,,,,,,,,,,
,N,TP,TC1071E,,E,IM1071,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1071,,,Error Description,Transaction Stop Type Indicator is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,AAAA,,,,,,,,,,,,
,N,TP,TC1055E,,E,IM1055,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1055,,,Error Description,PSAF Compatibility Required Flag is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,BBBB,,,,,,,,,,,,
,N,TP,TC1119E,,E,IM1119,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,Allocations,CTI(AXA) TIM,,Pending,,,Pending,,,Allocation Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM1119,,,Error Description,ETN Receiver ID is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:Alloc:Acct,^Alloc_Acct^,XXXX,,,,,,,,,,,,
,N,TP,TC049E,,E,IM049,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Total Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM049,,,Error Description,Warning: Investment manager comments were provided on transaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:Txt,,ASDFGH,,,,,,,,,,,,
,N,TP,TC394E,,E,IM394,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Total Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Warning IM394,,,Error Description,Warning: The sum of the Principal from each of the allocations does not equal the Principal for the whole trade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:Qty,,1000,O:Alloc:Qty,,100,,,,,,,,,
,N,TP,TC0606S,,S,IM0606,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Error Code,,,,Error Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC270E,,E,IM270,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Trade Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM270,,,Error Description,Processing Indicator Name is not on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:PosEfct,,Q,,,,,,,,,,,,
,N,TP,TC606E,,E,IM606,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM606,,,Error Description,SSC Place of Trade Country/SSC Exchange Name not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:AllocInstrctn:LastMkt,,ABCD,,,,,,,,,,,,
,N,TP,TC0552S1,,S,IM0552,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Error Code,,,,Error Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0552S2,,S,IM0552,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Compare,Error Code,Error IM030,,,Error Description,SSC Portfolio Name or RKS Portfolio ID is not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0032E,,E,IM0032,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy032E,,Block,TradeDetails,CTI(AXA) TIM,,Pending,,,Pending,,,Block Key Data Error,,,Unmatched,,,Pending,,,Pending,,,Exception,Error Code,Error IM032,,,Error Description,Client Executing Broker Name not found on GRS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1039BS,,S,IM1039B,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Investment Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0442S2,,S,IM0442,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,GRS FX Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1116S2,,S,IM1116,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Currency ,,,,Settlement Currency ,,,,Currency to Buy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC474S,,S,IM474,X501,FW,B,,CURR,CURR,UA1_AXA_FX_fwd_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Trade Quantity,,,,Resulting Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC0510S2,,S,IM510,X501,FI,B,,CURR,CURR,UA1_AXA_FI_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,SSC Custodian Deadline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,FT001BLS,,S,FT001BL,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,TradeDetails,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sender ID,,,,Market Charge Indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,FT007S2,,S,FT007,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,Default,Market Charge Indicator,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,TC1046S,,S,IM1046,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Accounting Notification Indicator,,,,Custodian Notification Indicator,,,,Confirmation Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,FT008ALS,,S,FT008AL,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sum Of Fees And Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N,TP,FT008MSALS,,S,FT008MSAL,X501,EQ,B,,CURR,CURR,UA1_AXA_EQU_buy,,Block,Allocations,CTI(AXA) TIM,,Complete,,,Complete,,,Validated,,,Pre-Matched,,,Complete,,,Complete,,,NotNull,Sum Of Fees And Taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
