 FY 2006-07 Florida Charter School Revenue Data ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 School Info. ,,,,,,,,,, Federal Revenues ,,,,,,,,,,,,,,,,,,,,, State Revenues ,,,,,,,,,,,,,,,,,,,,,,,,,,,, For State and Local Calculation Purposes Only ,,,,,,,,,,,,, Indeterminate Revenues ,,,,,,,,,,,,, Local Revenues ,,,,,,,,, Other Revenues ,,,,,,,,,,,,,,,,,,, Total Revenues , Total PPR ,,
, District , Sch , MSID , School , Type , Year , PreK , Total Enrollment , Audit , Medicaid , Federal Start-up Grant , IDEA , Title I , Dissemination Grant , National School Lunch/Breakfast/Commodities , FEMA , Federal Sources , ERATE , Safe & Drug Free Schools , GEAR-UP , Operating Grants , National Science Foundation , Other , Implementation Grant , Supplemental Instruction , Adult-Ed , Federal Total , A+ Funds , Transportation , FLSchool Recognition Award , Discretionary Lottery Funds , SAI Category , CSP - Instructional Materials , Class Reduction , State Recognition Program , Teacher Lead , Other State Revenue , Capital Outlay , Early Childhood Ed. , Excellent Teaching Program , Advanced Placement , Learn and Serve Grant , Teacher Training , Reading First Grant , VPK State Funded (Pre-K Program) , Early Readiness , Reading Coach/Math Coach , Library Media Materials/Science Lab , Adults w Disabilities , Workforce Development , A+ Bonus , National Board , Micro Society , Community coordinated care , State After-school , Food services , State FEFP revenues , State Revenue Total , FEFP , Sparsity Supplement (lab schools only) , Lab school discretionary contribution , Declining Enrollment Supplement , Discretionary Tax Equal Allocation/Compression , Safe Schools , Reading Program , Supp. Acad. Instrc. , ESE Guar. Allocation , Merit Program (STAR) , Other FEFP (WFTE Share) , Total FEFP Only ," ""State Sources"", District funding, not defined or FTE "," Federal, State, and Local Revenue "," ""special revenue fund"" ", Other State appropriations , Grants and program Income , Local Sources ," ""Contributions and Other"" / Operating grants ", Grants , Capital funds other than grants , Summer Program , Withheld Admin Fee , PreK , Preschool , Total Indeterminate Revenue , Discretionary Millage , Local FEFP revenues for schools showing discretionary mils , Local FEFP revenues for schools w/ no itemized discretionary mils ," Approximate Local Revenues from combined ""state"" or ""district"" total. ", County Impact Fees , Urban teacher grant , District school taxes , Voted Operating Millage , Total Local Revenue , Contributions / Contributions & Other , In-House Transportation , Interest Income / Investment Earnings , Facility Rental , Before & After Care Fees , Student Fees / Special Programs Revenue , Other , Sponsorship fee , Fundraising , Miscellaneous , Food Service ," In-Kind Contributions (Rent, Services etc.) ", Bad Debt Recovery , Sale of Equipment , Summer School fees , Private Grants , Charges for Services , PreK Tuition , Total Other Revenues ,,,,
 06 , Broward , 5315 , 065315 , BROWARD COMMUNITY CHARTER , 1.00 , 06-07 ,, 150.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $546,146 "," $546,146 ",,,,,,,,,,,, $-   ," $1,046,479 ",,,,," $195,107 ",,,,,,,," $195,107 ",,,," $500,333 ",,,,," $500,333 ",,,,,,,,,,,,,,,,,,, $-   ," $1,241,586 "," $8,277 ",,
 06 , Broward , 5321 , 065321 , DOWNTOWN ACADEMY OF TECHNOLOGY , 2.00 , 06-07 ,, 96.00 , Yes ,," $7,305 ",," $25,741 ",,,,,,,,,,,,,," $33,046 ",,,,,,,,,,," $73,723 ",,,,,,,,,,,,,,,,,,," $302,956 "," $376,679 ",,,,,,,,,,,, $-   ," $580,499 ",,,,,,,,,,,,, $-   ,,,," $277,543 ",,,,," $277,543 ",,,,," $10,301 ",," $20,159 ",,,,,,,,,,,," $30,460 "," $717,728 "," $7,476 ",,
 06 , Broward , 5325 , 065325 , HOLLYWOOD ACAD OF ARTS & SCIEN , 1.00 , 06-07 ,, 462.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,439,850 "," $1,439,850 ",,,,,,,,,,,, $-   ," $2,758,918 ",,,,,,,,,,,,, $-   ,,,," $1,319,068 ",,,,," $1,319,068 ",,,,," $152,224 ",," $2,911 ",,,,,,,,,,,," $155,135 "," $2,914,053 "," $6,307 ",,
 06 , Broward , 5335 , 065335 , TOUCHDOWNS4LIFE , 2.00 , 06-07 ,, 101.96 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $296,596 "," $296,596 ",,,,,,,,,,,, $-   ," $568,311 ",,,,,,,,,,,,, $-   ,,,," $271,715 ",,,,," $271,715 ",,,,,,," $24,018 ",,,,,,,,,," $1,721 ",," $25,739 "," $594,050 "," $5,826 ",,
 06 , Broward , 5355 , 065355 , EAGLES NEST ELEM CHART SCHOOL , 1.00 , 06-07 ,, 115.85 , Yes ,,,," $26,654 ",,,,,,,,,,,,,," $26,654 ",,,,,,,,," $1,855 ",,,,,,,,,,,,,,,,,,,,," $353,393 "," $355,248 ",,,,,,,,,,,, $-   ," $677,141 ",,,,,,," $345,136 ",,,,,," $345,136 ",,,," $323,748 ",,,,," $323,748 "," $3,376 ",," $5,278 ",,,,,,,,,,,,,," $7,297 ",," $15,951 "," $1,066,737 "," $9,208 ",,
 06 , Broward , 5356 , 065356 , EAGLES NEST MIDDLE CHARTER SCH , 2.00 , 06-07 ,, 81.38 , Yes ,,,," $15,156 ",,,,,,,,,,," $73,961 ",,," $89,117 ",,,,,,,,," $1,325 ",,,,,,,,,,,,,,,,,,,,," $255,250 "," $256,575 ",,,,,,,,,,,, $-   ," $489,088 ",,,,,,," $230,000 ",,,,,," $230,000 ",,,," $233,838 ",,,,," $233,838 ",,," $2,481 ",,,,,," $2,302 ",,,,,,,, $398 ,," $5,181 "," $814,711 "," $10,011 ",,
 06 , Broward , 5361 , 065361 , FLORIDA INTERCULTURAL ACADEMY , 1.00 , 06-07 ,, 125.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $377,475 "," $377,475 ",,,,,,,,,,,, $-   ," $723,285 ",,,,,,,,,,,,, $-   ,,,," $345,810 ",,,,," $345,810 "," $1,699 ",," $6,272 ",," $61,114 ",,,,,,,,,,,,,," $69,085 "," $792,370 "," $6,314 ",,
 06 , Broward , 5362 , 065362 , HOLLYWOOD ACADEMY OF ARTS AND Sciences Middle , 2.00 , 06-07 ,, 188.00 , Yes ,,,,,,,," $50,000 ",,,,,,,,,," $50,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $566,868 "," $566,868 ",,,,,,,,,,,, $-   ," $1,086,183 ",,,,,,,,,,,,, $-   ,,,," $519,315 ",,,,," $519,315 ",,,,,,,,,,,,,,,,,,, $-   ," $1,136,183 "," $6,044 ",,
 06 , Broward , 5365 , 065365 , LIFE SKILLS BROWARD COUNTY , 3.00 , 06-07 ,, 235.35 , Yes ,," $49,850 ",,,,,,,,,,,,,,,," $49,850 ",," $39,894 ",," $9,862 ",," $23,328 "," $194,577 ",,,,,,,,,,,,,,,,,,,,,,," $1,179,159 "," $1,446,820 "," $1,177,420 ",,,,,," $1,739 ",,,,," $1,179,159 ",,,,,,,,,,,,,, $-   ," $94,514 ", $-   ,,,,,,," $94,514 ",,,,,,,," $1,672,390 ",,,,,,,,,,," $1,672,390 "," $3,263,574 "," $13,867 ",,
 06 , Broward , 5371 , 065371 , NORTH BROWARD ACADEMY OF EXCEL , 2.00 , 06-07 ,, 129.72 , Yes ,,,,,,,," $10,950 ",,,,,,,,,," $10,950 ",,,,,,,,,,," $103,789 ",,,,,,,,,,,,,,,,,,," $372,013 "," $475,802 ",,,,,,,,,,,, $-   ," $712,820 ",,,,,,,,,,,,, $-   ,,,," $340,807 ",,,,," $340,807 ",,,,,,," $4,185 ",,,,,,,,,,,," $4,185 "," $831,744 "," $6,412 ",,
 06 , Broward , 5375 , 065375 , PARAGON ELEMENTARY CHARTER SCH , 1.00 , 06-07 ,, 126.50 , Yes ,,,,,,,," $50,226 ",,,,,,,,,," $50,226 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $397,241 "," $397,241 ",,,,,,,,,,,, $-   ," $761,160 ",,,,," $145,517 ",,,,,,,," $145,517 ",,,," $363,919 ",,,,," $363,919 ",,,,,,,,,,,,,,,,,,, $-   ," $956,903 "," $7,564 ",,
 06 , Broward , 5381 , 065381 , PARAGON ACADEMY OF TECHNOLOGY , 2.00 , 06-07 ,, 118.40 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $392,118 "," $392,118 ",,,,,,,,,,,, $-   ," $751,342 ",,,,,," $238,699 ",,,,,,," $238,699 ",,,," $359,224 ",,,,," $359,224 ",,," $3,209 ",,,,,,,,,,,,,,,," $3,209 "," $993,250 "," $8,389 ",,
 06 , Broward , 5385 , 065385 , EARLY BEGINNINGS ACADEMY WEST , 1.00 , 06-07 , 0.99 , 5.40 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,, $562 ,,," $11,575 ",,, $678 ,,,,,,,,,,,,,,,,,,,," $77,161 "," $89,976 "," $60,676 ",,," $1,286 ",,,," $1,251 "," $13,948 ",,," $77,161 ",,,,,,,,,,,,,, $-   ," $5,388 ", $-   ,,,,,,," $5,388 ",,,,,,," $1,314 ",,,,,,,,,,,," $1,314 "," $96,678 "," $17,903 ",,
 06 , Broward , 5386 , 065386 , BROWARD COMMUNITY CHARTER MIDD , 2.00 , 06-07 ,, 36.38 , Yes ,,,,,,,," $126,250 ",,,,,,,,,," $126,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $112,252 "," $112,252 ",,,,,,,,,,,, $-   ," $215,088 ",,,,," $242,415 ",,,,,,,," $242,415 ",,,," $102,836 ",,,,," $102,836 ",,,,,,,,,,,,,,,,,,, $-   ," $583,753 "," $16,046 ",,
 06 , Broward , 5393 , 065393 , EXCELSIOR CHARTER OF BROWARD , 1.00 , 06-07 ,, 40.50 , Yes ,,,,,," $2,703 ",,,,,,,,,,,," $2,703 ",,,,,,,,, $265 ,,,,,,,,,,,,,,,,,,,,," $116,050 "," $116,315 ",,,,,,,,,,,, $-   ," $222,365 ",,,,,,," $125,971 ",,,,,," $125,971 ",,,," $106,315 ",,,,," $106,315 ",,,,,,," $6,260 ",,,,,,,,,,,," $6,260 "," $357,564 "," $8,829 ",,
 06 , Broward , 5395 , 065395 , POMPANO CHARTER MIDDLE SCHOOL , 2.00 , 06-07 ,, 32.50 , Yes ,," $150,000 ",,,,,," $10,441 ",,,,,,,,,," $160,441 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $102,021 "," $102,021 ",,,,,,,,,,,, $-   ," $195,484 ",,,,,,,,,,,,, $-   ,,,," $93,463 ",,,,," $93,463 ",,,,,,," $5,071 ",,,,,,,,," $230,000 ",,," $235,071 "," $590,996 "," $18,184 ",,
 06 , Broward , 5396 , 065396 , SOMERSET ARTS CONSERVATORY , 3.00 , 06-07 ,, 15.00 , Yes ,,,,,,,," $13,920 ",,,,,,,,,," $13,920 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $48,719 "," $48,719 ",,,,,,,,,,,, $-   ," $93,351 ",,,,,,,,,,,,, $-   ,,,," $44,632 ",,,,," $44,632 ",,,,,,, $29 ,,,,,,,,,,,, $29 ," $107,300 "," $7,153 ",,
 06 , Broward , 5398 , 065398 , SUNRISE COMMUNITY CHARTER , 1.00 , 06-07 ,, 117.50 , Yes ,,,," $32,557 ",,,,,,,,,,,,,," $32,557 ",,,,,,,,," $1,590 ",,,,,,,,,,,,,,,,,,,,," $355,936 "," $357,526 ",,,,,,,,,,,, $-   ," $682,015 ",,,,,,,,,,,,, $-   ,,,," $326,079 ",,,,," $326,079 ",,,,,,,,," $5,494 ",,,,,,,," $38,480 ",," $43,974 "," $760,136 "," $6,469 ",,
 06 , Broward , 5400 , 065400 , SUNSHINE ELEMENTARY , 1.00 , 06-07 ,, 58.00 , Yes ,,,,,,,,,,,,,,," $151,250 ",,," $151,250 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $325,965 "," $325,965 ",,,,,,,,,,,, $-   ," $624,586 ",,,,,,,,,,,,, $-   ,,,," $298,621 ",,,,," $298,621 ",,,,,,," $29,475 ",,,,,,,,,,,," $29,475 "," $805,311 "," $13,885 ",,
 06 , Broward , 5403 , 065403 , BROWARD COMMUNITY CHARTER WEST , 1.00 , 06-07 ,, 249.20 , Yes ,,,,,,,," $153,750 ",,,,,,,,,," $153,750 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $779,729 "," $779,729 ",,,,,,,,,,,, $-   ," $1,494,050 ",,,,," $454,000 ",,,,,,,," $454,000 ",,,," $714,321 ",,,,," $714,321 ",,,,,,,,,,,,,,,,,,, $-   ," $2,101,800 "," $8,434 ",,
 06 , Broward , 5404 , 065404 , SUSIE DANIELS CHARTER SCHOOL , 1.00 , 06-07 ,, 163.50 , Yes ,,,," $72,821 ",,,,,,,,,,,,,," $72,821 ",, $366 ,," $6,371 ",," $15,150 "," $84,297 ",,,," $45,677 ",,,,,,,,,," $1,178 ",,,,,,,,," $751,884 "," $904,923 "," $688,193 ",,,,," $4,152 ", $773 ," $37,872 "," $20,894 ",,," $751,884 ",,,,,,,,,,,,,, $-   ," $61,053 ", $-   ,,,,,,," $61,053 "," $47,086 ",,,,,," $11,484 ",," $5,189 ",,,,,,,,,," $63,759 "," $1,102,556 "," $6,743 ",,
 06 , Broward , 5405 , 065405 , SOMERSET ACADEMY ELEMENTARY (M , 1.00 , 06-07 ,, 143.25 , Yes ,,,,,,,," $262,266 ",,,,,,,,,," $262,266 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $495,655 "," $495,655 ",,,,,,,,,,,, $-   ," $949,732 ",,,,,,,,,,,,, $-   ,,,," $454,077 ",,,,," $454,077 ",,, $225 ,,,,,,,,,,,,,,,, $225 ," $1,212,223 "," $8,462 ",,
 06 , Broward , 5406 , 065406 , SOMERSET ACADEMY MIDDLE (MIRAM , 2.00 , 06-07 ,, 27.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $81,663 "," $81,663 ",,,,,,,,,,,, $-   ," $156,476 ",,,,," $61,334 ",,,,,,,," $61,334 ",,,," $74,813 ",,,,," $74,813 ",,, $27 ,,,,,,,,,,,,,,,, $27 ," $217,837 "," $8,068 ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals,,,,,,, 0.99 ," 15,421.83 ",, -   ," 207,155.00 "," 107,726.00 "," 859,394.00 ", -   ," 439,448.00 ", -   ," 1,306,008.00 ", -   , -   , -   , -   , -   , -   ," 225,211.00 ", -   , -   ," $3,144,942 "," 459,879 "," 900,269 ", -   ," 222,933 ", -   ," 520,946 "," 4,247,256 ", -   ," 5,035 "," 13,498 "," 10,180,441 ", -   , -   ," 156,900 ", -   , -   , -   ," 2,312 ", -   , -   ," 38,687 ", -   , -   ," 60,525 ", -   , -   , -   , -   , -   ," 57,698,576 "," $74,504,945 ",,,,,,,,,,,,,, $-   , $-   , $-   ," $211,090 "," $1,193,604 "," $466,018 "," $972,054 ", $-   , $-   , $-   , $-   , $-   ," $2,842,766 "," $610,846 ", $-   , $-   ," $28,377,901 ", $-   , $-   ," $1,621,923 ", $-   ," $30,610,670 "," $2,044,967 "," $562,891 "," $432,549 "," $1,547,418 "," $1,137,861 ", $-   ," $220,742 "," $1,672,390 "," $178,369 "," $25,731 "," $1,458,411 "," $280,000 ", $-   , $-   ," $22,378 "," $230,000 "," $668,317 ", $-   ," $10,482,024 ",,,,
,,,,Broward Charter Totals,Totals by Source,PPR by Source,,,,,,,,,,,,,,,,,,,,," 3,144,942 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 74,504,945 ",,,,,,,,,,,,,,,,,,,,,,,,,," $2,842,766 ",,,,,,,,," $30,610,670 ",,,,,,,,,,,,,,,,,,," $10,482,024 "," $121,585,347 ",,,
,,,,Total Federal," $3,144,942 ", $204 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total State," $74,504,945 "," $4,831 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total Local," $30,610,670 "," $1,985 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total Other ," $10,482,024 ", $680 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total Indeterminate," $2,842,766 ", $184 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total Broward Charter Revenues," $121,585,347 "," $7,884 ",,,,,,,,,,,,,,,,,,,,," $3,144,942 ",,,,,,,,,,,,,,,,,," $2,312 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami-Dade Chater Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 13 , Dade , 0040 , 130040 , LIBERTY CITY CHARTER SCHOOL , 4.00 , 06-07 ,, 262.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $163,635 ",,,,,,,,,,,,,,,,,,," $778,952 "," $942,587 ",,,,,,,,,,,, $-   ," $1,503,322 ",,,,,," $231,166 "," $248,956 ",,,,,," $480,122 ",,,," $724,370 ",,,,," $724,370 ",,,,,,,,,,,,,,,,," $82,487 ",," $82,487 "," $2,229,566 "," $8,510 ",,
 13 , Dade , 0070 , 130070 , CORAL REEF MONTESSORI ACADEMY , 4.00 , 06-07 ,, 348.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $247,952 ",,,,,,,,,,,,,,,,,,," $1,114,474 "," $1,362,426 ",,,,,,,,,,,, $-   ," $2,150,857 ",,,,,,," $11,652 ",,,,,," $11,652 ",,,," $1,036,383 ",,,,," $1,036,383 ",,," $6,963 ",,,," $15,759 ",,,,,,,,,," $445,500 ",," $468,222 "," $2,878,683 "," $8,272 ",,
 13 , Dade , 0100 , 130100 , MATER ACADEMY , 1.00 , 06-07 ,, 705.00 , Yes ,,,,,,,," $341,621 ",,,,,,,,,," $341,621 ",,,,,,,,,,," $553,565 ",,,,,,,,,,,,,,,,,,," $2,190,429 "," $2,743,994 ",,,,,,,,,,,, $-   ," $4,227,373 ",,,,,," $265,135 ",,,,,,," $265,135 ",,,," $2,036,944 ",,,,," $2,036,944 ",,,,,,,,,,,,,,,,,,, $-   ," $5,387,694 "," $7,642 ",,
 13 , Dade , 0102 , 130102 , MIAMI COMMUNITY CHARTER SCHOOL , 1.00 , 06-07 ,, 286.50 , Yes ,," $16,058 ",," $125,865 ",,,,,,,,,,,,,," $141,923 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $923,942 "," $923,942 ",,,,,,,,,,,, $-   ," $1,783,143 ",,,,,,,,,,,,, $-   ,,,," $859,201 ",,,,," $859,201 ",,,,,,,,,," $31,757 ",,,,,,," $29,892 ",," $61,649 "," $1,986,715 "," $6,934 ",,
 13 , Dade , 0113 , 130113 , BALERE LANGUAGE ACADEMY , 4.00 , 06-07 ,, 150.06 , Yes ,," $61,092 ",,,,,,,,,,,,,,,," $61,092 ",," $8,950 ",," $5,878 ",," $14,977 "," $121,313 ",," $2,500 ",,," $1,501 ",,,,,,,,,,,,,,,,,," $708,939 "," $862,557 "," $637,317 ",,," $7,335 ",," $5,263 ",," $57,224 "," $1,800 ",,," $708,939 ",,,,,,," $148,310 ",,,,,,," $148,310 "," $59,639 ", $-   ,,,,,,," $59,639 ",,,,,,,,,," $15,784 "," $6,019 ",,,,,,,," $21,803 "," $1,153,401 "," $7,686 ",,
 13 , Dade , 0300 , 130300 , ROSA PARKS CHARTER SCHOOL , 4.00 , 06-07 ,, 191.02 , Yes ,,,,,," $84,868 ",,,,,,,,,,,," $84,868 ",,,,,,,,,,," $111,424 ",,,,,,,,,,,,,,,,,,," $620,486 "," $731,910 ",,,,,,,,,,,, $-   ," $1,197,494 ",,,,,,,,,,,,, $-   ,,,," $577,008 ",,,,," $577,008 ",,,,,,,,,," $13,996 ",,,,,,,,," $13,996 "," $1,407,782 "," $7,370 ",,
 13 , Dade , 0302 , 130302 , EXCEL ACADEMY , 1.00 , 06-07 ,, 40.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $115,126 "," $115,126 ",,,,,,,,,,,, $-   ," $222,185 ",,,,,,,,,,,,, $-   ,,,," $107,059 ",,,,," $107,059 ",,,,,,,,,," $22,119 ",,,,,,,,," $22,119 "," $244,304 "," $6,108 ",,
 13 , Dade , 0312 , 130312 , MATER GARDENS ACADEMY , 1.00 , 06-07 ,, 313.00 , Yes ,,,,,,,," $150,405 ",,,,,,,,,," $150,405 ",,,,,,,,,,," $225,754 ",,,,,,,,,,,,,,,,,,," $983,272 "," $1,209,026 ",,,,,,,,,,,, $-   ," $1,897,645 ",,,,,,,,,,,,, $-   ,,,," $914,373 ",,,,," $914,373 ",,,," $534,953 ",,," $25,430 ",,,,,,,,,," $88,899 ",," $649,282 "," $2,923,086 "," $9,339 ",,
 13 , Dade , 0342 , 130342 , PINECREST ACADEMY (SOUTH CAMPU , 1.00 , 06-07 ,, 488.50 , Yes ,,,,,,,," $183,983 ",,,,,,,,,," $183,983 ",,,,,,,,,,," $334,865 ",,,,,,,,,,,,,,,,,,," $1,526,324 "," $1,861,189 ",,,,,,,,,,,, $-   ," $2,945,697 ",,,,,,,,,,,,, $-   ,,,," $1,419,373 ",,,,," $1,419,373 ",,,,,,," $129,502 ",,,,,,,,,,,," $129,502 "," $3,594,047 "," $7,357 ",,
 13 , Dade , 0400 , 130400 , RENAISSANCE ELEM.CHARTER SCHL. , 1.00 , 06-07 ,, 500.50 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $392,120 ",,,,,,,,,,,,,,,,,,," $1,592,433 "," $1,984,553 ",,,,,,,,,,,, $-   ," $3,073,284 ",,,,,,,,,,,,, $-   ,,,," $1,480,851 ",,,,," $1,480,851 ",,,,,,, $940 ,,,," $58,688 ",,,,,," $325,890 ",," $385,518 "," $3,850,922 "," $7,694 ",,
 13 , Dade , 0510 , 130510 , ARCHIMEDEAN ACADEMY , 1.00 , 06-07 ,, 465.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $319,336 ",,,,,,,,,,,,,,,,,,," $1,421,581 "," $1,740,917 ",,,,,,,,,,,, $-   ," $2,743,552 ",," $647,719 ",,,,,,,,,,," $647,719 ",,,," $1,321,971 ",,,,," $1,321,971 ",,,,,,," $518,665 ",,,,,,,,,,,," $518,665 "," $4,229,272 "," $9,095 ",,
 13 , Dade , 0520 , 130520 , SOMERSET ACADEMY CHARTER , 4.00 , 06-07 ,, 561.00 , Yes ,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,," $18,657 ",,,,,,,,,,,,,,,,,,," $1,773,679 "," $1,792,336 ",,,,,,,,,,,, $-   ," $3,423,075 ",,,,,,,,,,,,, $-   ,,,," $1,649,396 ",,,,," $1,649,396 ",,," $61,402 ",,,,,,,," $95,109 ",,,,,," $425,240 ",," $581,751 "," $4,023,483 "," $7,172 ",,
 13 , Dade , 0600 , 130600 , PINECREST PREPARATORY ACADEMY , 1.00 , 06-07 ,, 422.50 , Yes ,,,,,,,," $183,983 ",,,,,,,,,," $183,983 ",,,,,,,,,,," $334,865 ",,,,,,,,,,,,,,,,,,," $1,526,324 "," $1,861,189 ",,,,,,,,,,,, $-   ," $2,945,697 ",,,,,,,,,,,,, $-   ,,,," $1,419,373 ",,,,," $1,419,373 ",,,,,,," $129,502 ",,,,,,,,,,,," $129,502 "," $3,594,047 "," $8,507 ",,
 13 , Dade , 0950 , 130950 , AVENTURA CITY OF EXCELLENCE , 1.00 , 06-07 ,, 799.00 , Yes ,,,,,,,,,,,," $40,861 ",,,,,," $40,861 ",," $136,932 ",,,,,,,,," $591,914 ",,,,,,,,,,,,,,,,,,," $2,580,884 "," $3,309,730 ",,,,,,,,,,,, $-   ," $4,980,925 ",,,,,,,,,,,,, $-   ,,,," $2,400,041 ",,,,," $2,400,041 ", $500 ,," $55,769 ",,," $205,314 ",,,," $148,916 ",,,,,,," $283,968 ",," $694,467 "," $6,445,099 "," $8,066 ",,
 13 , Dade , 1010 , 131010 , THE CHARTER SCHOOL AT WATERSTO , 4.00 , 06-07 ,," 1,143.00 ", Yes ,,,,,,,," $143,398 ",,,,,,,,,," $143,398 ",,,,,,,,," $14,000 ",," $292,728 ",,,,,,,,,,,,,,,,,,," $3,510,167 "," $3,816,895 ",,,,,,,,,,,, $-   ," $6,774,375 ",,,,,,,,,,,,, $-   ,,,," $3,264,208 ",,,,," $3,264,208 ",,," $17,455 ",,,," $15,475 ",," $12,297 ",," $79,894 ",,,,,," $237,069 ",," $362,190 "," $7,586,691 "," $6,638 ",,
 13 , Dade , 1020 , 131020 , YOUTH CO-OP CHARTER SCHOOL , 4.00 , 06-07 ,, 507.00 , Yes ,,,,,,,," $493,640 ",,,,,,,,,," $493,640 ",,,,,,," $278,830 "," $52,500 ",,," $228,601 ",,,,,,,,,,,,,,,,,,," $2,257,665 "," $2,817,596 "," $2,257,665 ",,,,,,,,,,," $2,257,665 ",,,,,,,,,,,,,, $-   ,,, $-   ,,,,,, $-   ,,," $27,862 ",,,," $230,660 ",,,,,,,,,,,," $258,522 "," $3,569,758 "," $7,041 ",,
 13 , Dade , 2060 , 132060 , THE THEODORE R. AND THELMA A. , 4.00 , 06-07 ,, 15.50 , Yes ,,,,,,,," $29,405 ",,,,,,,,,," $29,405 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $51,995 "," $51,995 ",,,,,,,,,,,, $-   ," $100,346 ",,,,,,,,,,,,, $-   ,,,," $48,351 ",,,,," $48,351 ",,,,,,," $138,349 ",,,," $7,040 ",,,,,,,," $145,389 "," $275,140 "," $17,751 ",,
