0,data_year,valueA,name_number,total1,total2,total3
0,2013,Michigan,name1702 - 1802,147,12015,61
0,2013,Michigan,name1703 - 1803,142,14248,0
0,2013,Michigan,name1704 - 1804,134,6296,0
0,2013,Michigan,name1705 - 1805,129,12035,30
0,2013,Michigan,name1706 - 1806,128,11562,1
0,2013,Michigan,name1707 - 1807,122,5608,54
0,2013,Michigan,name1708 - 1808,117,2989,0
0,2013,Michigan,name1709 - 1809,114,5943,101
0,2013,Michigan,name1710 - 1810,114,6560,33
0,2013,Michigan,name1711 - 1811,113,6727,0
0,2013,Michigan,name1712 - 1812,107,7403,99
0,2013,Michigan,name1713 - 1813,105,6650,0
0,2013,Michigan,name1714 - 1814,105,5357,0
0,2013,Michigan,name1715 - 1815,102,6946,22
0,2013,Michigan,name1716 - 1816,102,6546,11
0,2013,Michigan,name1717 - 1817,101,6187,16
0,2013,Michigan,name1718 - 1818,94,4130,39
0,2013,Michigan,name1719 - 1819,88,4516,0
0,2013,Michigan,name1720 - 1820,85,4100,0
0,2013,Michigan,name1721 - 1821,74,5564,0
0,2013,Michigan,name1722 - 1822,72,3741,0
0,2013,Michigan,name1723 - 1823,72,4028,3
0,2013,Michigan,name1724 - 1824,66,5595,0
0,2013,Michigan,name1725 - 1825,66,4150,0
0,2013,Michigan,name1726 - 1826,61,2479,0
0,2013,Michigan,name1727 - 1827,56,6569,0
0,2013,Michigan,name1728 - 1828,49,2802,11
0,2013,Michigan,name1729 - 1829,33,2309,0
0,2013,Michigan,name1730 - 1830,29,332,0
0,2013,Michigan,name1731 - 1831,25,1434,0
0,2013,Michigan,name1732 - 1832,21,685,0
0,2013,Michigan,name1733 - 1833,12,458,0
0,2013,Minnesota,name1734 - 1834,3167,190711,181
0,2013,Minnesota,name1735 - 1835,1674,141362,10
0,2013,Minnesota,name1736 - 1836,1602,92044,30
0,2013,Minnesota,name1737 - 1837,1220,87579,232
0,2013,Minnesota,name1738 - 1838,1180,72682,438
0,2013,Minnesota,name1739 - 1839,1163,81393,286
0,2013,Minnesota,name1740 - 1840,994,61012,427
0,2013,Minnesota,name1741 - 1841,860,47273,183
0,2013,Minnesota,name1742 - 1842,516,23418,50
0,2013,Minnesota,name1743 - 1843,473,28210,20
0,2013,Minnesota,name1744 - 1844,466,21328,48
0,2013,Minnesota,name1745 - 1845,453,37616,0
0,2013,Minnesota,name1746 - 1846,417,34873,18
0,2013,Minnesota,name1747 - 1847,410,12873,707
0,2013,Minnesota,name1748 - 1848,407,17938,24
0,2013,Minnesota,name1749 - 1849,405,17650,97
0,2013,Minnesota,name1750 - 1850,345,6003,6
0,2013,Minnesota,name1751 - 1851,310,15044,0
0,2013,Minnesota,name1752 - 1852,309,20772,0
0,2013,Minnesota,name1753 - 1853,302,10429,195
0,2013,Minnesota,name1754 - 1854,238,17061,0
0,2013,Minnesota,name1755 - 1855,232,13526,8
0,2013,Minnesota,name1756 - 1856,226,11437,78
0,2013,Minnesota,name1757 - 1857,225,10274,48
0,2013,Minnesota,name1758 - 1858,220,11368,11
0,2013,Minnesota,name1759 - 1859,216,16002,0
0,2013,Minnesota,name1760 - 1860,212,10311,0
0,2013,Minnesota,name1761 - 1861,204,14129,0
0,2013,Minnesota,name1762 - 1862,192,12143,0
0,2013,Minnesota,name1763 - 1863,192,9339,0
0,2013,Minnesota,name1764 - 1864,187,9168,3
0,2013,Minnesota,name1765 - 1865,183,11220,0
0,2013,Minnesota,name1766 - 1866,180,9845,0
0,2013,Minnesota,name1767 - 1867,177,11619,0
0,2013,Minnesota,name1768 - 1868,173,8392,6
0,2013,Minnesota,name1769 - 1869,172,10345,82
0,2013,Minnesota,name1770 - 1870,159,7739,1
0,2013,Minnesota,name1771 - 1871,132,3626,3
0,2013,Minnesota,name1772 - 1872,129,4067,16
0,2013,Minnesota,name1773 - 1873,115,5268,5
0,2013,Minnesota,name1774 - 1874,111,8237,0
0,2013,Minnesota,name1775 - 1875,111,4122,2
0,2013,Minnesota,name1776 - 1876,110,4382,5
0,2013,Minnesota,name1777 - 1877,110,4414,21
0,2013,Minnesota,name1778 - 1878,107,6665,0
0,2013,Minnesota,name1779 - 1879,102,6644,0
0,2013,Minnesota,name1780 - 1880,82,5368,0
0,2013,Minnesota,name1781 - 1881,82,3752,0
0,2013,Minnesota,name1782 - 1882,71,3362,35
0,2013,Minnesota,name1783 - 1883,68,2935,27
0,2013,Minnesota,name1784 - 1884,65,2305,0
0,2013,Minnesota,name1785 - 1885,65,2347,16
0,2013,Minnesota,name1786 - 1886,59,2848,7
0,2013,Minnesota,name1787 - 1887,59,2175,8
0,2013,Minnesota,name1788 - 1888,48,5312,0
0,2013,Minnesota,name1789 - 1889,48,4373,31
0,2013,Minnesota,name1790 - 1890,47,1697,0
0,2013,Minnesota,name1791 - 1891,45,2232,0
0,2013,Minnesota,name1792 - 1892,42,2357,0
0,2013,Minnesota,name1793 - 1893,32,1636,0
0,2013,Minnesota,name1794 - 1894,25,1634,6
0,2013,Minnesota,name1795 - 1895,24,1079,11
0,2013,Minnesota,name1796 - 1896,24,1061,0
0,2013,Minnesota,name1797 - 1897,22,1446,0
0,2013,Minnesota,name1798 - 1898,18,398,7
0,2013,Minnesota,name1799 - 1899,15,425,0
0,2013,Minnesota,name1800 - 1900,15,972,32
0,2013,Mississippi,name1801 - 1901,970,30051,3344
0,2013,Mississippi,name1802 - 1902,899,71949,64
0,2013,Mississippi,name1803 - 1903,801,69572,229
0,2013,Mississippi,name1804 - 1904,581,50139,1875
0,2013,Mississippi,name1805 - 1905,518,26444,653
0,2013,Mississippi,name1806 - 1906,502,25072,1273
0,2013,Mississippi,name1807 - 1907,497,25161,705
0,2013,Mississippi,name1808 - 1908,488,54676,58
0,2013,Mississippi,name1809 - 1909,441,24527,612
0,2013,Mississippi,name1810 - 1910,409,35642,41
0,2013,Mississippi,name1811 - 1911,399,9733,613
0,2013,Mississippi,name1812 - 1912,379,37405,206
0,2013,Mississippi,name1813 - 1913,376,17950,648
0,2013,Mississippi,name1814 - 1914,350,26435,378
0,2013,Mississippi,name1815 - 1915,334,26691,194
0,2013,Mississippi,name1816 - 1916,322,35790,53
0,2013,Mississippi,name1817 - 1917,315,24292,27
0,2013,Mississippi,name1818 - 1918,293,20738,17
0,2013,Mississippi,name1819 - 1919,293,24208,317
0,2013,Mississippi,name1820 - 1920,283,18063,54
0,2013,Mississippi,name1821 - 1921,280,27235,88
0,2013,Mississippi,name1822 - 1922,270,21771,20
0,2013,Mississippi,name1823 - 1923,266,25400,17
0,2013,Mississippi,name1824 - 1924,242,17688,0
0,2013,Mississippi,name1825 - 1925,232,19567,37
0,2013,Mississippi,name1826 - 1926,229,23320,72
0,2013,Mississippi,name1827 - 1927,227,23818,112
0,2013,Mississippi,name1828 - 1928,223,23210,6
0,2013,Mississippi,name1829 - 1929,212,20496,0
0,2013,Mississippi,name1830 - 1930,205,21504,0
0,2013,Mississippi,name1831 - 1931,204,8178,1874
0,2013,Mississippi,name1832 - 1932,203,14220,0
0,2013,Mississippi,name1833 - 1933,202,17738,0
0,2013,Mississippi,name1834 - 1934,192,5518,618
0,2013,Mississippi,name1835 - 1935,190,16735,340
0,2013,Mississippi,name1836 - 1936,190,11045,0
0,2013,Mississippi,name1837 - 1937,180,14033,0
0,2013,Mississippi,name1838 - 1938,177,15456,63
0,2013,Mississippi,name1839 - 1939,171,21566,0
0,2013,Mississippi,name1840 - 1940,169,10881,64
0,2013,Mississippi,name1841 - 1941,167,14012,19
0,2013,Mississippi,name1842 - 1942,156,14987,16
0,2013,Mississippi,name1843 - 1943,139,13241,0
0,2013,Mississippi,name1844 - 1944,134,9570,1934
0,2013,Mississippi,name1845 - 1945,123,9548,0
0,2013,Mississippi,name1846 - 1946,122,5448,0
0,2013,Mississippi,name1847 - 1947,116,11491,0
0,2013,Mississippi,name1848 - 1948,110,9051,23
0,2013,Mississippi,name1849 - 1949,106,8783,10
0,2013,Mississippi,name1850 - 1950,103,11446,0
0,2013,Mississippi,name1851 - 1951,100,9087,25
0,2013,Mississippi,name1852 - 1952,100,10298,0
0,2013,Mississippi,name1853 - 1953,90,8778,0
0,2013,Mississippi,name1854 - 1954,90,7092,2
0,2013,Mississippi,name1855 - 1955,86,8512,1
0,2013,Mississippi,name1856 - 1956,83,6686,16
0,2013,Mississippi,name1857 - 1957,80,6625,0
0,2013,Mississippi,name1858 - 1958,80,7692,3
0,2013,Mississippi,name1859 - 1959,79,3734,140
0,2013,Mississippi,name1860 - 1960,79,6822,0
0,2013,Mississippi,name1861 - 1961,78,6795,0
0,2013,Mississippi,name1862 - 1962,78,7257,0
0,2013,Mississippi,name1863 - 1963,77,8770,0
0,2013,Mississippi,name1864 - 1964,77,4326,15
0,2013,Mississippi,name1865 - 1965,77,11635,9
0,2013,Mississippi,name1866 - 1966,76,3281,1012
0,2013,Mississippi,name1867 - 1967,75,6191,0
0,2013,Mississippi,name1868 - 1968,75,7135,0
0,2013,Mississippi,name1869 - 1969,75,3958,2
0,2013,Mississippi,name1870 - 1970,72,6893,0
0,2013,Mississippi,name1871 - 1971,71,5333,17
0,2013,Mississippi,name1872 - 1972,70,7182,0
0,2013,Mississippi,name1873 - 1973,67,5981,0
0,2013,Mississippi,name1874 - 1974,66,6045,0
0,2013,Mississippi,name1875 - 1975,65,9517,0
0,2013,Mississippi,name1876 - 1976,65,7864,0
0,2013,Mississippi,name1877 - 1977,61,7106,14
0,2013,Mississippi,name1878 - 1978,60,5892,0
0,2013,Mississippi,name1879 - 1979,59,5426,0
0,2013,Mississippi,name1880 - 1980,56,3336,0
0,2013,Mississippi,name1881 - 1981,55,5380,0
0,2013,Mississippi,name1882 - 1982,55,1533,0
0,2013,Mississippi,name1883 - 1983,50,1551,20
0,2013,Mississippi,name1884 - 1984,49,4366,0
0,2013,Mississippi,name1885 - 1985,48,5012,9
0,2013,Mississippi,name1886 - 1986,46,4801,0
0,2013,Mississippi,name1887 - 1987,42,3877,0
0,2013,Mississippi,name1888 - 1988,40,2585,0
0,2013,Mississippi,name1889 - 1989,40,2474,0
0,2013,Mississippi,name1890 - 1990,38,1199,0
0,2013,Mississippi,name1891 - 1991,33,4294,0
0,2013,Mississippi,name1892 - 1992,32,4874,0
0,2013,Mississippi,name1893 - 1993,30,844,0
0,2013,Mississippi,name1894 - 1994,29,7523,0
0,2013,Mississippi,name1895 - 1995,28,2788,37
0,2013,Mississippi,name1896 - 1996,28,3169,0
0,2013,Mississippi,name1897 - 1997,26,1416,0
0,2013,Mississippi,name1898 - 1998,19,893,0
0,2013,Mississippi,name1899 - 1999,19,1477,0
0,2013,Mississippi,name1900 - 2000,18,2400,4
0,2013,Mississippi,name1901 - 2001,17,738,0
0,2013,Mississippi,name1902 - 2002,13,379,0
0,2013,Mississippi,name1903 - 2003,12,609,0
0,2013,Missouri,name1904 - 2004,1868,204147,138
0,2013,Missouri,name1905 - 2005,1386,56078,327
0,2013,Missouri,name1906 - 2006,1326,61353,129
0,2013,Missouri,name1907 - 2007,1293,35798,6041
0,2013,Missouri,name1908 - 2008,1117,87630,0
0,2013,Missouri,name1909 - 2009,982,47143,3709
0,2013,Missouri,name1910 - 2010,933,74346,120
0,2013,Missouri,name1911 - 2011,885,41139,29
0,2013,Missouri,name1912 - 2012,880,41168,1614
0,2013,Missouri,name1913 - 2013,857,29411,638
0,2013,Missouri,name1914 - 2014,720,51762,123
0,2013,Missouri,name1915 - 2015,689,49638,98
0,2013,Missouri,name1916 - 2016,657,43547,0
0,2013,Missouri,name1917 - 2017,531,40248,21
0,2013,Missouri,name1918 - 2018,513,36869,29
0,2013,Missouri,name1919 - 2019,512,21947,571
0,2013,Missouri,name1920 - 2020,486,17241,1455
0,2013,Missouri,name1921 - 2021,470,42071,0
0,2013,Missouri,name1922 - 2022,425,32516,56
0,2013,Missouri,name1923 - 2023,422,30734,18
0,2013,Missouri,name1924 - 2024,399,28655,198
0,2013,Missouri,name1925 - 2025,392,32984,17
0,2013,Missouri,name1926 - 2026,386,21480,5
0,2013,Missouri,name1927 - 2027,366,34470,22
0,2013,Missouri,name1928 - 2028,359,23009,0
0,2013,Missouri,name1929 - 2029,359,35053,3
0,2013,Missouri,name1930 - 2030,355,20812,0
0,2013,Missouri,name1931 - 2031,352,28150,8
0,2013,Missouri,name1932 - 2032,344,26789,0
0,2013,Missouri,name1933 - 2033,325,21302,51
0,2013,Missouri,name1934 - 2034,316,13549,335
0,2013,Missouri,name1935 - 2035,315,14573,14
0,2013,Missouri,name1936 - 2036,314,27741,0
0,2013,Missouri,name1937 - 2037,314,27014,17
0,2013,Missouri,name1938 - 2038,312,33042,0
0,2013,Missouri,name1939 - 2039,312,16866,47
0,2013,Missouri,name1940 - 2040,306,27740,5
0,2013,Missouri,name1941 - 2041,302,19212,4
0,2013,Missouri,name1942 - 2042,300,25533,3
0,2013,Missouri,name1943 - 2043,298,29083,0
0,2013,Missouri,name1944 - 2044,280,23909,0
0,2013,Missouri,name1945 - 2045,275,23023,0
0,2013,Missouri,name1946 - 2046,274,11204,0
0,2013,Missouri,name1947 - 2047,271,24398,29
0,2013,Missouri,name1948 - 2048,264,29735,0
0,2013,Missouri,name1949 - 2049,261,28177,0
0,2013,Missouri,name1950 - 2050,257,11031,6
0,2013,Missouri,name1951 - 2051,252,16405,5
0,2013,Missouri,name1952 - 2052,250,17889,8
0,2013,Missouri,name1953 - 2053,248,14558,0
0,2013,Missouri,name1954 - 2054,247,15063,17
0,2013,Missouri,name1955 - 2055,242,20444,0
0,2013,Missouri,name1956 - 2056,224,24950,26
0,2013,Missouri,name1957 - 2057,224,11967,42
0,2013,Missouri,name1958 - 2058,221,18618,0
0,2013,Missouri,name1959 - 2059,212,15352,0
0,2013,Missouri,name1960 - 2060,196,10639,0
0,2013,Missouri,name1961 - 2061,188,16661,0
0,2013,Missouri,name1962 - 2062,187,8252,25
0,2013,Missouri,name1963 - 2063,185,9746,114
0,2013,Missouri,name1964 - 2064,183,9836,17
0,2013,Missouri,name1965 - 2065,168,13975,9
0,2013,Missouri,name1966 - 2066,155,10409,8
0,2013,Missouri,name1967 - 2067,153,5742,2
0,2013,Missouri,name1968 - 2068,152,9963,0
0,2013,Missouri,name1969 - 2069,141,10114,0
0,2013,Missouri,name1970 - 2070,140,14413,0
0,2013,Missouri,name1971 - 2071,140,9251,0
0,2013,Missouri,name1972 - 2072,135,5345,47
0,2013,Missouri,name1973 - 2073,134,8743,0
0,2013,Missouri,name1974 - 2074,133,9931,0
0,2013,Missouri,name1975 - 2075,122,6805,0
0,2013,Missouri,name1976 - 2076,120,11446,0
0,2013,Missouri,name1977 - 2077,118,5291,6
0,2013,Missouri,name1978 - 2078,116,6646,0
0,2013,Missouri,name1979 - 2079,116,10408,0
0,2013,Missouri,name1980 - 2080,113,8541,0
0,2013,Missouri,name1981 - 2081,106,3087,19
0,2013,Missouri,name1982 - 2082,105,7671,0
0,2013,Missouri,name1983 - 2083,104,7093,0
0,2013,Missouri,name1984 - 2084,103,10145,0
0,2013,Missouri,name1985 - 2085,98,2794,22
0,2013,Missouri,name1986 - 2086,93,10464,11
0,2013,Missouri,name1987 - 2087,92,6336,0
0,2013,Missouri,name1988 - 2088,88,5411,0
0,2013,Missouri,name1989 - 2089,85,9123,0
0,2013,Missouri,name1990 - 2090,84,6030,0
0,2013,Missouri,name1991 - 2091,82,4411,10
0,2013,Missouri,name1992 - 2092,79,6307,0
0,2013,Missouri,name1993 - 2093,78,5676,0
0,2013,Missouri,name1994 - 2094,71,4659,2
0,2013,Missouri,name1995 - 2095,69,3090,0
0,2013,Missouri,name1996 - 2096,69,3531,6
0,2013,Missouri,name1997 - 2097,68,4378,0
0,2013,Missouri,name1998 - 2098,64,4065,33
0,2013,Missouri,name1999 - 2099,63,2463,0
0,2013,Missouri,name2000 - 2100,62,4482,0
0,2013,Missouri,name2001 - 2101,56,5659,0
0,2013,Missouri,name2002 - 2102,53,2352,180
0,2013,Missouri,name2003 - 2103,48,3740,0
0,2013,Missouri,name2004 - 2104,38,2326,0
0,2013,Missouri,name2005 - 2105,37,2406,14
0,2013,Missouri,name2006 - 2106,37,2122,28
0,2013,Missouri,name2007 - 2107,36,2356,0
0,2013,Missouri,name2008 - 2108,34,3088,0
0,2013,Missouri,name2009 - 2109,33,3559,0
0,2013,Missouri,name2010 - 2110,31,1155,0
0,2013,Missouri,name2011 - 2111,28,883,4
0,2013,Missouri,name2012 - 2112,27,2279,0
0,2013,Missouri,name2013 - 2113,24,1526,0
0,2013,Missouri,name2014 - 2114,11,825,1
0,2013,Montana,name2015 - 2115,528,20110,1072
0,2013,Montana,name2016 - 2116,422,30632,241
0,2013,Montana,name2017 - 2117,419,43526,5
0,2013,Montana,name2018 - 2118,403,22666,58
0,2013,Montana,name2019 - 2119,354,12597,298
0,2013,Montana,name2020 - 2120,347,19400,271
0,2013,Montana,name2021 - 2121,261,14651,6
0,2013,Montana,name2022 - 2122,231,11569,10
0,2013,Montana,name2023 - 2123,220,9690,258
0,2013,Montana,name2024 - 2124,155,9844,42
0,2013,Montana,name2025 - 2125,131,4784,24
0,2013,Montana,name2026 - 2126,107,4456,0
0,2013,Montana,name2027 - 2127,81,5068,55
0,2013,Montana,name2028 - 2128,72,7275,0
0,2013,Montana,name2029 - 2129,66,3668,43
0,2013,Montana,name2030 - 2130,57,1831,0
0,2013,Montana,name2031 - 2131,48,3665,71
0,2013,Montana,name2032 - 2132,43,2079,30
0,2013,Montana,name2033 - 2133,42,2159,1
0,2013,Montana,name2034 - 2134,41,2768,7
0,2013,Montana,name2035 - 2135,39,1679,0
0,2013,Montana,name2036 - 2136,30,2333,0
0,2013,Montana,name2037 - 2137,27,1139,8
0,2013,Montana,name2038 - 2138,27,866,4
0,2013,Montana,name2039 - 2139,15,771,4
0,2013,Montana,name2040 - 2140,15,397,0
0,2013,Nebraska,name2041 - 2141,791,41476,12
0,2013,Nebraska,name2042 - 2142,658,24221,829
0,2013,Nebraska,name2043 - 2143,576,39726,3
0,2013,Nebraska,name2044 - 2144,570,41544,0
0,2013,Nebraska,name2045 - 2145,560,40782,4
0,2013,Nebraska,name2046 - 2146,505,23665,720
0,2013,Nebraska,name2047 - 2147,455,28545,0
0,2013,Nebraska,name2048 - 2148,391,34157,22
0,2013,Nebraska,name2049 - 2149,300,21427,0
0,2013,Nebraska,name2050 - 2150,289,8918,19
0,2013,Nebraska,name2051 - 2151,272,8814,13
0,2013,Nebraska,name2052 - 2152,252,16872,0
0,2013,Nebraska,name2053 - 2153,252,7268,342
0,2013,Nebraska,name2054 - 2154,232,10056,21
0,2013,Nebraska,name2055 - 2155,206,19632,0
0,2013,Nebraska,name2056 - 2156,185,16462,0
0,2013,Nebraska,name2057 - 2157,172,7096,324
0,2013,Nebraska,name2058 - 2158,158,10090,70
0,2013,Nebraska,name2059 - 2159,140,6353,3
0,2013,Nebraska,name2060 - 2160,138,9071,0
0,2013,Nebraska,name2061 - 2161,129,7266,113
0,2013,Nebraska,name2062 - 2162,126,8832,0
0,2013,Nebraska,name2063 - 2163,105,5451,34
0,2013,Nebraska,name2064 - 2164,104,5057,17
0,2013,Nebraska,name2065 - 2165,82,5248,4
0,2013,Nebraska,name2066 - 2166,82,5455,9
0,2013,Nebraska,name2067 - 2167,73,4500,14
0,2013,Nebraska,name2068 - 2168,72,2649,5
0,2013,Nebraska,name2069 - 2169,71,4212,0
0,2013,Nebraska,name2070 - 2170,66,2763,73
0,2013,Nebraska,name2071 - 2171,61,3611,53
0,2013,Nebraska,name2072 - 2172,54,691,123
0,2013,Nebraska,name2073 - 2173,49,2491,0
0,2013,Nebraska,name2074 - 2174,49,1207,7
0,2013,Nebraska,name2075 - 2175,44,2664,0
0,2013,Nebraska,name2076 - 2176,40,2595,0
0,2013,Nebraska,name2077 - 2177,40,1001,19
0,2013,Nebraska,name2078 - 2178,34,2812,0
0,2013,Nebraska,name2079 - 2179,32,1012,0
0,2013,Nebraska,name2080 - 2180,29,2903,0
0,2013,Nebraska,name2081 - 2181,25,889,14
0,2013,Nebraska,name2082 - 2182,12,440,0
0,2013,Nevada,name2083 - 2183,2454,110152,7356
0,2013,Nevada,name2084 - 2184,1200,123335,2105
0,2013,Nevada,name2085 - 2185,1117,68206,3504
0,2013,Nevada,name2086 - 2186,987,83864,45
0,2013,Nevada,name2087 - 2187,702,57513,151
0,2013,Nevada,name2088 - 2188,702,42794,12
0,2013,Nevada,name2089 - 2189,533,46515,2293
0,2013,Nevada,name2090 - 2190,505,37186,203
0,2013,Nevada,name2091 - 2191,399,41974,408
0,2013,Nevada,name2092 - 2192,387,34459,8
0,2013,Nevada,name2093 - 2193,366,29228,300
0,2013,Nevada,name2094 - 2194,340,26100,0
0,2013,Nevada,name2095 - 2195,308,33356,101
0,2013,Nevada,name2096 - 2196,298,23699,0
0,2013,Nevada,name2097 - 2197,283,24301,396
0,2013,Nevada,name2098 - 2198,246,31792,213
0,2013,Nevada,name2099 - 2199,208,18433,90
0,2013,Nevada,name2100 - 2200,139,17026,0
0,2013,Nevada,name2101 - 2201,136,8138,47
0,2013,Nevada,name2102 - 2202,135,7510,0
0,2013,Nevada,name2103 - 2203,119,9837,122
0,2013,Nevada,name2104 - 2204,115,7422,5
0,2013,Nevada,name2105 - 2205,108,12433,0
0,2013,Nevada,name2106 - 2206,98,9468,20
0,2013,Nevada,name2107 - 2207,93,3040,17
0,2013,Nevada,name2108 - 2208,71,4431,0
0,2013,Nevada,name2109 - 2209,55,4381,0
0,2013,Nevada,name2110 - 2210,43,1302,0
0,2013,Nevada,name2111 - 2211,17,1972,0
0,2013,Nevada,name2112 - 2212,16,1632,0
0,2013,Nevada,name2113 - 2213,14,739,0
0,2013,Nevada,name2114 - 2214,13,571,0
0,2013,New Hampshire,name2115 - 2215,683,23731,1714
0,2013,New Hampshire,name2116 - 2216,615,27540,1544
0,2013,New Hampshire,name2117 - 2217,605,32641,1987
0,2013,New Hampshire,name2118 - 2218,368,18494,370
0,2013,New Hampshire,name2119 - 2219,363,18705,42
0,2013,New Hampshire,name2120 - 2220,356,13984,315
0,2013,New Hampshire,name2121 - 2221,348,19051,157
0,2013,New Hampshire,name2122 - 2222,301,19006,43
0,2013,New Hampshire,name2123 - 2223,263,16339,180
0,2013,New Hampshire,name2124 - 2224,190,14964,61
0,2013,New Hampshire,name2125 - 2225,176,12996,33
0,2013,New Hampshire,name2126 - 2226,160,11466,157
0,2013,New Hampshire,name2127 - 2227,155,11026,38
0,2013,New Hampshire,name2128 - 2228,137,10924,11
0,2013,New Hampshire,name2129 - 2229,84,3598,33
0,2013,New Hampshire,name2130 - 2230,70,3830,16
0,2013,New Hampshire,name2131 - 2231,67,5583,6
0,2013,New Hampshire,name2132 - 2232,61,2808,65
0,2013,New Hampshire,name2133 - 2233,55,2832,0
0,2013,New Hampshire,name2134 - 2234,53,3522,5
0,2013,New Hampshire,name2135 - 2235,50,3071,15
0,2013,New Hampshire,name2136 - 2236,45,2861,3
0,2013,New Hampshire,name2137 - 2237,20,711,0
0,2013,New Jersey,name2138 - 2238,2472,128413,2991
0,2013,New Jersey,name2139 - 2239,2141,57635,2827
0,2013,New Jersey,name2140 - 2240,1889,120240,3090
0,2013,New Jersey,name2141 - 2241,1873,111307,2886
0,2013,New Jersey,name2142 - 2242,1853,103654,2746
0,2013,New Jersey,name2143 - 2243,1817,129531,1298
0,2013,New Jersey,name2144 - 2244,1719,134424,573
0,2013,New Jersey,name2145 - 2245,1343,110325,302
0,2013,New Jersey,name2146 - 2246,1243,91910,230
0,2013,New Jersey,name2147 - 2247,1207,107514,137
0,2013,New Jersey,name2148 - 2248,1097,65078,920
0,2013,New Jersey,name2149 - 2249,1072,37600,1431
0,2013,New Jersey,name2150 - 2250,1026,54584,692
0,2013,New Jersey,name2151 - 2251,1021,40114,634
0,2013,New Jersey,name2152 - 2252,928,58988,296
0,2013,New Jersey,name2153 - 2253,862,46073,352
0,2013,New Jersey,name2154 - 2254,741,24199,896
0,2013,New Jersey,name2155 - 2255,643,21124,425
0,2013,New Jersey,name2156 - 2256,622,23947,634
0,2013,New Jersey,name2157 - 2257,555,13717,1270
0,2013,New Jersey,name2158 - 2258,514,27147,15
0,2013,New Jersey,name2159 - 2259,457,23063,197
0,2013,New Jersey,name2160 - 2260,448,38039,100
0,2013,New Jersey,name2161 - 2261,445,33093,2
0,2013,New Jersey,name2162 - 2262,437,24396,91
0,2013,New Jersey,name2163 - 2263,419,31262,160
0,2013,New Jersey,name2164 - 2264,416,41875,21
0,2013,New Jersey,name2165 - 2265,413,27254,5
0,2013,New Jersey,name2166 - 2266,407,21219,22
0,2013,New Jersey,name2167 - 2267,334,23623,0
0,2013,New Jersey,name2168 - 2268,331,23209,49
0,2013,New Jersey,name2169 - 2269,328,14418,0
0,2013,New Jersey,name2170 - 2270,327,22301,1
0,2013,New Jersey,name2171 - 2271,292,12760,105
0,2013,New Jersey,name2172 - 2272,284,22114,47
0,2013,New Jersey,name2173 - 2273,266,21376,4
0,2013,New Jersey,name2174 - 2274,263,9417,199
0,2013,New Jersey,name2175 - 2275,236,15817,65
0,2013,New Jersey,name2176 - 2276,235,19009,101
0,2013,New Jersey,name2177 - 2277,230,16762,60
0,2013,New Jersey,name2178 - 2278,218,11089,31
0,2013,New Jersey,name2179 - 2279,200,7112,0
0,2013,New Jersey,name2180 - 2280,169,16351,0
0,2013,New Jersey,name2181 - 2281,151,6830,84
0,2013,New Jersey,name2182 - 2282,149,23445,0
0,2013,New Jersey,name2183 - 2283,133,7415,7
0,2013,New Jersey,name2184 - 2284,131,8710,0
0,2013,New Jersey,name2185 - 2285,96,7437,0
0,2013,New Jersey,name2186 - 2286,96,4405,67
0,2013,New Jersey,name2187 - 2287,93,6062,0
0,2013,New Jersey,name2188 - 2288,83,3215,6
0,2013,New Jersey,name2189 - 2289,81,3765,9
0,2013,New Jersey,name2190 - 2290,74,4654,30
0,2013,New Jersey,name2191 - 2291,38,3479,0
0,2013,New Mexico,name2192 - 2292,1421,158140,19
0,2013,New Mexico,name2193 - 2293,1217,53387,3016
0,2013,New Mexico,name2194 - 2294,1066,68998,2344
0,2013,New Mexico,name2195 - 2295,701,60422,106
0,2013,New Mexico,name2196 - 2296,609,27690,2144
0,2013,New Mexico,name2197 - 2297,422,47340,325
0,2013,New Mexico,name2198 - 2298,391,32989,48
0,2013,New Mexico,name2199 - 2299,356,31347,0
0,2013,New Mexico,name2200 - 2300,300,28877,19
0,2013,New Mexico,name2201 - 2301,273,12146,495
0,2013,New Mexico,name2202 - 2302,238,19255,2
0,2013,New Mexico,name2203 - 2303,219,23056,0
0,2013,New Mexico,name2204 - 2304,216,21769,30
0,2013,New Mexico,name2205 - 2305,170,23800,8
0,2013,New Mexico,name2206 - 2306,144,8764,57
0,2013,New Mexico,name2207 - 2307,133,5025,1
0,2013,New Mexico,name2208 - 2308,133,15960,0
0,2013,New Mexico,name2209 - 2309,111,8317,8
0,2013,New Mexico,name2210 - 2310,104,9501,0
0,2013,New Mexico,name2211 - 2311,88,4602,0
0,2013,New Mexico,name2212 - 2312,88,6983,0
0,2013,New Mexico,name2213 - 2313,85,3011,0
0,2013,New Mexico,name2214 - 2314,78,3436,2
0,2013,New Mexico,name2215 - 2315,77,8612,13
0,2013,New Mexico,name2216 - 2316,71,4421,55
0,2013,New Mexico,name2217 - 2317,70,4455,42
0,2013,New Mexico,name2218 - 2318,67,3363,24
0,2013,New Mexico,name2219 - 2319,60,2697,14
0,2013,New Mexico,name2220 - 2320,60,3597,0
0,2013,New Mexico,name2221 - 2321,60,5263,0
0,2013,New Mexico,name2222 - 2322,59,3229,0
0,2013,New Mexico,name2223 - 2323,52,2838,8
0,2013,New Mexico,name2224 - 2324,47,2337,0
