"All Employer-Insured Plans, All Claims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marketscan Continuance Table, 2009 Continuously Enrolled Beneficiaries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up To,Number of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Abuse,Mental Health and Sub. Abuse Freq.,-,-,Imaging,Avg. Imaging Freq,-,-,-,-,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,-,-,Well Baby (Combined),Avg. Well Baby Freq (Combined),-,-,-,-,Well Baby (Unclass.),Avg. Well Baby Freq (Unclass.),Preventive (Combined),Avg. Prev. Freq (Combined),-,-,-,-,-,-,Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Chronic Maintenance,Avg. Chronic Maintenance,Unclassified,Avg. Unclassified Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Sub. Abuse - OP Facility,Avg. Sub. Abuse - OP Facility Freq,Sub. Abuse - OP Prof.,Avg. Sub. Abuse - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,-,-,-,-,-,-,-,-,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,-,-,-,-,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,Unclassified - OP Prof,Avg. Unclass. - OP Prof Freq,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.,,,,,,,,,,
"$10,000","53,591","$3,096.49","$8,644.40",$101.05,0.109,$29.12,0.011,$248.70,2.712,$467.58,3.118,$2.41,0.013,0%,0.00,$89.45,0.241,.,0.00,.,0.00,$0.81,0.004,$8.56,0.002,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$307.17,1.713,.,0.00,.,0.00,.,0.00,$52.06,0.676,$46.51,0.272,$32.48,0.146,$8.05,0.039,$5.98,0.09,$0.00,0.00E+00,$93.66,0.213,0.019,0,$179.01,4.873,$272.31,1.662,$179.28,0.769,$41.31,0.056,$0.00,0.000,.,0.00,$1.49,0.007,$0.08,0.000,.,0.00,.,0.00,$85.84,0.230,$0.63,0.003,.,0.00,.,0.00,.,0.00,.,0.00,$0.70,0.003,$0.00,0.000,$7.71,0.028,$0.01,0.000,.,0.00,.,0.00,$42.41,0.210,$0.10,0.001,$54.83,0.115,$0.22,0.002,0.010 ,0.015 ,0.017 ,0.018 ,0.018 ,0.019 ,0.019 ,0.019 ,0.019 ,0.019 ,$134.89,1.98,$98.19,1.43,$70.81,1.04,$51.03,0.75,$37.04,0.56,$27.17,0.42,$20.20,0.31,$15.23,0.24,$11.65,0.19,$9.03,0.15,,,,,,,,,,
"$15,000","57,901","$3,581.32","$12,199.82",$160.97,0.132,$68.56,0.017,$276.61,2.879,$571.13,3.524,$3.54,0.017,0%,0.00,$115.45,0.276,.,0.00,.,0.00,$1.10,0.005,$11.88,0.003,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$329.55,1.815,.,0.00,.,0.00,.,0.00,$64.59,0.749,$54.95,0.304,$38.69,0.164,$8.91,0.043,$7.35,0.10,$0.00,0.00E+00,$143.13,0.277,0.032,0,$204.44,5.370,$327.05,1.891,$216.74,0.886,$64.50,0.079,$0.00,0.000,.,0.00,$2.20,0.009,$0.12,0.000,.,0.00,.,0.00,$110.55,0.263,$0.82,0.004,.,0.00,.,0.00,.,0.00,.,0.00,$0.97,0.004,$0.00,0.000,$10.84,0.038,$0.01,0.000,.,0.00,.,0.00,$52.69,0.242,$0.12,0.001,$76.41,0.145,$0.27,0.002,0.016 ,0.025 ,0.028 ,0.030 ,0.030 ,0.031 ,0.031 ,0.031 ,0.031 ,0.032 ,$153.03,2.14,$114.06,1.58,$84.44,1.16,$62.56,0.86,$46.70,0.65,$35.20,0.49,$26.86,0.38,$20.76,0.30,$16.26,0.23,$12.89,0.19,,,,,,,,,,
"$20,000","29,747","$3,900.34","$17,257.37",$211.28,0.147,$120.41,0.024,$295.36,2.977,$639.79,3.753,$4.79,0.020,0%,0.00,$133.35,0.298,.,0.00,.,0.00,$1.32,0.005,$14.55,0.003,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$341.84,1.873,.,0.00,.,0.00,.,0.00,$73.58,0.796,$60.53,0.324,$42.85,0.175,$9.45,0.045,$8.24,0.10,$0.00,0.00E+00,$184.32,0.323,0.049,0,$218.49,5.644,$358.89,2.006,$237.22,0.945,$81.14,0.094,$0.00,0.000,.,0.00,$3.16,0.012,$0.16,0.001,.,0.00,.,0.00,$127.54,0.283,$0.99,0.004,.,0.00,.,0.00,.,0.00,.,0.00,$1.18,0.004,$0.00,0.000,$13.27,0.046,$0.02,0.000,.,0.00,.,0.00,$59.94,0.263,$0.13,0.001,$91.75,0.166,$0.32,0.002,0.022 ,0.034 ,0.040 ,0.043 ,0.044 ,0.045 ,0.045 ,0.046 ,0.046 ,0.046 ,$165.25,2.23,$124.85,1.66,$93.86,1.24,$70.70,0.93,$53.67,0.71,$41.14,0.55,$31.91,0.43,$25.06,0.34,$19.94,0.27,$16.06,0.22,,,,,,,,,,
"$25,000","17,048","$4,128.54","$22,280.76",$252.65,0.158,$166.30,0.029,$308.32,3.037,$686.92,3.894,$5.89,0.022,0%,0.00,$146.40,0.312,.,0.00,.,0.00,$1.56,0.006,$16.72,0.004,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$349.64,1.908,.,0.00,.,0.00,.,0.00,$80.52,0.828,$64.28,0.337,$45.59,0.183,$9.82,0.046,$8.88,0.11,$0.00,0,$213.60,0.355,0.064,0,$227.47,5.817,$381.72,2.076,$249.92,0.979,$94.99,0.103,$0.00,0.000,.,0.00,$3.95,0.013,$0.18,0.001,.,0.00,.,0.00,$139.84,0.297,$1.12,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.41,0.005,$0.00,0.000,$15.26,0.051,$0.02,0.000,.,0.00,.,0.00,$65.57,0.279,$0.14,0.001,$103.15,0.180,$0.35,0.003,0.026 ,0.041 ,0.049 ,0.053 ,0.055 ,0.056 ,0.057 ,0.058 ,0.058 ,0.059 ,$173.72,2.29,$132.38,1.72,$100.48,1.29,$76.48,0.98,$58.68,0.75,$45.48,0.58,$35.68,0.46,$28.34,0.36,$22.80,0.29,$18.55,0.24,,,,,,,,,,
"$30,000","10,809","$4,302.37","$27,352.94",$284.99,0.166,$208.24,0.033,$317.50,3.077,$722.10,3.988,$6.62,0.023,0%,0.00,$155.63,0.322,.,0.00,.,0.00,$1.71,0.006,$18.26,0.004,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$355.30,1.931,.,0.00,.,0.00,.,0.00,$85.88,0.849,$66.95,0.347,$47.49,0.187,$10.06,0.047,$9.40,0.11,$0.00,0,$234.64,0.377,0.075,0,$233.70,5.933,$401.10,2.123,$258.70,1.000,$109.71,0.111,$0.00,0.000,.,0.00,$4.41,0.014,$0.19,0.001,.,0.00,.,0.00,$148.54,0.307,$1.22,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.54,0.005,$0.00,0.000,$16.66,0.055,$0.03,0.000,.,0.00,.,0.00,$69.90,0.291,$0.15,0.001,$111.47,0.191,$0.38,0.003,0.029 ,0.047 ,0.055 ,0.060 ,0.063 ,0.065 ,0.066 ,0.067 ,0.068 ,0.069 ,$179.76,2.33,$137.81,1.75,$105.33,1.32,$80.79,1.01,$62.48,0.78,$48.82,0.60,$38.60,0.48,$30.89,0.38,$25.02,0.31,$20.49,0.25,,,,,,,,,,
"$35,000","7,509","$4,439.70","$32,359.17",$310.23,0.172,$247.49,0.036,$324.49,3.104,$749.49,4.057,$7.48,0.025,0%,0.00,$162.56,0.329,.,0.00,.,0.00,$1.81,0.006,$19.60,0.004,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$359.52,1.947,.,0.00,.,0.00,.,0.00,$89.84,0.864,$69.06,0.354,$49.02,0.191,$10.24,0.047,$9.81,0.12,$0.00,0,$252.04,0.396,0.087,0,$238.48,6.020,$416.21,2.156,$266.11,1.015,$123.04,0.116,$0.00,0.000,.,0.00,$5.08,0.016,$0.20,0.001,.,0.00,.,0.00,$155.06,0.314,$1.30,0.005,.,0.00,.,0.00,.,0.00,.,0.00,$1.63,0.005,$0.00,0.000,$17.82,0.058,$0.03,0.000,.,0.00,.,0.00,$73.12,0.299,$0.15,0.001,$117.99,0.199,$0.39,0.003,0.031 ,0.051 ,0.061 ,0.067 ,0.070 ,0.073 ,0.074 ,0.076 ,0.076 ,0.077 ,$184.27,2.36,$141.83,1.78,$108.88,1.35,$83.91,1.03,$65.22,0.79,$51.21,0.62,$40.69,0.49,$32.72,0.39,$26.61,0.32,$21.88,0.26,,,,,,,,,,
"$40,000","5,326","$4,551.60","$37,388.62",$329.64,0.176,$284.15,0.038,$329.64,3.125,$770.72,4.106,$7.98,0.025,0%,0.00,$168.07,0.334,.,0.00,.,0.00,$1.88,0.007,$20.74,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$362.62,1.959,.,0.00,.,0.00,.,0.00,$92.76,0.875,$70.76,0.360,$50.23,0.194,$10.35,0.048,$10.17,0.12,$0.00,0,$266.18,0.411,0.098,0,$241.84,6.081,$427.92,2.178,$271.99,1.025,$133.83,0.121,$0.00,0.000,.,0.00,$5.47,0.016,$0.21,0.001,.,0.00,.,0.00,$160.23,0.319,$1.35,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.69,0.006,$0.00,0.000,$18.71,0.060,$0.03,0.000,.,0.00,.,0.00,$75.44,0.305,$0.15,0.001,$123.04,0.205,$0.41,0.003,0.033 ,0.054 ,0.065 ,0.072 ,0.076 ,0.079 ,0.081 ,0.082 ,0.084 ,0.085 ,$187.64,2.38,$144.86,1.80,$111.60,1.36,$86.34,1.04,$67.38,0.81,$53.13,0.63,$42.39,0.50,$34.22,0.40,$27.95,0.33,$23.06,0.27,,,,,,,,,,
"$45,000","4,106","$4,644.70","$42,414.11",$346.97,0.179,$319.06,0.040,$333.84,3.140,$788.75,4.147,$8.40,0.026,0%,0.00,$172.64,0.338,.,0.00,.,0.00,$1.93,0.007,$21.77,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$365.29,1.968,.,0.00,.,0.00,.,0.00,$95.28,0.883,$72.12,0.365,$51.21,0.197,$10.45,0.048,$10.46,0.12,$0.00,0,$278.15,0.423,0.108,0,$244.36,6.129,$438.52,2.196,$276.82,1.032,$144.99,0.124,$0.00,0.000,.,0.00,$5.79,0.017,$0.21,0.001,.,0.00,.,0.00,$164.49,0.323,$1.39,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.73,0.006,$0.00,0.000,$19.50,0.063,$0.03,0.000,.,0.00,.,0.00,$77.41,0.310,$0.15,0.001,$127.22,0.210,$0.42,0.003,0.035 ,0.057 ,0.069 ,0.076 ,0.081 ,0.084 ,0.086 ,0.088 ,0.090 ,0.091 ,$190.37,2.39,$147.30,1.81,$113.78,1.38,$88.29,1.05,$69.12,0.82,$54.68,0.64,$43.77,0.51,$35.45,0.41,$29.04,0.33,$24.03,0.27,,,,,,,,,,
"$50,000","3,138","$4,723.12","$47,346.85",$359.82,0.182,$350.15,0.042,$337.93,3.153,$802.99,4.176,$8.77,0.026,0%,0.00,$176.42,0.341,.,0.00,.,0.00,$2.03,0.007,$22.68,0.005,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$367.47,1.975,.,0.00,.,0.00,.,0.00,$97.16,0.890,$73.21,0.369,$51.97,0.198,$10.53,0.048,$10.71,0.12,$0.00,0,$288.37,0.433,0.118,0,$246.56,6.167,$447.87,2.211,$280.59,1.038,$155.14,0.127,$0.00,0.000,.,0.00,$6.03,0.017,$0.22,0.001,.,0.00,.,0.00,$168.02,0.326,$1.44,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$1.82,0.006,$0.00,0.000,$20.20,0.064,$0.03,0.000,.,0.00,.,0.00,$78.86,0.314,$0.15,0.001,$131.05,0.215,$0.42,0.003,0.036 ,0.059 ,0.072 ,0.080 ,0.085 ,0.089 ,0.091 ,0.093 ,0.095 ,0.096 ,$193.07,2.40,$149.76,1.82,$116.02,1.39,$90.31,1.06,$70.94,0.83,$56.33,0.65,$45.26,0.52,$36.79,0.42,$30.25,0.34,$25.12,0.28,,,,,,,,,,
"$100,000","11,850","$5,142.42","$67,755.90",$431.38,0.194,$567.90,0.050,$357.28,3.210,$881.86,4.311,$10.83,0.029,0%,0.00,$195.25,0.354,.,0.00,.,0.00,$2.55,0.008,$27.15,0.006,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$377.93,2.005,.,0.00,.,0.00,.,0.00,$108.07,0.919,$78.65,0.388,$55.68,0.207,$10.95,0.050,$12.02,0.13,$0.00,0,$356.46,0.491,0.169,0,$255.96,6.316,$476.36,2.262,$297.15,1.062,$186.44,0.137,$0.00,0.000,.,0.00,$7.64,0.020,$0.25,0.001,.,0.00,.,0.00,$185.61,0.341,$1.62,0.006,.,0.00,.,0.00,.,0.00,.,0.00,$2.22,0.006,$0.00,0.000,$23.40,0.072,$0.04,0.000,.,0.00,.,0.00,$87.16,0.332,$0.16,0.001,$155.70,0.241,$0.55,0.003,0.042 ,0.070 ,0.087 ,0.098 ,0.106 ,0.112 ,0.117 ,0.121 ,0.124 ,0.127 ,$205.77,2.46,$161.33,1.87,$126.63,1.44,$100.05,1.11,$79.87,0.87,$64.51,0.69,$52.76,0.56,$43.68,0.45,$36.58,0.37,$30.93,0.31,,,,,,,,,,
"$200,000","4,362","$5,421.31","$137,131.34",$475.77,0.201,$771.68,0.055,$371.45,3.236,$947.02,4.381,$11.65,0.029,0%,0.00,$208.62,0.361,.,0.00,.,0.00,$2.84,0.008,$29.80,0.006,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$385.51,2.019,.,0.00,.,0.00,.,0.00,$116.29,0.936,$81.64,0.397,$57.45,0.210,$11.13,0.050,$13.06,0.14,$0.00,0,$416.31,0.534,0.216,0,$261.36,6.376,$487.35,2.279,$303.78,1.070,$196.85,0.140,$0.00,0.000,.,0.00,$8.18,0.021,$0.27,0.001,.,0.00,.,0.00,$198.24,0.349,$1.69,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.47,0.007,$0.00,0.000,$25.38,0.076,$0.05,0.000,.,0.00,.,0.00,$93.41,0.345,$0.17,0.001,$178.66,0.261,$0.67,0.004,0.044 ,0.075 ,0.094 ,0.108 ,0.117 ,0.126 ,0.132 ,0.137 ,0.142 ,0.146 ,$215.14,2.48,$169.98,1.90,$134.64,1.46,$107.48,1.13,$86.78,0.89,$70.95,0.71,$58.77,0.57,$49.29,0.47,$41.86,0.39,$35.91,0.32,,,,,,,,,,
"$300,000","1,011","$5,520.55","$239,092.57",$492.75,0.203,$862.10,0.057,$378.38,3.246,$972.84,4.404,$11.78,0.029,0%,0.00,$213.26,0.363,.,0.00,.,0.00,$3.00,0.008,$30.74,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$388.91,2.023,.,0.00,.,0.00,.,0.00,$119.59,0.942,$82.54,0.399,$57.91,0.211,$11.17,0.050,$13.46,0.14,$0.00,0,$442.90,0.550,0.244,0,$262.42,6.389,$490.80,2.283,$305.16,1.071,$199.50,0.140,$0.00,0.000,.,0.00,$8.25,0.021,$0.27,0.001,.,0.00,.,0.00,$202.62,0.352,$1.73,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.58,0.007,$0.00,0.000,$25.85,0.077,$0.05,0.000,.,0.00,.,0.00,$95.83,0.349,$0.22,0.001,$187.93,0.267,$1.04,0.005,0.045 ,0.076 ,0.096 ,0.110 ,0.121 ,0.129 ,0.136 ,0.142 ,0.147 ,0.152 ,$219.81,2.49,$174.39,1.91,$138.84,1.47,$111.47,1.14,$90.58,0.90,$74.57,0.72,$62.22,0.58,$52.58,0.48,$44.99,0.40,$38.89,0.33,,,,,,,,,,
"$400,000",382,"$5,569.09","$341,623.48",$504.21,0.204,$918.58,0.058,$380.32,3.249,$984.36,4.415,$12.03,0.030,0%,0.00,$215.02,0.364,.,0.00,.,0.00,$3.06,0.008,$31.08,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$390.08,2.025,.,0.00,.,0.00,.,0.00,$121.36,0.945,$82.99,0.400,$58.04,0.211,$11.19,0.050,$13.77,0.14,$0.00,0,$456.85,0.558,0.271,0,$263.18,6.394,$492.02,2.284,$306.73,1.072,$200.64,0.141,$0.00,0.000,.,0.00,$8.47,0.021,$0.27,0.001,.,0.00,.,0.00,$204.28,0.353,$1.73,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.63,0.007,$0.00,0.000,$26.01,0.077,$0.05,0.000,.,0.00,.,0.00,$97.26,0.351,$0.22,0.001,$190.97,0.269,$1.20,0.005,0.045 ,0.077 ,0.097 ,0.111 ,0.122 ,0.131 ,0.138 ,0.144 ,0.150 ,0.154 ,$221.02,2.50,$175.46,1.91,$139.82,1.47,$112.37,1.15,$91.42,0.90,$75.36,0.72,$62.96,0.59,$53.28,0.48,$45.65,0.40,$39.51,0.33,,,,,,,,,,
"$500,000",195,"$5,595.18","$443,609.68",$510.37,0.205,$958.13,0.058,$381.49,3.252,$991.06,4.421,$12.06,0.030,0%,0.00,$216.07,0.364,.,0.00,.,0.00,$3.09,0.008,$31.46,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$390.79,2.026,.,0.00,.,0.00,.,0.00,$122.64,0.946,$83.24,0.401,$58.15,0.211,$11.20,0.050,$13.89,0.14,$0.00,0,$465.00,0.563,0.285,0,$263.61,6.397,$493.81,2.285,$306.98,1.072,$201.00,0.141,$0.00,0.000,.,0.00,$8.49,0.021,$0.27,0.001,.,0.00,.,0.00,$205.22,0.353,$1.74,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.65,0.007,$0.00,0.000,$26.23,0.078,$0.05,0.000,.,0.00,.,0.00,$97.99,0.352,$0.22,0.001,$192.73,0.270,$1.22,0.005,0.045 ,0.077 ,0.097 ,0.112 ,0.123 ,0.132 ,0.139 ,0.145 ,0.151 ,0.156 ,$221.75,2.50,$176.14,1.91,$140.46,1.48,$112.98,1.15,$91.99,0.91,$75.90,0.72,$63.48,0.59,$53.78,0.48,$46.13,0.40,$39.97,0.34,,,,,,,,,,
"$1,000,000",189,"$5,640.04","$669,174.40",$515.98,0.205,"$1,020.92",0.059,$383.05,3.255,$998.05,4.429,$12.14,0.030,0%,0.00,$217.00,0.364,.,0.00,.,0.00,$3.14,0.008,$31.81,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$391.77,2.027,.,0.00,.,0.00,.,0.00,$124.06,0.948,$83.49,0.402,$58.22,0.211,$11.21,0.050,$14.05,0.14,$0.00,0,$478.17,0.569,0.318,0,$263.71,6.399,$494.30,2.286,$308.96,1.072,$201.63,0.141,$0.00,0.000,.,0.00,$8.57,0.021,$0.27,0.001,.,0.00,.,0.00,$206.07,0.353,$1.75,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.68,0.007,$0.00,0.000,$26.45,0.078,$0.05,0.000,.,0.00,.,0.00,$98.91,0.354,$0.22,0.001,$195.93,0.271,$1.25,0.005,0.045 ,0.077 ,0.098 ,0.112 ,0.123 ,0.132 ,0.140 ,0.146 ,0.152 ,0.157 ,$222.78,2.50,$177.12,1.92,$141.38,1.48,$113.86,1.15,$92.83,0.91,$76.70,0.73,$64.25,0.59,$54.52,0.48,$46.83,0.40,$40.65,0.34,,,,,,,,,,
"$2,000,000",45,"$5,655.18","$1,299,601.29",$518.64,0.205,"$1,057.32",0.059,$383.92,3.256,"$1,001.59",4.431,$12.14,0.030,0%,0.00,$217.17,0.365,.,0.00,.,0.00,$3.14,0.009,$31.83,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$392.02,2.027,.,0.00,.,0.00,.,0.00,$124.45,0.949,$83.56,0.402,$58.26,0.211,$11.22,0.050,$14.08,0.14,$0.00,0,$480.51,0.570,0.335,0,$263.73,6.399,$494.41,2.286,$308.99,1.072,$201.67,0.141,$0.00,0.000,.,0.00,$8.57,0.021,$0.27,0.001,.,0.00,.,0.00,$206.21,0.354,$1.75,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.68,0.007,$0.00,0.000,$26.46,0.078,$0.05,0.000,.,0.00,.,0.00,$99.19,0.354,$0.22,0.001,$196.67,0.271,$1.25,0.005,0.045 ,0.077 ,0.098 ,0.113 ,0.123 ,0.133 ,0.140 ,0.147 ,0.152 ,0.157 ,$223.40,2.50,$177.70,1.92,$141.94,1.48,$114.39,1.15,$93.35,0.91,$77.20,0.73,$64.73,0.59,$54.98,0.49,$47.28,0.40,$41.08,0.34,,,,,,,,,,
Unlimited,7,"$5,659.74","$2,883,518.82",$518.65,0.205,"$1,069.22",0.059,$384.24,3.256,"$1,002.22",4.432,$12.14,0.030,0%,0.00,$217.17,0.365,.,0.00,.,0.00,$3.14,0.009,$31.83,0.007,.,0.00,$0.00,0.000,.,0.00,.,0.00,$0.00,0.000,$392.02,2.027,.,0.00,.,0.00,.,0.00,$124.98,0.949,$83.56,0.402,$58.26,0.211,$11.22,0.050,$14.08,0.14,$0.00,0,$480.82,0.571,0.350,0,$263.73,6.399,$494.42,2.286,$308.99,1.072,$201.67,0.141,$0.00,0.000,.,0.00,$8.57,0.021,$0.27,0.001,.,0.00,.,0.00,$206.21,0.354,$1.75,0.007,.,0.00,.,0.00,.,0.00,.,0.00,$2.68,0.007,$0.00,0.000,$26.46,0.078,$0.05,0.000,.,0.00,.,0.00,$99.19,0.354,$0.22,0.001,$196.69,0.271,$1.25,0.005,0.045 ,0.077 ,0.098 ,0.113 ,0.123 ,0.133 ,0.140 ,0.147 ,0.152 ,0.157 ,$223.62,2.50,$177.93,1.92,$142.16,1.48,$114.61,1.15,$93.56,0.91,$77.40,0.73,$64.93,0.59,$55.18,0.49,$47.48,0.40,$41.28,0.34,,,,,,,,,,
