Name,Category,Value
C146,C,0.182842122
D270,D,0.938162638
C147,C,0.881950587
D508,D,0.150728059
C958,C,0.103531115
D720,D,0.823242472
C786,C,0.789635846
D28,D,0.428801669
C273,C,0.314317096
D51,D,0.568212567
C983,C,0.914291149
D806,D,0.433180586
C488,C,0.359173675
D295,D,0.829650438
C838,C,0.25821566
D397,D,0.016211565
C159,C,0.631200456
D513,D,0.604115823
C555,C,0.827074002
D76,D,0.445104092
C52,C,0.477624464
D49,D,0.564132206
C97,C,0.541952174
D535,D,0.186664431
C762,C,0.946129825
D744,D,0.607218336
C95,C,0.897141228
D700,D,0.458200303
C694,C,0.912650934
D7,D,0.07014106
C560,C,0.636546738
D142,D,0.367903621
C868,C,0.717119263
D32,D,0.455710468
C6,C,0.601907352
D668,D,0.445812642
C636,C,0.820109125
D961,D,0.478553811
C282,C,0.0348724
D928,D,0.114812209
C670,C,0.625065571
D863,D,0.52029565
C78,C,0.381042325
D132,D,0.082302854
C588,C,0.59352337
D355,D,0.240552565
C627,C,0.833598923
D520,D,0.482337502
C467,C,0.767238532
D884,D,0.279694011
C412,C,0.67245691
D565,D,0.158231449
C484,C,0.278738595
D955,D,0.023084869
C82,C,0.142709494
D457,D,0.320212009
C93,C,0.961601701
D997,D,0.062108981
C791,C,0.137155955
D415,D,0.167715302
C277,C,0.034805282
D253,D,0.756465016
C835,C,0.756442672
D949,D,0.214225003
C48,C,0.003817244
D971,D,0.833775269
C755,C,0.484549336
D963,D,0.818330347
C151,C,0.584468139
D655,D,0.076480593
C705,C,0.234188504
D828,D,0.646547629
C143,C,0.343370614
D287,D,0.74231406
C425,C,0.922381077
D207,D,0.879539216
C534,C,0.575322789
D96,D,0.555403327
C530,C,0.125512867
D103,D,0.236766227
C458,C,0.252279274
D772,D,0.139998758
C556,C,0.612716913
D477,D,0.991198328
C574,C,0.899185954
D533,D,0.762365662
C283,C,0.368779634
D664,D,0.536711494
C887,C,0.931428148
D17,D,0.266971005
C560,C,0.71968912
D57,D,0.612338406
C948,C,0.324117864
D189,D,0.512872925
C910,C,0.313863854
D19,D,0.874122646
C629,C,0.738164965
D151,D,0.805783893
C330,C,0.428674668
D552,D,0.587127018
C161,C,0.470270466
D167,D,0.273161293
C625,C,0.144363159
D535,D,0.07282757
C141,C,0.314218606
D967,D,0.939257637
C586,C,0.803285805
D388,D,0.116886546
C932,C,0.60600598
D186,D,0.018927482
C515,C,0.866095198
D356,D,0.46700529
C703,C,0.747324086
D112,D,0.283868499
C743,C,0.736753914
D608,D,0.909867355
C448,C,0.797596985
D135,D,0.018423837
C963,C,0.467944983
D469,D,0.160405259
C554,C,0.675463019
D480,D,0.470153983
C58,C,0.165259918
D265,D,0.781674335
C248,C,0.305241694
D419,D,0.464268953
C686,C,0.99570024
D627,D,0.474940784
C600,C,0.59634944
D231,D,0.083856981
C923,C,0.254251605
D255,D,0.035133028
C330,C,0.717714607
D879,D,0.462266957
C136,C,0.326044103
D869,D,0.087226556
C35,C,0.800191006
D506,D,0.007751708
C236,C,0.112884269
D759,D,0.936664871
C646,C,0.45682314
D447,D,0.414647487
C547,C,0.954333113
D191,D,0.934503676
C176,C,0.699243653
D262,D,0.17184635
C621,C,0.381209071
D148,D,0.907064263
C111,C,0.675995925
D999,D,0.08399884
C820,C,0.085010582
D664,D,0.163159651
C145,C,0.802307993
D364,D,0.038873685
C675,C,0.626887875
D11,D,0.071250015
C663,C,0.876922751
D889,D,0.845273519
C985,C,0.65589423
D37,D,0.701705139
C647,C,0.297499316
D676,D,0.71919124
C511,C,0.055716269
D632,D,0.308918046
C187,C,0.868412249
D397,D,0.371025572
C434,C,0.34232779
D570,D,0.134820181
C663,C,0.700427237
D377,D,0.765943836
C565,C,0.050657627
D609,D,0.404796735
C836,C,0.060386302
D118,D,0.734966028
C561,C,0.182611553
D987,D,0.169172102
C109,C,0.245586292
D960,D,0.427088571
C938,C,0.763917212
D302,D,0.981492402
C845,C,0.205310758
D621,D,0.31895189
C583,C,0.114664555
D556,D,0.526727518
C746,C,0.003180257
D709,D,0.285978432
C105,C,0.786793914
D808,D,0.478204991
C657,C,0.171175256
D123,D,0.873818583
C874,C,0.003103755
D295,D,0.307233413
C227,C,0.899849164
D608,D,0.529031151
C365,C,0.366216143
D643,D,0.185946599
C624,C,0.012853959
D416,D,0.356185993
C724,C,0.921795695
D338,D,0.504332494
C258,C,0.521875959
D642,D,0.507656964
C879,C,0.414419662
D737,D,0.231498016
C386,C,0.150208589
D527,D,0.254323411
C665,C,0.517655489
D946,D,0.790605405
C15,C,0.364213248
D546,D,0.335950892
C244,C,0.011926411
D527,D,0.338112077
C861,C,0.815784791
D242,D,0.828060431
C737,C,0.210293862
D441,D,0.309987974
C403,C,0.895524946
D323,D,0.898609833
C294,C,0.341483041
D497,D,0.374097716
C234,C,0.125978971
D651,D,0.765643791
C79,C,0.527503187
D285,D,0.353865563
C676,C,0.230225443
D765,D,0.112924779
C95,C,0.814336106
D563,D,0.739372973
C610,C,0.553875084
D613,D,0.878551007
C360,C,0.003134232
D513,D,0.948580423
C769,C,0.592441097
D5,D,0.696075124
C870,C,0.965273968
D271,D,0.62868414
C43,C,0.118180996
D316,D,0.668104192
C52,C,0.078883344
D419,D,0.579435608
C378,C,0.375856647
D361,D,0.065606467
C236,C,0.795909639
D443,D,0.169418191
C785,C,0.155508854
D282,D,0.153930203
C27,C,0.940018998
D541,D,0.574322522
C850,C,0.93429279
D18,D,0.152385087
C732,C,0.365336168
D314,D,0.616088366
C934,C,0.714386813
D401,D,0.512538855
C386,C,0.128608825
D262,D,0.721129765
C320,C,0.204690365
D559,D,0.148448313
C204,C,0.086421404
D654,D,0.161803512
C848,C,0.134616966
D356,D,0.17579582
C719,C,0.628359721
D708,D,0.599877874
C327,C,0.006927129
D699,D,0.35792085
C489,C,0.034338713
D187,D,0.550435343
C789,C,0.079668595
D134,D,0.504682411
C247,C,0.35991856
D975,D,0.180471571
C293,C,0.310269261
D903,D,0.856692536
C632,C,0.999408293
D625,D,0.545132089
C29,C,0.427356
D909,D,0.589275716
C483,C,0.237909786
D108,D,0.291892053
C648,C,0.348680473
D857,D,0.039795356
C568,C,0.359854295
D700,D,0.246037127
C219,C,0.577461978
D189,D,0.31705451
C340,C,0.363320241
D861,D,0.207817228
C314,C,0.89231053
D743,D,0.643753368
C947,C,0.765575419
D530,D,0.350991642
C620,C,0.020472141
D766,D,0.772125637
C320,C,0.870560976
D245,D,0.732967316
C620,C,0.485686285
D778,D,0.514260053
C164,C,0.752256623
D263,D,0.062659367
C967,C,0.436804631
D352,D,0.956479109
C152,C,0.378081815
D251,D,0.284051986
C649,C,0.297757924
D260,D,0.875836494
C471,C,0.213372791
D996,D,0.944010615
C606,C,0.495572774
D330,D,0.405609526
C150,C,0.346406859
D382,D,0.310039973
C524,C,0.316501212
D438,D,0.433447295
C593,C,0.381569303
D637,D,0.954935759
C450,C,0.892266789
D12,D,0.378352175
C278,C,0.109434214
D616,D,0.762689981
C951,C,0.810115525
D189,D,0.815918244
C379,C,0.262753588
D247,D,0.96397028
C477,C,0.906071002
D226,D,0.598832625
C255,C,0.825619557
D272,D,0.520396098
C855,C,0.540096709
D797,D,0.153285278
C578,C,0.603091334
D84,D,0.869326022
C402,C,0.618832814
D108,D,0.094498311
C272,C,0.507159409
D945,D,0.456254643
C389,C,0.613334273
D887,D,0.416004429
C566,C,0.105552922
D517,D,0.424335761
C119,C,0.437713661
D74,D,0.759897193
C185,C,0.664805448
D833,D,0.912584569
C210,C,0.505326423
D766,D,0.24261941
C468,C,0.220843524
D708,D,0.859576729
C221,C,0.084294588
D344,D,0.007178326
C166,C,0.670829602
D645,D,0.858380578
C475,C,0.216817142
D943,D,0.410386151
C792,C,0.456802073
D60,D,0.816467368
C253,C,0.211672771
D99,D,0.266950212
C672,C,0.824160276
D84,D,0.688729577
C253,C,0.54035636
D134,D,0.137673445
C406,C,0.253778335
D270,D,0.07742515
C820,C,0.936664005
D710,D,0.435088431
C349,C,0.722273808
D744,D,0.916684822
C267,C,0.289974385
D247,D,0.273314296
C579,C,0.881234036
D50,D,0.737257707
C597,C,0.107149122
D863,D,0.174807027
C299,C,0.613863408
D456,D,0.478230102
C390,C,0.162198353
D776,D,0.035225773
C365,C,0.497683116
D86,D,0.28251389
C560,C,0.841688762
D731,D,0.629270705
C909,C,0.479216
D68,D,0.35169603
C912,C,0.115900189
D86,D,0.411149704
C265,C,0.970282912
D744,D,0.668934729
C387,C,0.520342409
D687,D,0.966260502
C878,C,0.374161986
D805,D,0.626645855
C554,C,0.900931077
D247,D,0.394641993
C209,C,0.929479086
D93,D,0.320069633
C573,C,0.161028832
D343,D,0.26963862
C606,C,0.985887182
D739,D,0.431103061
C275,C,0.332037277
D945,D,0.734365604
C330,C,0.364320255
D152,D,0.565586231
C96,C,0.716456486
D649,D,0.115324983
C941,C,0.935415699
D154,D,0.912457734
C324,C,0.808374226
D957,D,0.656287435
C994,C,0.730032445
D101,D,0.145994826
C272,C,0.594621424
D328,D,0.363495357
C99,C,0.962007614
D178,D,0.964344054
C375,C,0.091039888
D708,D,0.305332152
C138,C,0.754987416
D720,D,0.033279316
C317,C,0.773443357
D332,D,0.092334683
C31,C,0.333946635
D540,D,0.773495762
C547,C,0.11869153
D388,D,0.409711121
C153,C,0.251424139
D732,D,0.359184452
C28,C,0.677837371
D331,D,0.549645875
C578,C,0.929252831
D785,D,0.306370118
C876,C,0.799710448
D527,D,0.04671806
C225,C,0.280528704
D375,D,0.563210998
C460,C,0.704165554
D281,D,0.457434928
C530,C,0.372916355
D692,D,0.777349649
C198,C,0.791416145
D417,D,0.36041496
C588,C,0.359193701
D442,D,0.720694242
C191,C,0.07681019
D960,D,0.782087843
C798,C,0.735574409
D267,D,0.904909204
C630,C,0.539056722
D769,D,0.700426858
C50,C,0.659185001
D306,D,0.483832889
C442,C,0.521105937
D893,D,0.115861221
C47,C,0.675987009
D832,D,0.553118958
C311,C,0.939402099
D441,D,0.41658906
C649,C,0.799000551
D641,D,0.830165965
C844,C,0.983753669
D856,D,0.437219215
C922,C,0.3183129
D464,D,0.749842752
C88,C,0.419048949
D213,D,0.708791925
C42,C,0.512521375
D897,D,0.000563797
C683,C,0.227334306
D163,D,0.030306311
C440,C,0.326296486
D713,D,0.398626606
C414,C,0.590459326
D901,D,0.399148235
C949,C,0.603181242
D956,D,0.530312216
C535,C,0.648293708
D754,D,0.492437995
C842,C,0.851407964
D726,D,0.911996928
C598,C,0.186416498
D199,D,0.707945726
C410,C,0.413522192
D307,D,0.030781706
C276,C,0.314822055
D631,D,0.339071014
C283,C,0.798078844
D328,D,0.887808641
C291,C,0.383430407
D349,D,0.434178321
C983,C,0.690712294
D934,D,0.275063794
C96,C,0.126258875
D362,D,0.647526804
C732,C,0.006175693
D557,D,0.723654299
C810,C,0.359950372
D692,D,0.952206107
C520,C,0.390046582
D242,D,0.335916929
C328,C,0.448053507
D367,D,0.495612286
C328,C,0.294901008
D46,D,0.504472208
C863,C,0.216633532
D323,D,0.479066227
C332,C,0.137216298
D3,D,0.72496202
C772,C,0.311071718
D480,D,0.794897296
C94,C,0.10962169
D963,D,0.360906381
C900,C,0.591599658
D819,D,0.051670354
C848,C,0.842765735
D251,D,0.202369691
C486,C,0.48965301
D285,D,0.035263132
C234,C,0.627586168
D760,D,0.576894444
C372,C,0.037881217
D772,D,0.230965316
C589,C,0.369053908
D539,D,0.301944685
C0,C,0.37143535
D227,D,0.420631237
C14,C,0.154590017
D588,D,0.834131117
C146,C,0.690137173
D162,D,0.905351972
C738,C,0.05717244
D601,D,0.453835739
C177,C,0.695694261
D972,D,0.378200386
C307,C,0.301466373
D841,D,0.011919504
C943,C,0.390481538
D901,D,0.386382203
C214,C,0.094941611
D772,D,0.667798172
C814,C,0.958913883
D665,D,0.925798812
C296,C,0.24033483
D316,D,0.51926963
C386,C,0.49903148
D49,D,0.101559138
C211,C,0.817804747
D447,D,0.431110337
C90,C,0.216227162
D616,D,0.033068265
C457,C,0.152614215
D269,D,0.812628257
C579,C,0.674768508
D298,D,0.808870661
C18,C,0.93130908
D290,D,0.409119024
C82,C,0.751278354
D574,D,0.095101364
C247,C,0.210269588
D314,D,0.670524295
C861,C,0.579400333
D908,D,0.132011622
C542,C,0.677179606
D831,D,0.842052859
C711,C,0.146560684
D968,D,0.567333144
C366,C,0.507336389
D321,D,0.987518958
C81,C,0.727656985
D474,D,0.095298834
C498,C,0.561352734
D12,D,0.564084504
C848,C,0.395961677
D7,D,0.695586343
C726,C,0.45668776
D798,D,0.971259913
C493,C,0.969662963
D591,D,0.822698586
C848,C,0.298690588
D597,D,0.935659315
C769,C,0.219323239
D812,D,0.689923359
C351,C,0.815068611
D362,D,0.802268494
C923,C,0.569075302
D452,D,0.329079789
C647,C,0.70578623
D745,D,0.494693444
C307,C,0.953399302
D552,D,0.880155193
C172,C,0.324444704
D507,D,0.966349686
C232,C,0.612305955
D731,D,0.500230169
C794,C,0.029751297
D139,D,0.811564399
C970,C,0.695271365
D980,D,0.778722584
C866,C,0.399729242
D325,D,0.275934029
C176,C,0.313466178
D833,D,0.670177094
C178,C,0.568117183
D991,D,0.724210559
C869,C,0.579902047
D224,D,0.81399019
C880,C,0.77261741
D129,D,0.928514077
C245,C,0.006822708
D173,D,0.897628085
C812,C,0.747805372
D221,D,0.348445495
C442,C,0.916972806
D868,D,0.013770804
C988,C,0.832484657
D200,D,0.437258453
C501,C,0.999874904
D258,D,0.04020292
C745,C,0.469087779
D19,D,0.735046912
C270,C,0.701509197
D207,D,0.355260254
C429,C,0.557471867
D549,D,0.888671844
C114,C,0.757132199
D991,D,0.261419666
C916,C,0.38912092
D385,D,0.829676578
C809,C,0.655331635
D680,D,0.727296259
C114,C,0.88190484
D352,D,0.144438034
C711,C,0.763265831
D781,D,0.750776317
C665,C,0.92922223
D452,D,0.357074315
C15,C,0.88488412
D869,D,0.749232903
C541,C,0.374247334
D503,D,0.896224416
C164,C,0.182795125
D765,D,0.913964269
C521,C,0.87491423
D603,D,0.343818339
C960,C,0.530661539
D477,D,0.202606097
C496,C,0.175357588
D859,D,0.03616874
C212,C,0.460216739
D208,D,0.291067027
C281,C,0.84100779
D6,D,0.268746775
C817,C,0.373852822
D706,D,0.356407476
C859,C,0.544513212
D588,D,0.920857585
C415,C,0.179723165
D304,D,0.988312158
C608,C,0.151477704
D768,D,0.795750864
C338,C,0.782109881
D917,D,0.32295197
C596,C,0.59076376
D745,D,0.618725559
C142,C,0.271698979
D381,D,0.106929306
C565,C,0.729516354
D401,D,0.712234873
C263,C,0.318533377
D752,D,0.79878461
C430,C,0.659874766
D687,D,0.193948105
C500,C,0.569899528
D98,D,0.42126722
C205,C,0.826223218
D78,D,0.109956492
C855,C,0.156169252
D519,D,0.127202148
C897,C,0.80649372
D668,D,0.93332144
C421,C,0.162663855
D644,D,0.715685811
C898,C,0.843040258
D89,D,0.003820672
C91,C,0.015339267
D730,D,0.252559734
C791,C,0.075647423
D364,D,0.018717068
C482,C,0.675211627
D823,D,0.702030329
C692,C,0.653058765
D456,D,0.917327674
C439,C,0.919080845
D682,D,0.922503165
C101,C,0.37625542
D188,D,0.395605256
C761,C,0.554058942
D635,D,0.59332318
C599,C,0.88817803
D477,D,0.967544197
C260,C,0.811561682
D956,D,0.941091107
C655,C,0.73908596
D189,D,0.497518918
C976,C,0.567077519
D823,D,0.602936128
C744,C,0.55898003
D947,D,0.085351112
C645,C,0.134530307
D841,D,0.884920458
C34,C,0.942111089
D638,D,0.661470511
C381,C,0.185370219
D63,D,0.405306545
C453,C,0.97408357
D938,D,0.11460724
C834,C,0.614395227
D588,D,0.864313389
C683,C,0.431645687
D932,D,0.576296337
C170,C,0.843955764
D519,D,0.238125966
C606,C,0.600350019
D967,D,0.498247782
C412,C,0.390409222
D168,D,0.51530709
C627,C,0.623560507
D213,D,0.563889981
C242,C,0.005989899
D692,D,0.606964815
C5,C,0.223354697
D658,D,0.035998066
C513,C,0.428519297
D489,D,0.783033253
C879,C,0.055998192
D811,D,0.552245886
C10,C,0.133900029
D439,D,0.51299469
C350,C,0.071289325
D608,D,0.789843431
C13,C,0.634834342
D450,D,0.932554485
C130,C,0.43918134
D925,D,0.2064635
C545,C,0.754371282
D812,D,0.971738143
C355,C,0.965095345
D369,D,0.56015429
C877,C,0.166265312
D75,D,0.392345208
C299,C,0.599136761
D149,D,0.465375537
C842,C,0.646173653
D689,D,0.953718255
C394,C,0.77222552
D153,D,0.178355053
C27,C,0.99239825
D243,D,0.596064735
C255,C,0.160049915
D15,D,0.807562691
C431,C,0.746750186
D756,D,0.265866743
C991,C,0.478359348
D899,D,0.804986575
C744,C,0.848207549
D954,D,0.631284525
C43,C,0.820178395
D838,D,0.042439621
C128,C,0.294296949
D799,D,0.013636893
C465,C,0.853344582
D661,D,0.121660275
C728,C,0.162786653
D619,D,0.164741758
C43,C,0.361246134
D585,D,0.7961444
C949,C,0.63446275
D31,D,0.176070868
C905,C,0.966388736
D55,D,0.145454999
C90,C,0.74336948
D522,D,0.335867396
C128,C,0.813308894
D943,D,0.028342938
C824,C,0.698542684
D391,D,0.061939018
C427,C,0.787732966
D800,D,0.438052063
C351,C,0.985985345
D465,D,0.363193974
C344,C,0.279216134
D830,D,0.447680138
C897,C,0.338296715
D871,D,0.14975216
C262,C,0.029484012
D456,D,0.688504606
C594,C,0.161793122
D688,D,0.482474533
C137,C,0.637844201
D794,D,0.820322308
C533,C,0.908137505
D919,D,0.575124
C390,C,0.261256185
D139,D,0.342062723
C449,C,0.554679567
D885,D,0.574500258
C91,C,0.663099451
D224,D,0.108517233
C960,C,0.664943177
D109,D,0.107286373
C394,C,0.34051289
D396,D,0.352764646
C747,C,0.81200797
D183,D,0.541325496
C517,C,0.612489089
D619,D,0.227938943
C202,C,0.815271294
D160,D,0.650602608
C353,C,0.829843555
D276,D,0.178519041
C845,C,0.705324477
D959,D,0.333613643
C25,C,0.396824501
D277,D,0.347803737
C318,C,0.655789877
D682,D,0.48794228
C207,C,0.966449821
D585,D,0.246028575
C985,C,0.382750599
D377,D,0.113370231
C506,C,0.036649135
D470,D,0.252691008
C34,C,0.179514846
D607,D,0.086330234
C422,C,0.732752165
D865,D,0.97427485
C636,C,0.959770366
D219,D,0.446113079
C641,C,0.825977508
D471,D,0.027802552
C788,C,0.843377556
D989,D,0.968993621
C765,C,0.062983567
D826,D,0.280500855
C757,C,0.960152372
D522,D,0.573413758
C983,C,0.476487585
D412,D,0.58859241
C168,C,0.885835275
D160,D,0.07161315
C331,C,0.348442002
D738,D,0.397666559
C828,C,0.400481926
D978,D,0.228212069
C753,C,0.387049499
D860,D,0.365259015
C678,C,0.110995401
D278,D,0.084249611
C856,C,0.600590244
D913,D,0.789317521
C523,C,0.460675873
D53,D,0.399203889
C836,C,0.298449664
D777,D,0.315640817
C956,C,0.071899529
D657,D,0.46579236
C436,C,0.872759279
D838,D,0.268925906
C889,C,0.540940733
D858,D,0.147048239
C949,C,0.394622551
D674,D,0.916483015
C730,C,0.699859351
D57,D,0.778322823
C376,C,0.793117392
D185,D,0.057038235
C882,C,0.037811628
D16,D,0.889014025
C527,C,0.218787037
D156,D,0.122304073
C812,C,0.061586765
D533,D,0.951503449
C249,C,0.271765296
D895,D,0.496685588
C522,C,0.73244623
D76,D,0.923766705
C374,C,0.493213905
D400,D,0.145369979
C814,C,0.213973406
D751,D,0.592835776
C126,C,0.030865542
D191,D,0.111161869
C745,C,0.698424727
D598,D,0.934286538
C159,C,0.382532575
D607,D,0.310298284
C183,C,0.808696004
D813,D,0.428624678
C579,C,0.347903782
D327,D,0.239090263
C401,C,0.990072131
D949,D,0.786186104
C356,C,0.289309857
D400,D,0.164175638
C923,C,0.046295403
D444,D,0.055969126
C562,C,0.37236554
D688,D,0.435263046
C669,C,0.168681626
D979,D,0.032208782
C103,C,0.224485325
D233,D,0.746374031
C18,C,0.807806302
D144,D,0.161852025
C334,C,0.053024364
D350,D,0.092836865
C560,C,0.863582397
D91,D,0.599855559
C507,C,0.543268983
D48,D,0.423937418
C235,C,0.050354085
D483,D,0.941235421
C556,C,0.652766181
D833,D,0.50888949
C565,C,0.621448632
D107,D,0.286213789
C375,C,0.501987893
D984,D,0.54391494
C696,C,0.620813362
D452,D,0.566628082
C4,C,0.335698062
D787,D,0.956838739
C89,C,0.466384284
D637,D,0.384787245
C623,C,0.822469005
D540,D,0.196415939
C788,C,0.676839783
D407,D,0.310632373
C175,C,0.340497767
D16,D,0.422759842
C177,C,0.572188244
D226,D,0.167764399
C604,C,0.581103895
D334,D,0.894097645
C473,C,0.238796444
D668,D,0.053250349
C904,C,0.918287006
D7,D,0.591132383
C618,C,0.614850493
D415,D,0.76970783
C925,C,0.508427615
D85,D,0.088737952
C324,C,0.362435402
D360,D,0.502570035
C717,C,0.495638117
D105,D,0.220547071
C406,C,0.496661341
D776,D,0.884067218
C308,C,0.489921159
D778,D,0.352903328
C369,C,0.535887727
D317,D,0.323241548
C16,C,0.234728264
D524,D,0.089860523
C242,C,0.009556799
D901,D,0.463067939
C96,C,0.980263414
D132,D,0.836648765
C681,C,0.561801159
D18,D,0.880834222
C999,C,0.311747614
D847,D,0.877842454
C62,C,0.652156467
D802,D,0.430966123
C345,C,0.325445409
D225,D,0.346633536
C903,C,0.45903823
D142,D,0.164292028
C354,C,0.882309021
D667,D,0.664288627
C37,C,0.623280091
D274,D,0.08716222
C898,C,0.790172909
D651,D,0.027053553
C557,C,0.282335968
D890,D,0.900180955
C959,C,0.50123202
D864,D,0.04711611
C842,C,0.248461305
D711,D,0.950382601
C440,C,0.738701574
D868,D,0.363539331
C158,C,0.831969777
D178,D,0.197307029
C972,C,0.192255768
D671,D,0.129247931
C477,C,0.809520177
D110,D,0.596274505
C883,C,0.235463923
D750,D,0.372495217
C877,C,0.915416901
D826,D,0.01606376
C391,C,0.593726219
D157,D,0.593520809
C480,C,0.779879548
D495,D,0.131420856
C318,C,0.840448494
D491,D,0.361965982
C587,C,0.607778119
D914,D,0.065802497
C586,C,0.621307139
D724,D,0.828546657
C894,C,0.782728862
D312,D,0.821158145
C536,C,0.926624706
D766,D,0.082763325
C363,C,0.31414202
D347,D,0.979207347
C299,C,0.459482721
D112,D,0.312214846
C382,C,0.103429653
D232,D,0.68784055
C513,C,0.015086876
D374,D,0.085335053
C397,C,0.544932818
D902,D,0.958453059
C344,C,0.177010019
D843,D,0.063223051
C361,C,0.381714424
D285,D,0.669666053
C759,C,0.501313984
D568,D,0.231506194
C502,C,0.998285064
D102,D,0.02753486
C89,C,0.540723295
D569,D,0.881476105
C162,C,0.854708301
D150,D,0.299041852
C944,C,0.068005618
D889,D,0.107727984
C646,C,0.196776706
D626,D,0.873704788
C498,C,0.575775245
D204,D,0.841707145
C35,C,0.589548228
D313,D,0.287569819
C907,C,0.104086863
D4,D,0.322362282
C93,C,0.734081669
D391,D,0.182876874
C795,C,0.869700051
D227,D,0.132480096
C303,C,0.246088779
D697,D,0.146118233
C682,C,0.464389132
D300,D,0.45943727
C279,C,0.065655186
D450,D,0.840335867
C239,C,0.43243193
D990,D,0.554442142
C668,C,0.908196141
D506,D,0.125014208
C206,C,0.203989049
D504,D,0.079228252
C93,C,0.673187455
D948,D,0.530762377
C348,C,0.474894136
D883,D,0.71964343
C628,C,0.806793035
D404,D,0.317987687
C486,C,0.602235543
D913,D,0.532204226
C754,C,0.26769352
D298,D,0.414616005
C722,C,0.887814479
D678,D,0.634871988
C763,C,0.162948452
D384,D,0.499897042
C536,C,0.938425701
D818,D,0.076374606
C559,C,0.461638687
D436,D,0.502870534
C42,C,0.071260181
D50,D,0.752394297
C495,C,0.514760973
D471,D,0.806185408
C756,C,0.784918845
D237,D,0.644077536
C707,C,0.128028579
D2,D,0.483069138
C663,C,0.544975033
D105,D,0.471473961
C873,C,0.716288718
D862,D,0.147155981
C854,C,0.520539257
D676,D,0.770765457
C16,C,0.175300329
D372,D,0.054489885
C613,C,0.219273025
D942,D,0.556921689
C336,C,0.554318468
D185,D,0.06380101
C734,C,0.187106201
D674,D,0.457771052
C623,C,0.777380045
D925,D,0.984540516
C198,C,0.502583678
D449,D,0.682504442
C305,C,0.473149516
D649,D,0.154090846
C848,C,0.162901144
D790,D,0.270877029
C379,C,0.475719409
D549,D,0.694882745
C113,C,0.385417712
D882,D,0.207935916
C397,C,0.893925731
D780,D,0.738390553
C560,C,0.748953329
D540,D,0.475936087
C637,C,0.698426835
D257,D,0.617599099
C848,C,0.011430843
D807,D,0.692216314
C318,C,0.94867941
D580,D,0.220652609
C988,C,0.526477095
D755,D,0.870457636
C401,C,0.253101931
D548,D,0.166134783
C715,C,0.174522095
D993,D,0.074136324
C695,C,0.542166536
D824,D,0.089065964
C521,C,0.560429078
D467,D,0.669732717
C912,C,0.601839342
D983,D,0.133583443
C91,C,0.670793754
D922,D,0.471468394
C352,C,0.730715234
D714,D,0.111919573
C425,C,0.972966835
D296,D,0.404274151
C873,C,0.210355431
D163,D,0.766278493
C114,C,0.827573396
D396,D,0.623109772
C842,C,0.477985508
D931,D,0.690138442
C726,C,0.61523339
D310,D,0.002749621
C840,C,0.43565954
D736,D,0.071312352
C424,C,0.780290595
D56,D,0.519953607
C788,C,0.779120244
D935,D,0.929355514
C765,C,0.936766139
D34,D,0.40108483
C23,C,0.386626018
D141,D,0.623317879
C100,C,0.127661551
D320,D,0.368558756
C423,C,0.700477794
D868,D,0.100280003
C335,C,0.024337958
D243,D,0.548389016
C949,C,0.211641112
D39,D,0.695709372
C486,C,0.960421002
D53,D,0.490183684
C780,C,0.118010454
D202,D,0.820089113
C240,C,0.349628862
D376,D,0.278788858
C777,C,0.030564319
D491,D,0.922489616
C213,C,0.413587134
D891,D,0.857359622
C381,C,0.595132663
D793,D,0.834423726
C631,C,0.641869949
D40,D,0.160657509
C368,C,0.235991801
D810,D,0.238813967
C570,C,0.860933644
D478,D,0.108950681
C579,C,0.427030827
D168,D,0.050307161
C480,C,0.213170571
D995,D,0.439662439
C451,C,0.222988481
D607,D,0.729995359
C152,C,0.739594147
D550,D,0.156005302
C411,C,0.822191253
D863,D,0.810440932
C893,C,0.897583595
D716,D,0.701397503
C764,C,0.541082004
D643,D,0.85474487
C340,C,0.736587109
D529,D,0.512297754
C666,C,0.798368796
D318,D,0.145620173
C289,C,0.970107654
D3,D,0.396039764
C251,C,0.803215168
D231,D,0.881310007
C184,C,0.419124757
D152,D,0.560564904
C467,C,0.31518559
D977,D,0.694285001
C698,C,0.277783994
D77,D,0.114895056
C816,C,0.005446697
D641,D,0.023999065
C932,C,0.40868862
D119,D,0.841129911
C742,C,0.901117725
D436,D,0.27764513
C549,C,0.652156219
D837,D,0.908990692
C471,C,0.133477544
D245,D,0.745294674
C977,C,0.725636405
D592,D,0.085604206
C982,C,0.479498986
D520,D,0.127267686
C568,C,0.407975518
D189,D,0.617960182
C94,C,0.371632102
D98,D,0.842992208
C395,C,0.142592323
D663,D,0.179097632
C233,C,0.75182154
D758,D,0.96146121
C676,C,0.550680027
D679,D,0.156615197
C714,C,0.405279044
D938,D,0.191752057
C130,C,0.01412771
D406,D,0.817936985
C730,C,0.184011914
D936,D,0.056306475
C903,C,0.106390342
D575,D,0.914130319
C816,C,0.940917975
D284,D,0.813553533
C639,C,0.66562783
D532,D,0.089800542
C440,C,0.615474779
D979,D,0.736892345
C309,C,0.229492397
D898,D,0.676557707
C434,C,0.611183281
D132,D,0.315079056
C928,C,0.101806554
D54,D,0.694765533
C178,C,0.910312564
D615,D,0.932284114
C468,C,0.56785849
D348,D,0.754939853
C850,C,0.950018057
D431,D,0.150344778
C112,C,0.682043772
D899,D,0.504785324
C206,C,0.065576202
D26,D,0.938969103
C184,C,0.86930434
D43,D,0.273506131
