DESTINATION,CODES,NEW RATE USD,CONN CHARGE,EFFECTIVE DATE,STATUS
Peru Mobile Claro,5197480,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197481,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197482,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197483,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197484,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197485,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197486,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519762,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519763,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519771,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5197820,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519783,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519786,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519787,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519793,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519797,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519804,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519805,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519806,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519807,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519808,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519809,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519820,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519821,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519822,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519823,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519824,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519825,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198262,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198263,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198264,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198265,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198266,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198267,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198269,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519827,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519828,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198290,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198291,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198292,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198293,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198294,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198295,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198296,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198297,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,5198299,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519830,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519831,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519832,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519833,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519837,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519838,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519841,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519842,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519843,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519844,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519847,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51986,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51987,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51989,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51991,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51992,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51993,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519943,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519946,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519947,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519948,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,519949,0.0216,0,30/Jan/16,SAME
Peru Mobile Claro,51997,0.0216,0,30/Jan/16,SAME
Peru Mobile Telefonica,519418,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194180,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194181,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194182,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194183,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194185,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194186,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194187,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194188,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194189,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519419,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519420,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519421,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519424,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519425,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519426,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519428,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519429,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519430,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519431,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519432,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519434,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519436,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194378,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194379,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519438,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519439,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519444,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519446,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519448,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194480,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194481,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194482,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194489,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519449,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,51945,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194680,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194681,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194682,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194683,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519469,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519470,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194700,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194701,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194702,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194703,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194704,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194705,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519474,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519475,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519476,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519478,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519479,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194800,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194801,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194802,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194803,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194804,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519481,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519484,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519485,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519486,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519488,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519489,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194900,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194901,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194902,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194903,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194904,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194905,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194906,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519494,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519495,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519496,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194978,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5194979,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519498,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519499,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519500,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519504,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519505,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519506,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519508,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519509,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519510,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519514,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519515,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519516,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519518,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519519,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519520,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519522,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519525,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195250,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195251,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195252,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195253,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195254,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519526,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195273,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195274,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195275,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195276,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195277,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195278,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195279,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519528,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519529,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195344,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195345,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195346,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195348,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195349,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195352,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195353,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195354,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195355,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195356,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519536,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519539,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519540,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195421,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195422,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195423,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195424,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195425,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195426,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195427,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195428,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195429,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195431,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195432,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195433,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195434,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195435,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195436,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195437,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195438,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195439,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519544,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519545,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519546,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519548,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519549,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195550,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519556,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519558,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519559,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519560,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519561,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519564,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519565,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519566,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519568,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519569,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519574,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519575,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519576,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519578,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519579,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195800,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195801,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195802,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195803,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195804,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195840,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195841,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195842,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195843,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195844,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195845,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195846,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519585,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519586,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519588,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195890,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195891,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195892,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195893,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195894,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519590,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195928,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5195929,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519594,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519595,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519596,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519598,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519599,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519610,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519611,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196110,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196111,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196112,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196113,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196114,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196115,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196116,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196117,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519615,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519616,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519619,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519620,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196207,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196208,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196209,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519621,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519624,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519625,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519626,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519628,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519629,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196350,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196351,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196352,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196353,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196354,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519636,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196390,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196391,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196392,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196393,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196394,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196395,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196398,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196399,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519640,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519644,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519645,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519646,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519647,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519648,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519649,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519650,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519656,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519658,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519659,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519660,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196600,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196601,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196602,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196603,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196604,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196605,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519661,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519662,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196649,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519665,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519666,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519668,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519669,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196765,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196766,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196768,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196769,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196790,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196791,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196798,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196799,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519680,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519681,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196822,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196823,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196824,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196825,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196826,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196827,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196828,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196829,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196836,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196837,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196838,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5196839,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519684,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519685,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519686,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519688,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519689,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519690,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519691,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519692,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519694,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519695,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519696,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519698,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519699,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519700,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197090,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197091,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197092,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197093,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197094,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197095,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197096,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197097,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197098,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,51971,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197250,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197251,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197252,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519726,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519728,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519729,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519738,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519739,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519740,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197411,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197412,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197413,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197414,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197415,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197416,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197417,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197418,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197419,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197487,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197488,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197489,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519749,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,51975,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519750,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519751,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519752,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,5197521,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519753,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519754,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519755,0.0206,0,30/Jan/16,SAME
Peru Mobile Telefonica,519756,0.0206,0,30/Jan/16,SAME
