Bundespräsidentenwahl  25. April 2010,,,,,,, Stand: , 30/04/10 18:40:45,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Nr.,Name,Wahlbe-, abgegeb. , Wahlbet. , ungültige ,, gültige ,,Dr. Fischer,,Dr. Gehring,, Rosenkranz ,, P 4 ,, P 5 ,, P 6 ,, erste Eingabe ,, letzte Eingabe ,
41323,Niederwaldkirchen             ,"1,415", 790 , 55.83 , 49 , 6.20 , 741 , 93.80 , 617 , 83.27 , 43 , 5.80 , 81 , 10.93 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:08,25/04/2010,13:09:08
41324,Oberkappel                    ,526, 243 , 46.20 , 22 , 9.05 , 221 , 90.95 , 165 , 74.66 , 31 , 14.03 , 25 , 11.31 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:17,25/04/2010,13:09:17
41325,Oepping                       ,"1,282", 651 , 50.78 , 58 , 8.91 , 593 , 91.09 , 471 , 79.43 , 43 , 7.25 , 79 , 13.32 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:51:33,25/04/2010,13:51:33
41326,Peilstein im Mühlviertel      ,"1,306", 684 , 52.37 , 76 , 11.11 , 608 , 88.89 , 465 , 76.48 , 61 , 10.03 , 82 , 13.49 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:19:18,25/04/2010,16:19:18
41327,Pfarrkirchen im Mühlkreis     ,"1,184", 560 , 47.30 , 61 , 10.89 , 499 , 89.11 , 374 , 74.95 , 50 , 10.02 , 75 , 15.03 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:14:53,25/04/2010,13:14:53
41328,Putzleinsdorf                 ,"1,219", 657 , 53.90 , 51 , 7.76 , 606 , 92.24 , 415 , 68.48 , 93 , 15.35 , 98 , 16.17 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:00:07,25/04/2010,15:00:07
41329,Neustift im Mühlkreis         ,"1,148", 573 , 49.91 , 36 , 6.28 , 537 , 93.72 , 447 , 83.24 , 48 , 8.94 , 42 , 7.82 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:32,25/04/2010,13:09:32
41330,Rohrbach in Oberösterreich    ,"1,965"," 1,046 ", 53.23 , 79 , 7.55 , 967 , 92.45 , 785 , 81.18 , 73 , 7.55 , 109 , 11.27 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:53:48,25/04/2010,15:53:48
41331,St.Johann am Wimberg          ,801, 467 , 58.30 , 28 , 6.00 , 439 , 94.00 , 338 , 76.99 , 43 , 9.79 , 58 , 13.21 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:39,25/04/2010,13:09:39
41332,St.Martin im Mühlkreis        ,"2,922"," 1,497 ", 51.23 , 156 , 10.42 ," 1,341 ", 89.58 ," 1,097 ", 81.80 , 89 , 6.64 , 155 , 11.56 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:09:21,25/04/2010,14:09:21
41333,St.Oswald bei Haslach         ,435, 255 , 58.62 , 21 , 8.24 , 234 , 91.76 , 197 , 84.19 , 16 , 6.84 , 21 , 8.97 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:49,25/04/2010,13:09:49
41334,St.Peter am Wimberg           ,"1,396", 825 , 59.10 , 69 , 8.36 , 756 , 91.64 , 627 , 82.94 , 56 , 7.41 , 73 , 9.66 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:34:16,25/04/2010,13:34:16
41335,St.Stefan am Walde            ,684, 416 , 60.82 , 27 , 6.49 , 389 , 93.51 , 316 , 81.23 , 39 , 10.03 , 34 , 8.74 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:09:57,25/04/2010,13:09:57
41336,St.Ulrich im Mühlkreis        ,497, 295 , 59.36 , 21 , 7.12 , 274 , 92.88 , 233 , 85.04 , 17 , 6.20 , 24 , 8.76 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:10:06,25/04/2010,13:10:06
41337,St.Veit im Mühlkreis          ,984, 574 , 58.33 , 32 , 5.57 , 542 , 94.43 , 441 , 81.37 , 35 , 6.46 , 66 , 12.18 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:10:14,25/04/2010,13:10:14
41338,Sarleinsbach                  ,"1,830"," 1,053 ", 57.54 , 99 , 9.40 , 954 , 90.60 , 729 , 76.42 , 125 , 13.10 , 100 , 10.48 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:49:03,25/04/2010,14:49:03
41339,Schlägl                       ,"1,103", 559 , 50.68 , 47 , 8.41 , 512 , 91.59 , 431 , 84.18 , 22 , 4.30 , 59 , 11.52 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:52:34,25/04/2010,13:52:34
41340,Schönegg                      ,435, 252 , 57.93 , 28 , 11.11 , 224 , 88.89 , 192 , 85.71 , 16 , 7.14 , 16 , 7.14 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:10:28,25/04/2010,13:10:28
41341,Schwarzenberg am Böhmerwald   ,511, 238 , 46.58 , 24 , 10.08 , 214 , 89.92 , 183 , 85.51 , 11 , 5.14 , 20 , 9.35 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:10:38,25/04/2010,13:10:38
41342,Ulrichsberg                   ,"2,478"," 1,202 ", 48.51 , 76 , 6.32 ," 1,126 ", 93.68 , 910 , 80.82 , 68 , 6.04 , 148 , 13.14 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:52:39,25/04/2010,13:52:39
41399,Wahlkarten Rohrbach                      ,0," 1,773 ", 0 , 110 , 6.20 ," 1,663 ", 93.80 ," 1,392 ", 83.70 , 128 , 7.70 , 143 , 8.60 , 0 , 0 , 0 , 0 , 0 , 0 ,30/04/2010,15:46:03,30/04/2010,15:46:03
41400,Bezirk Schärding                     ,"44,622"," 22,785 ", 51.06 ," 1,661 ", 7.29 ," 21,124 ", 92.71 ," 15,724 ", 74.44 ," 1,463 ", 6.93 ," 3,937 ", 18.64 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:41:13,30/04/2010,15:46:22
41401,Altschwendt                   ,517, 303 , 58.61 , 29 , 9.57 , 274 , 90.43 , 190 , 69.34 , 20 , 7.30 , 64 , 23.36 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:48:19,25/04/2010,12:48:19
41402,Andorf                        ,"3,929"," 1,969 ", 50.11 , 121 , 6.15 ," 1,848 ", 93.85 ," 1,431 ", 77.44 , 80 , 4.33 , 337 , 18.24 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:14:24,25/04/2010,16:14:24
41403,Brunnenthal                   ,"1,544", 721 , 46.70 , 40 , 5.55 , 681 , 94.45 , 514 , 75.48 , 42 , 6.17 , 125 , 18.36 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:56:56,25/04/2010,14:56:56
41404,Diersbach                     ,"1,284", 640 , 49.84 , 40 , 6.25 , 600 , 93.75 , 426 , 71.00 , 42 , 7.00 , 132 , 22.00 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:50:38,25/04/2010,13:50:38
41405,Dorf an der Pram              ,830, 361 , 43.49 , 33 , 9.14 , 328 , 90.86 , 262 , 79.88 , 31 , 9.45 , 35 , 10.67 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:24:20,25/04/2010,13:24:20
41406,Eggerding                     ,"1,000", 458 , 45.80 , 37 , 8.08 , 421 , 91.92 , 317 , 75.30 , 20 , 4.75 , 84 , 19.95 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:50:47,25/04/2010,13:50:47
41407,Engelhartszell                ,836, 396 , 47.37 , 40 , 10.10 , 356 , 89.90 , 266 , 74.72 , 24 , 6.74 , 66 , 18.54 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:26:01,25/04/2010,14:26:01
41408,Enzenkirchen                  ,"1,451", 677 , 46.66 , 61 , 9.01 , 616 , 90.99 , 438 , 71.10 , 35 , 5.68 , 143 , 23.21 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:41:13,25/04/2010,14:41:13
41409,Esternberg                    ,"2,302", 883 , 38.36 , 65 , 7.36 , 818 , 92.64 , 587 , 71.76 , 55 , 6.72 , 176 , 21.52 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:31:07,25/04/2010,15:31:07
41410,Freinberg                     ,"1,059", 379 , 35.79 , 34 , 8.97 , 345 , 91.03 , 252 , 73.04 , 51 , 14.78 , 42 , 12.17 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:25:07,25/04/2010,13:25:07
41411,Kopfing im Innkreis           ,"1,638", 741 , 45.24 , 79 , 10.66 , 662 , 89.34 , 441 , 66.62 , 72 , 10.88 , 149 , 22.51 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:49:05,25/04/2010,14:49:05
41412,Mayrhof                       ,217, 121 , 55.76 , 15 , 12.40 , 106 , 87.60 , 67 , 63.21 , 9 , 8.49 , 30 , 28.30 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:19:37,25/04/2010,12:19:37
41413,Münzkirchen                   ,"2,085", 936 , 44.89 , 66 , 7.05 , 870 , 92.95 , 664 , 76.32 , 66 , 7.59 , 140 , 16.09 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:49:16,25/04/2010,14:49:16
41414,Raab                          ,"1,851", 853 , 46.08 , 51 , 5.98 , 802 , 94.02 , 565 , 70.45 , 43 , 5.36 , 194 , 24.19 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:44:38,25/04/2010,14:03:09
41415,Rainbach im Innkreis          ,"1,206", 608 , 50.41 , 38 , 6.25 , 570 , 93.75 , 423 , 74.21 , 53 , 9.30 , 94 , 16.49 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:45:51,25/04/2010,15:45:51
41416,Riedau                        ,"1,566", 671 , 42.85 , 52 , 7.75 , 619 , 92.25 , 466 , 75.28 , 38 , 6.14 , 115 , 18.58 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:57:06,25/04/2010,14:57:06
41417,St.Aegidi                     ,"1,302", 746 , 57.30 , 51 , 6.84 , 695 , 93.16 , 528 , 75.97 , 63 , 9.06 , 104 , 14.96 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:57:30,25/04/2010,14:57:30
41418,St.Florian am Inn             ,"2,405"," 1,115 ", 46.36 , 68 , 6.10 ," 1,047 ", 93.90 , 774 , 73.93 , 72 , 6.88 , 201 , 19.20 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:35:09,25/04/2010,15:35:09
41419,St.Marienkirchen bei Schärding,"1,439", 594 , 41.28 , 48 , 8.08 , 546 , 91.92 , 391 , 71.61 , 39 , 7.14 , 116 , 21.25 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:44,25/04/2010,14:04:44
41420,St.Roman                      ,"1,428", 590 , 41.32 , 46 , 7.80 , 544 , 92.20 , 364 , 66.91 , 62 , 11.40 , 118 , 21.69 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:21:26,25/04/2010,14:21:26
41421,St.Willibald                  ,929, 449 , 48.33 , 35 , 7.80 , 414 , 92.20 , 294 , 71.01 , 37 , 8.94 , 83 , 20.05 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:01:59,25/04/2010,14:01:59
41422,Schärding                     ,"3,905"," 1,848 ", 47.32 , 98 , 5.30 ," 1,750 ", 94.70 ," 1,330 ", 76.00 , 78 , 4.46 , 342 , 19.54 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:41:13,25/04/2010,16:41:13
41423,Schardenberg                  ,"1,718", 792 , 46.10 , 63 , 7.95 , 729 , 92.05 , 489 , 67.08 , 96 , 13.17 , 144 , 19.75 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:54:41,25/04/2010,16:11:34
41424,Sigharting                    ,630, 362 , 57.46 , 46 , 12.71 , 316 , 87.29 , 209 , 66.14 , 27 , 8.54 , 80 , 25.32 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:39:36,25/04/2010,13:39:36
41425,Suben                         ,941, 451 , 47.93 , 30 , 6.65 , 421 , 93.35 , 331 , 78.62 , 23 , 5.46 , 67 , 15.91 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:39:50,25/04/2010,13:39:50
41426,Taufkirchen an der Pram       ,"2,316"," 1,084 ", 46.80 , 76 , 7.01 ," 1,008 ", 92.99 , 790 , 78.37 , 48 , 4.76 , 170 , 16.87 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:40:04,25/04/2010,13:40:04
41427,Vichtenstein                  ,477, 237 , 49.69 , 17 , 7.17 , 220 , 92.83 , 171 , 77.73 , 6 , 2.73 , 43 , 19.55 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:40:04,25/04/2010,13:40:04
41428,Waldkirchen am Wesen          ,"1,047", 611 , 58.36 , 45 , 7.36 , 566 , 92.64 , 425 , 75.09 , 41 , 7.24 , 100 , 17.67 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:56:05,25/04/2010,13:56:05
41429,Wernstein am Inn              ,"1,203", 627 , 52.12 , 45 , 7.18 , 582 , 92.82 , 460 , 79.04 , 30 , 5.15 , 92 , 15.81 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:05:03,25/04/2010,14:05:03
41430,Zell an der Pram              ,"1,567", 773 , 49.33 , 83 , 10.74 , 690 , 89.26 , 511 , 74.06 , 60 , 8.70 , 119 , 17.25 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:39:53,25/04/2010,13:39:53
41499,Wahlkarten Schärding                     ,0," 1,789 ", 0 , 109 , 6.09 ," 1,680 ", 93.91 ," 1,348 ", 80.24 , 100 , 5.95 , 232 , 13.81 , 0 , 0 , 0 , 0 , 0 , 0 ,30/04/2010,15:46:22,30/04/2010,15:46:22
41500,Bezirk Steyr-Land                    ,"47,358"," 29,104 ", 61.46 ," 2,308 ", 7.93 ," 26,796 ", 92.07 ," 21,076 ", 78.65 ," 1,952 ", 7.28 ," 3,768 ", 14.06 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:54:16,30/04/2010,17:06:44
41501,Adlwang                       ,"1,302", 732 , 56.22 , 79 , 10.79 , 653 , 89.21 , 462 , 70.75 , 60 , 9.19 , 131 , 20.06 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:18:55,25/04/2010,14:18:55
41502,Aschach an der Steyr          ,"1,792"," 1,075 ", 59.99 , 102 , 9.49 , 973 , 90.51 , 781 , 80.27 , 80 , 8.22 , 112 , 11.51 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:38:40,25/04/2010,14:38:40
41503,Bad Hall                      ,"3,797"," 1,852 ", 48.78 , 170 , 9.18 ," 1,682 ", 90.82 ," 1,300 ", 77.29 , 118 , 7.02 , 264 , 15.70 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:49:40,25/04/2010,14:49:40
41504,Dietach                       ,"2,226"," 1,221 ", 54.85 , 106 , 8.68 ," 1,115 ", 91.32 , 896 , 80.36 , 65 , 5.83 , 154 , 13.81 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:39:46,25/04/2010,13:39:46
41505,Gaflenz                       ,"1,488", 828 , 55.65 , 66 , 7.97 , 762 , 92.03 , 591 , 77.56 , 89 , 11.68 , 82 , 10.76 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:54:01,25/04/2010,12:54:01
41506,Garsten                       ,"5,238"," 3,101 ", 59.20 , 254 , 8.19 ," 2,847 ", 91.81 ," 2,244 ", 78.82 , 205 , 7.20 , 398 , 13.98 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:09:41,25/04/2010,15:09:41
41507,Großraming                    ,"2,258"," 1,345 ", 59.57 , 102 , 7.58 ," 1,243 ", 92.42 ," 1,021 ", 82.14 , 85 , 6.84 , 137 , 11.02 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:08:00,25/04/2010,15:20:22
41508,Laussa                        ,"1,044", 586 , 56.13 , 42 , 7.17 , 544 , 92.83 , 402 , 73.90 , 55 , 10.11 , 87 , 15.99 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:19:48,25/04/2010,14:19:48
41509,Losenstein                    ,"1,351", 714 , 52.85 , 47 , 6.58 , 667 , 93.42 , 499 , 74.81 , 50 , 7.50 , 118 , 17.69 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:39:03,25/04/2010,14:39:03
41510,Maria Neustift                ,"1,357", 746 , 54.97 , 98 , 13.14 , 648 , 86.86 , 472 , 72.84 , 87 , 13.43 , 89 , 13.73 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:14:28,25/04/2010,15:14:28
41511,Pfarrkirchen bei Bad Hall     ,"1,700", 914 , 53.76 , 89 , 9.74 , 825 , 90.26 , 669 , 81.09 , 52 , 6.30 , 104 , 12.61 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:54:16,25/04/2010,12:54:16
41512,Reichraming                   ,"1,491", 943 , 63.25 , 47 , 4.98 , 896 , 95.02 , 764 , 85.27 , 30 , 3.35 , 102 , 11.38 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:54:16,25/04/2010,15:54:16
41513,Rohr im Kremstal              ,978, 521 , 53.27 , 31 , 5.95 , 490 , 94.05 , 390 , 79.59 , 42 , 8.57 , 58 , 11.84 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:54:56,25/04/2010,12:54:56
41514,St.Ulrich bei Steyr           ,"2,492"," 1,451 ", 58.23 , 128 , 8.82 ," 1,323 ", 91.18 ," 1,043 ", 78.84 , 97 , 7.33 , 183 , 13.83 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:01:09,25/04/2010,15:01:09
41515,Schiedlberg                   ,"1,003", 568 , 56.63 , 76 , 13.38 , 492 , 86.62 , 367 , 74.59 , 54 , 10.98 , 71 , 14.43 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:55:13,25/04/2010,12:55:13
41516,Sierning                      ,"7,318"," 4,168 ", 56.96 , 302 , 7.25 ," 3,866 ", 92.75 ," 3,108 ", 80.39 , 180 , 4.66 , 578 , 14.95 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:59:32,25/04/2010,14:59:32
41517,Ternberg                      ,"2,728"," 1,517 ", 55.61 , 114 , 7.51 ," 1,403 ", 92.49 ," 1,093 ", 77.90 , 108 , 7.70 , 202 , 14.40 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:44:01,25/04/2010,15:44:01
41518,Waldneukirchen                ,"1,746", 994 , 56.93 , 73 , 7.34 , 921 , 92.66 , 700 , 76.00 , 115 , 12.49 , 106 , 11.51 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,12:55:23,25/04/2010,12:55:23
41521,Wolfern                       ,"2,452"," 1,383 ", 56.40 , 117 , 8.46 ," 1,266 ", 91.54 , 969 , 76.54 , 99 , 7.82 , 198 , 15.64 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:45:40,25/04/2010,14:45:40
41522,Weyer,"3,597"," 2,073 ", 57.63 , 124 , 5.98 ," 1,949 ", 94.02 ," 1,480 ", 75.94 , 126 , 6.46 , 343 , 17.60 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:08:16,25/04/2010,15:27:01
41599,Wahlkarten Steyr-Land                    ,0," 2,372 ", 0 , 141 , 5.94 ," 2,231 ", 94.06 ," 1,825 ", 81.80 , 155 , 6.95 , 251 , 11.25 , 0 , 0 , 0 , 0 , 0 , 0 ,30/04/2010,17:06:44,30/04/2010,17:06:44
41600,Bezirk Urfahr-Umgebung               ,"65,356"," 41,825 ", 64.00 ," 3,062 ", 7.32 ," 38,763 ", 92.68 ," 32,105 ", 82.82 ," 2,289 ", 5.91 ," 4,369 ", 11.27 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:23:58,30/04/2010,17:30:30
41601,Alberndorf in der Riedmark    ,"3,037"," 1,746 ", 57.49 , 147 , 8.42 ," 1,599 ", 91.58 ," 1,254 ", 78.42 , 114 , 7.13 , 231 , 14.45 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:05,25/04/2010,14:04:05
41602,Altenberg bei Linz            ,"3,487"," 2,147 ", 61.57 , 210 , 9.78 ," 1,937 ", 90.22 ," 1,585 ", 81.83 , 136 , 7.02 , 216 , 11.15 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:59:37,25/04/2010,14:59:37
41603,Bad Leonfelden                ,"3,227"," 1,967 ", 60.95 , 167 , 8.49 ," 1,800 ", 91.51 ," 1,341 ", 74.50 , 236 , 13.11 , 223 , 12.39 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:09:31,25/04/2010,14:09:31
41604,Eidenberg                     ,"1,593", 942 , 59.13 , 73 , 7.75 , 869 , 92.25 , 738 , 84.93 , 58 , 6.67 , 73 , 8.40 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:15:00,25/04/2010,13:15:00
41605,Engerwitzdorf                 ,"6,700"," 3,789 ", 56.55 , 289 , 7.63 ," 3,500 ", 92.37 ," 2,857 ", 81.63 , 186 , 5.31 , 457 , 13.06 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:59:39,25/04/2010,15:59:39
41606,Feldkirchen an der Donau      ,"4,244"," 2,634 ", 62.06 , 191 , 7.25 ," 2,443 ", 92.75 ," 1,975 ", 80.84 , 127 , 5.20 , 341 , 13.96 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:55:34,25/04/2010,14:55:34
41607,Gallneukirchen                ,"4,895"," 2,991 ", 61.10 , 157 , 5.25 ," 2,834 ", 94.75 ," 2,461 ", 86.84 , 104 , 3.67 , 269 , 9.49 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:54:21,25/04/2010,15:54:21
41608,Goldwörth                     ,758, 439 , 57.92 , 45 , 10.25 , 394 , 89.75 , 325 , 82.49 , 24 , 6.09 , 45 , 11.42 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:11:35,25/04/2010,13:11:35
41609,Gramastetten                  ,"3,785"," 2,208 ", 58.34 , 207 , 9.38 ," 2,001 ", 90.63 ," 1,669 ", 83.41 , 98 , 4.90 , 234 , 11.69 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:55:43,25/04/2010,14:55:43
41610,Haibach im Mühlkreis          ,672, 430 , 63.99 , 32 , 7.44 , 398 , 92.56 , 338 , 84.92 , 19 , 4.77 , 41 , 10.30 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:11:57,25/04/2010,13:11:57
41611,Hellmonsödt                   ,"1,745", 959 , 54.96 , 53 , 5.53 , 906 , 94.47 , 727 , 80.24 , 66 , 7.28 , 113 , 12.47 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:12:42,25/04/2010,13:12:42
41612,Herzogsdorf                   ,"1,978"," 1,086 ", 54.90 , 100 , 9.21 , 986 , 90.79 , 814 , 82.56 , 55 , 5.58 , 117 , 11.87 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:53:58,25/04/2010,13:53:58
41613,Kirchschlag bei Linz          ,"1,599", 890 , 55.66 , 59 , 6.63 , 831 , 93.37 , 696 , 83.75 , 44 , 5.29 , 91 , 10.95 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:45:18,25/04/2010,15:45:18
41614,Lichtenberg                   ,"2,124"," 1,308 ", 61.58 , 97 , 7.42 ," 1,211 ", 92.58 , 998 , 82.41 , 84 , 6.94 , 129 , 10.65 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:53:48,25/04/2010,13:53:48
41615,Oberneukirchen                ,"2,556"," 1,430 ", 55.95 , 122 , 8.53 ," 1,308 ", 91.47 ," 1,087 ", 83.10 , 62 , 4.74 , 159 , 12.16 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:51:44,25/04/2010,14:51:44
41616,Ottenschlag im Mühlkreis      ,414, 255 , 61.59 , 27 , 10.59 , 228 , 89.41 , 193 , 84.65 , 10 , 4.39 , 25 , 10.96 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:14:17,25/04/2010,13:14:17
41617,Ottensheim                    ,"3,593"," 2,218 ", 61.73 , 146 , 6.58 ," 2,072 ", 93.42 ," 1,771 ", 85.47 , 103 , 4.97 , 198 , 9.56 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,16:23:58,25/04/2010,16:23:58
41618,Puchenau                      ,"3,741"," 2,088 ", 55.81 , 147 , 7.04 ," 1,941 ", 92.96 ," 1,642 ", 84.60 , 96 , 4.95 , 203 , 10.46 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,15:50:24,25/04/2010,15:50:24
41619,Reichenau im Mühlkreis        ,984, 595 , 60.47 , 52 , 8.74 , 543 , 91.26 , 425 , 78.27 , 51 , 9.39 , 67 , 12.34 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:14:17,25/04/2010,13:14:17
41620,Reichenthal                   ,"1,147", 627 , 54.66 , 48 , 7.66 , 579 , 92.34 , 480 , 82.90 , 50 , 8.64 , 49 , 8.46 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:14:40,25/04/2010,13:14:40
41621,St.Gotthard im Mühlkreis      ,"1,043", 630 , 60.40 , 42 , 6.67 , 588 , 93.33 , 500 , 85.03 , 20 , 3.40 , 68 , 11.56 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:40:03,25/04/2010,13:53:12
41622,Schenkenfelden                ,"1,259", 743 , 59.02 , 32 , 4.31 , 711 , 95.69 , 581 , 81.72 , 43 , 6.05 , 87 , 12.24 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:13:42,25/04/2010,14:13:42
41623,Sonnberg im Mühlkreis         ,670, 392 , 58.51 , 34 , 8.67 , 358 , 91.33 , 298 , 83.24 , 25 , 6.98 , 35 , 9.78 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:13:41,25/04/2010,13:13:41
41624,Steyregg                      ,"3,899"," 2,301 ", 59.02 , 130 , 5.65 ," 2,171 ", 94.35 ," 1,812 ", 83.46 , 89 , 4.10 , 270 , 12.44 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,13:53:40,25/04/2010,13:53:40
41625,Vorderweißenbach              ,"1,633"," 1,026 ", 62.94 , 78 , 7.60 , 948 , 92.40 , 745 , 78.59 , 106 , 11.18 , 97 , 10.23 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:12,25/04/2010,14:04:12
41626,Walding                       ,"3,180"," 1,879 ", 59.09 , 134 , 7.13 ," 1,745 ", 92.87 ," 1,484 ", 85.04 , 86 , 4.93 , 175 , 10.03 , 0 , 0 , 0 , 0 , 0 , 0 ,25/04/2010,14:04:20,25/04/2010,14:04:20
