TWT S.p.a. - Viale Jenner 33 - 20159 Milano,,,,,,
,,,,,,
COMUNICA IT SERVICES SA,,,,,Peak Hours,Off peak hours
Peru,514452,0.008418,0.008418,19/01/2016,-,==
Peru,514454,0.008418,0.008418,19/01/2016,-,==
Peru,515429,0.008418,0.008418,19/01/2016,-,==
Peru,515450,0.008418,0.008418,19/01/2016,-,==
Peru,515452,0.008418,0.008418,19/01/2016,-,==
Peru,517492,0.008418,0.008418,19/01/2016,-,==
Peru Lima,5112,0.004249,0.004249,19/01/2016,-,==
Peru Lima,5113,0.004249,0.004249,19/01/2016,-,==
Peru Lima,5114,0.004249,0.004249,19/01/2016,-,==
Peru Lima,5115,0.004249,0.004249,19/01/2016,-,==
Peru Lima,5116,0.004249,0.004249,19/01/2016,-,==
Peru Lima,5117,0.004249,0.004249,19/01/2016,-,==
Peru Lima,51176,0.004249,0.004249,19/01/2016,-,==
Peru Lima,51177,0.004249,0.004249,19/01/2016,-,==
Peru Lima,51178,0.004249,0.004249,19/01/2016,-,==
Peru Lima,511600,0.004249,0.004249,19/01/2016,-,==
Peru Lima Mobile,5119,0.006114,0.006114,19/01/2016,-,==
Peru Mobile,519,0.029685,0.029685,19/01/2016,-,==
Peru Mobile,51946,0.029685,0.029685,19/01/2016,-,==
Peru Mobile,51947,0.029685,0.029685,19/01/2016,-,==
Peru Mobile,51949,0.029685,0.029685,19/01/2016,-,==
Peru Mobile,519469,0.029685,0.029685,19/01/2016,-,==
Peru Mobile Claro,51940,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51986,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51987,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51989,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51991,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51992,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51993,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,51997,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511973,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511986,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511987,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511989,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511991,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511992,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511993,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,511997,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519410,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519411,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519412,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519413,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519414,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519415,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519416,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519417,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519422,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519423,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519427,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519433,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519435,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519440,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519441,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519442,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519443,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519445,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519447,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519466,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519467,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519468,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519477,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519482,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519483,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519487,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519491,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519492,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519493,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519501,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519502,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519503,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519507,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519511,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519512,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519513,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519517,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519523,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519524,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519530,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519532,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519533,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519534,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519537,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519538,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519541,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519547,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519557,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519562,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519563,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519567,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519570,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519571,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519572,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519573,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519577,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519581,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519582,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519583,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519587,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519591,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519593,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519597,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519612,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519613,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519614,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519617,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519618,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519622,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519623,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519627,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519638,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519641,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519642,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519643,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519651,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519652,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519653,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519654,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519655,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519657,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519663,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519667,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519677,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519687,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519693,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519697,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519702,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519722,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519727,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519730,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519731,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519732,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519733,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519734,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519735,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519736,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519737,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519742,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519743,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519744,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519745,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519746,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519747,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519748,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519762,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519763,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519770,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519771,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519783,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519786,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519787,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519793,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519797,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519804,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519805,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519806,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519807,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519808,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519809,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519820,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519821,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519822,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519823,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519824,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519825,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519827,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519828,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519830,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519831,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519832,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519833,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519837,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519838,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519841,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519842,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519843,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519844,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519847,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519943,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519946,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519947,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519948,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,519949,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119804,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119805,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119806,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119807,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119808,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119809,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119943,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119946,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119947,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119948,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5119949,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194370,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194371,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194372,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194373,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194374,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194375,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194376,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194377,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194770,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194771,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194772,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194773,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194774,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194805,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194806,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194807,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194808,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194809,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194907,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194908,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194909,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194970,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194971,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194972,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194973,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194974,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194975,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194976,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5194977,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195027,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195211,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195212,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195213,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195214,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195215,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195216,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195217,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195218,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195219,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195270,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195271,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195272,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195273,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195311,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195312,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195313,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195314,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195315,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195316,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195317,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195318,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195319,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195350,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195351,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195357,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195358,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195359,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195420,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195430,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195700,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195805,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195806,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195807,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195808,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195809,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195847,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195848,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195849,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195895,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195896,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195897,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195898,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195899,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195920,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195921,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195922,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195923,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195924,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195925,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195926,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5195927,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196370,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196371,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196372,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196373,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196374,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196375,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196376,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196540,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196640,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196641,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196642,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196643,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196644,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196645,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196646,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196647,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196648,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196821,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196830,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196831,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196832,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196833,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196834,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5196835,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197020,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197021,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197022,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197225,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197270,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197271,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197272,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197273,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197274,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197276,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197277,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197278,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5197279,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5198240,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Claro,5198241,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51945,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51971,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51975,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51985,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51988,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51990,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51995,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51996,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,51999,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,511995,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519418,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519419,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519420,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519421,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519424,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519426,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519428,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519429,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519430,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519431,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519432,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519434,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519436,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519438,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519439,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519444,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519446,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519448,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519449,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519470,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519474,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519475,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519476,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519478,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519479,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519481,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519484,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519485,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519486,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519488,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519489,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519494,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519495,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519496,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519498,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519499,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519500,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519504,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519505,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519506,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519508,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519509,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519510,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519514,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519515,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519516,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519518,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519519,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519520,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519522,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519525,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519526,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519528,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519529,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519536,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519539,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519540,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519544,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519546,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519548,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519549,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519555,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519556,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519558,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519559,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519560,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519561,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519564,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519565,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519566,0.018653,0.018653,19/01/2016,-,==
Peru Mobile Movistar,519568,0.018653,0.018653,19/01/2016,-,==
