Code Insee,Libellé Commune,Distribution gérée par un GRD de rang 1ou 2,Coefficient Tarif de  proximité ,Code PITD
73203,PONTAMAFREY MONTPASCAL,,1,  
73204,LE PONT DE BEAUVOISIN,,"1,75",  
73212,RANDENS,,1,  
73213,LA RAVOIRE,,"1,75",  
73215,LA ROCHETTE,,"1,75",  
73217,ROTHERENS,,1,  
73222,ST ALBAN LEYSSE,,"1,75",  
73224,ST AVRE,,1,  
73225,ST BALDOPH,,"1,75",  
73231,ST ETIENNE DE CUINES,,1,  
73236,ST GENIX SUR GUIERS,,1,  
73240,STE HELENE DU LAC,,1,  
73241,STE HELENE SUR ISERE,,1,  
73248,ST JEAN DE MAURIENNE,,"1,75",  
73249,ST JEOIRE PRIEURE,,1,  
73255,STE MARIE DE CUINES,,1,  
73259,ST MARTIN SUR LA CHAMBRE,,1,  
73270,ST PIERRE D ALBIGNY,,1,  
73278,ST REMY DE MAURIENNE,,1,  
73283,ST VITAL,,1,  
73288,SONNAZ,,1,  
73297,TOURNON,,1,  
73298,TOURS EN SAVOIE,,1,  
73300,TRESSERVE,,"1,75",  
73303,UGINE,,1,  
73308,VENTHON,,1,  
73328,VIVIERS DU LAC,,1,  
73329,VOGLANS,,1,  
74002,ALBY SUR CHERAN,,1,  
74005,ALLINGES,,1,  
74006,ALLONZIER LA CAILLE,,1,SY0001
74007,AMANCY,,1,  
74008,AMBILLY,,3,  
74010,ANNECY,,"1,75",  
74011,ANNECY LE VIEUX,,"1,75",  
74012,ANNEMASSE,,3,  
74013,ANTHY SUR LEMAN,,1,  
74014,ARACHES LA FRASSE,,1,  
74016,ARCHAMPS,,1,  
74019,ARGONAY,,1,  
74026,LA BALME DE SILLINGY,,1,  
74031,BEAUMONT,,1,  
74040,BONNE,,1,  
74042,BONNEVILLE,,1,BV0001
74043,BONS EN CHABLAIS,,1,  
74044,BOSSEY,,1,  
74048,BRENTHONNE,,1,  
74056,CHAMONIX MONT BLANC,,1,  
74057,CHAMPANGES,,1,  
74067,CHAVANOD,,1,  
74081,CLUSES,,"1,75",  
74082,COLLONGES SOUS SALEVE,,"1,75",  
74083,COMBLOUX,,1,  
74093,CRAN GEVRIER,,"1,75",  
74094,CRANVES SALES,,1,  
74096,CRUSEILLES,,1,  
74099,DEMI QUARTIER,,1,  
74105,DOUVAINE,,1,  
74108,DUINGT,,1,  
74112,EPAGNY,,"1,75",  
74116,ETAUX,,1,  
74118,ETREMBIERES,,1,  
74119,EVIAN LES BAINS,,"1,75",  
74124,FEIGERES,,1,  
74127,FETERNES,,1,  
74133,GAILLARD,,"1,75",  
74138,GRUFFY,,1,  
74143,LES HOUCHES,,1,  
74145,JUVIGNY,,1,  
74146,LARRINGES,,1,  
74154,LUGRIN,,1,  
74159,MAGLAND,,1,  
74163,MARGENCEL,,1,  
74164,MARIGNIER,,1,  
74165,MARIGNY ST MARCEL,,1,  
74166,MARIN,,1,  
74169,MARNAZ,,"1,75",  
74172,MAXILLY SUR LEMAN,,1,  
74173,MEGEVE,,1,  
74181,METZ TESSY,,1,  
74182,MEYTHET,,"1,75",  
74185,MONNETIER MORNEX,,1,  
74200,NEUVECELLE,,"1,75",  
74201,NEYDENS,,1,  
74208,PASSY,,1,  
74210,PERRIGNIER,,1,  
74211,PERS JUSSY,,1,  
74213,POISY,,"1,75",  
74216,PRESILLY,,1,  
74217,PRINGY,,1,  
74218,PUBLIER,,"1,75",  
74220,REIGNIER,,1,  
74224,LA ROCHE SUR FORON,,"1,75",  
74225,RUMILLY,,"1,75",  
74233,ST FELIX,,1,  
74236,ST GERVAIS LES BAINS,,1,  
74242,ST JORIOZ,,1,  
74243,ST JULIEN EN GENEVOIS,,"1,75",  
74249,ST PAUL EN CHABLAIS,,1,  
74250,ST PIERRE EN FAUCIGNY,,1,  
74255,SALES,,1,  
74256,SALLANCHES,,1,SL0001
74262,SCIENTRIER,,1,  
74263,SCIEZ,,1,  
74264,SCIONZIER,,"1,75",  
74267,SEVRIER,,1,  
74268,SEYNOD,,"1,75",  
74272,SILLINGY,,1,  
74278,THYEZ,,"1,75",  
74281,THONON LES BAINS,,"1,75",  
74293,VEIGY FONCENEX,,1,  
74298,VETRAZ MONTHOUX,,"1,75",  
74299,VEYRIER DU LAC,,1,  
74305,VILLE LA GRAND,,"1,75",  
74308,VINZIER,,1,  
74310,VIUZ LA CHIESAZ,,1,  
74312,VOUGY,,1,  
76001,ALLOUVILLE BELLEFOSSE,,1,GD0558
76002,ALVIMARE,,1,GD0558
76005,AMFREVILLE LA MI VOIE,,"1,75",GD0621
76026,ARQUES LA BATAILLE,,1,GD0553
76035,AUMALE,,1,GD0549
76039,LES AUTHIEUX SUR LE PORT ST OUEN,,1,GD0621
76040,AUTIGNY,,1,GD0556
76043,AUZEBOSC,,1,GD0558
76055,BAONS LE COMTE,,1,GD0558
76057,BARENTIN,,"1,75",GD0621
76060,BEAUBEC LA ROSIERE,,1,GD0551
76069,BELBEUF,,1,GD0621
76095,BIHOREL,,"1,75",GD0621
76101,BLANGY SUR BRESLE,,1,GD0546
76103,BONSECOURS,,"1,75",GD0621
76108,BOIS GUILLAUME,,"1,75",GD0621
76114,BOLBEC,,"1,75",GD0558
76116,BOOS,,1,GD0621
76125,BOSC LE HARD,,1,GD0621
76128,BOSVILLE,,,  
76131,LA BOUILLE,,"1,75",GD0621
76136,BRACHY,,1,GD0554
76137,BRACQUEMONT,,1,GD0553
76141,BREAUTE,,1,GD0644
76143,BRETTEVILLE DU GRAND CAUX,,1,GD0627
76146,BUCHY,,1,GD0552
76157,CANTELEU,,"1,75",GD0621
76159,CANY BARVILLE,,1,GD0625
76164,CAUDEBEC EN CAUX,,"1,75",GD0621
76165,CAUDEBEC LES ELBEUF,,"1,75",GD0621
76167,CAUVILLE SUR MER,,1,GD0561
76169,LA CERLANGUE,,1,GD0561
76178,CLEON,,"1,75",GD0621
76179,CLERES,,1,GD0621
76183,COLLEVILLE,,1,GD0560
76194,CRIQUEBEUF EN CAUX,,1,GD0560
76196,CRIQUETOT L ESNEVAL,,1,GD0627
76212,DARNETAL,,"1,75",GD0621
76216,DEVILLE LES ROUEN,,"1,75",GD0621
76217,DIEPPE,,"1,75",GD0553
76219,DOUDEVILLE,,1,GD0557
76222,DUCLAIR,,"1,75",GD0621
76223,ECALLES ALIX,,1,GD0558
76224,ECRAINVILLE,,1,GD0627
76231,ELBEUF,,"1,75",GD0621
76235,ENVERMEU,,1,GD0553
76238,EPOUVILLE,,"1,75",GD0561
76239,EPRETOT,,1,GD0561
76240,EPREVILLE,,1,GD0560
76245,ESLETTES,,1,GD0621
76254,ETRETAT,,1,GD0559
76255,EU,,"1,75",GD0623
76258,FAUVILLE EN CAUX,,1,GD0558
76259,FECAMP,,"1,75",GD0560
76260,FERRIERES EN BRAY,,1,GD0645
76270,FONTAINE LA MALLET,,1,GD0561
76271,FONTAINE LE BOURG,,1,GD0621
76272,FONTAINE LE DUN,,1,GD0556
76273,FONTAINE SOUS PREAUX,,1,GD0621
76276,FORGES LES EAUX,,"1,75",GD0551
76278,FOUCARMONT,,1,GD0631
76281,LA FRENAYE,,1,GD0558
76282,FRENEUSE,,1,GD0621
76290,FRICHEMESNIL,,1,GD0621
76294,LA GAILLARDE,,1,GD0554
76296,GAINNEVILLE,,"1,75",GD0561
76302,GODERVILLE,,1,GD0627
76305,GONFREVILLE L ORCHER,,1,GD0561
76312,GOURNAY EN BRAY,,"1,75",GD0645
76313,GOUY,,1,GD0621
76319,GRAND COURONNE,,"1,75",GD0621
76322,LE GRAND QUEVILLY,,"1,75",GD0621
76329,GRUCHET LE VALASSE,,1,GD0558
76331,GRUGNY,,1,GD0621
76340,HARCANVILLE,,1,GD0557
76341,HARFLEUR,,"1,75",GD0561
76349,HAUTOT SUR MER,,1,GD0553
76351,LE HAVRE,,3,GD0561
76363,HODENG AU BOSC,,1,  
76366,LE HOULME,,"1,75",GD0621
76367,HOUPPEVILLE,,1,GD0621
76374,INCHEVILLE,,1,GD0543
76377,ISNEAUVILLE,,1,GD0621
76382,LANQUETOT,,1,GD0558
76384,LILLEBONNE,,"1,75",GD0558
76385,LIMESY,,1,GD0621
76391,LA LONDE,,1,GD0621
76394,LONGROY,,1,GD0544
76400,LUNERAY,,"1,75",GD0554
76402,MALAUNAY,,"1,75",GD0621
76404,MANEGLISE,,1,GD0561
76406,MANIQUERVILLE,,1,GD0560
76410,MAROMME,,"1,75",GD0621
76414,MARTIN EGLISE,,1,GD0553
76419,MAUNY,,1,GD0621
76421,MELAMARE,,1,GD0558
76429,LE MESNIL ESNARD,,"1,75",GD0621
76441,MONCHAUX SORENG,,1,GD0545
76443,MONT CAUVAIRE,,1,GD0621
76447,MONTIVILLIERS,,"1,75",GD0561
76448,MONTMAIN,,1,GD0621
76451,MONT ST AIGNAN,,"1,75",GD0621
76452,MONTVILLE,,"1,75",  
76457,MOULINEAUX,,1,GD0621
76460,NESLE NORMANDEUSE,,1,GD0547
76462,NEUFCHATEL EN BRAY,,"1,75",GD0550
76464,LA NEUVILLE CHANT D OISEL,,1,GD0621
76465,NEUVILLE FERRIERES,,1,GD0550
76468,NOINTOT,,1,GD0558
76474,NOTRE DAME DE BONDEVILLE,,"1,75",GD0621
76475,FRANQUEVILLE ST PIERRE,,"1,75",GD0621
76476,NOTRE DAME DE GRAVENCHON,,"1,75",GD0642
76477,NOTRE DAME DU BEC,,1,GD0561
76481,OCTEVILLE SUR MER,,1,GD0561
76482,OFFRANVILLE,,1,GD0553
76484,OISSEL,,"1,75",GD0621
76486,ORIVAL,,1,GD0621
76489,OUDALLE,,1,GD0561
76495,PAVILLY,,"1,75",GD0621
76497,PETIT COURONNE,,"1,75",GD0621
76498,LE PETIT QUEVILLY,,3,GD0621
76500,PIERRECOURT,,1,GD0547
76503,PISSY POVILLE,,1,GD0621
76507,PONTS ET MARAIS,,1,GD0623
76509,PREAUX,,1,GD0621
76514,QUEVREVILLE LA POTERIE,,1,GD0621
76517,QUINCAMPOIX,,1,  
76533,ROGERVILLE,,1,GD0561
76534,ROLLEVILLE,,1,GD0561
76535,RONCHEROLLES EN BRAY,,1,GD0551
76536,RONCHEROLLES SUR LE VIVIER,,1,GD0621
76540,ROUEN,,3,GD0621
76541,ROUMARE,,1,GD0621
76545,ROUXMESNIL BOUTEILLES,,1,GD0553
76552,STE ADRESSE,,"1,75",GD0561
76556,ST ANTOINE LA FORET,,1,GD0558
76560,ST AUBIN EPINAY,,1,GD0621
76561,ST AUBIN LES ELBEUF,,"1,75",GD0621
76562,ST AUBIN LE CAUF,,1,GD0553
76563,ST AUBIN ROUTOT,,1,GD0561
76565,ST AUBIN SUR SCIE,,1,GD0553
76566,STE AUSTREBERTHE,,1,GD0621
76575,ST ETIENNE DU ROUVRAY,,"1,75",GD0621
76576,ST EUSTACHE LA FORET,,1,GD0558
76591,ST JACQUES SUR DARNETAL,,1,GD0621
76592,ST JEAN DE FOLLEVILLE,,1,GD0558
76594,ST JEAN DU CARDONNAY,,1,GD0621
76596,ST LAURENT DE BREVEDENT,,1,GD0561
76599,ST LEGER DU BOURG DENIS,,"1,75",GD0621
76600,ST LEONARD,,1,GD0560
76608,STE MARGUERITE SUR DUCLAIR,,1,GD0621
76610,STE MARIE DES CHAMPS,,1,GD0558
76615,ST MARTIN DU BEC,,1,GD0561
76616,ST MARTIN DU MANOIR,,1,GD0561
76617,ST MARTIN DU VIVIER,,1,GD0621
76624,ST NICOLAS D ALIERMONT,,1,GD0553
76627,ST NICOLAS DE LA TAILLE,,1,GD0558
76631,ST PAER,,1,GD0621
76636,ST PIERRE DE VARENGEVILLE,,1,GD0621
76640,ST PIERRE LES ELBEUF,,"1,75",GD0621
76642,ST PIERRE LE VIGER,,1,GD0556
76647,ST ROMAIN DE COLBOSC,,1,GD0561
76653,ST VAAST DIEPPEDALLE,,,  
76655,ST VALERY EN CAUX,,"1,75",GD0555
76657,ST VIGOR D YMONVILLE,,1,GD0561
76659,ST WANDRILLE RANCON,,1,GD0621
76660,SANDOUVILLE,,1,GD0561
76664,SASSEVILLE,,1,GD0625
76667,SAUQUEVILLE,,1,GD0553
76672,SERQUEUX,,1,GD0551
76681,SOTTEVILLE LES ROUEN,,"1,75",GD0621
76682,SOTTEVILLE SOUS LE VAL,,1,GD0621
76684,TANCARVILLE,,1,GD0561
76688,THIERGEVILLE,,1,GD0560
76705,TOURVILLE LA RIVIERE,,1,GD0621
76706,TOURVILLE LES IFS,,1,GD0560
76707,TOURVILLE SUR ARQUES,,1,GD0553
76708,TOUSSAINT,,1,GD0560
76709,LE TRAIT,,1,GD0621
76711,LE TREPORT,,"1,75",GD0623
76712,LA TRINITE DU MONT,,1,GD0558
76714,LES TROIS PIERRES,,,  
76715,TROUVILLE,,,  
76716,TURRETOT,,1,GD0561
76717,VAL DE LA HAYE,,1,GD0621
76718,VALLIQUERVILLE,,1,GD0558
76719,VALMONT,,1,GD0560
76728,LA VAUPALIERE,,1,GD0621
76735,VEULES LES ROSES,,1,GD0555
76739,VIEUX ROUEN SUR BRESLE,,1,GD0548
76743,VILLERS ECALLES,,1,GD0621
76748,VITTEFLEUR,,1,GD0625
76750,YAINVILLE,,1,GD0621
76752,YERVILLE,,1,GD0621
76753,YMARE,,1,GD0621
76754,YPORT,,"1,75",GD0560
76758,YVETOT,,"1,75",GD0558
77002,AMILLIS,,1,  
77005,ANNET SUR MARNE,,1,  
77006,ARBONNE LA FORET,,1,  
77008,ARMENTIERES EN BRIE,,1,  
77012,AUGERS EN BRIE,,1,  
77014,AVON,,"1,75",  
77016,BAGNEAUX SUR LOING,,1,  
77018,BAILLY ROMAINVILLIERS,,"1,75",  
77022,BARBIZON,,1,  
77023,BARCY,,1,  
77025,BAZOCHES LES BRAY,,1,  
77030,BELLOT,,1,  
77031,BERNAY VILBERT,,1,  
77034,BLANDY,,1,  
77037,BOIS LE ROI,,"1,75",  
77038,BOISSETTES,,1,  
77039,BOISSISE LA BERTRAND,,1,  
77040,BOISSISE LE ROI,,"1,75",  
77042,BOISSY LE CHATEL,,1,  
77044,BOMBON,,1,  
77047,BOULEURS,,1,  
77048,BOURRON MARLOTTE,,1,  
77049,BOUTIGNY,,1,  
77051,BRAY SUR SEINE,,"1,75",  
77052,BREAU,,1,  
77053,BRIE COMTE ROBERT,,"1,75",  
77054,LA BROSSE MONTCEAUX,,1,  
77055,BROU SUR CHANTEREINE,,"1,75",  
77058,BUSSY ST GEORGES,,"1,75",  
77059,BUSSY ST MARTIN,,1,  
77060,BUTHIERS,,1,  
77061,CANNES ECLUSE,,1,  
77062,CARNETIN,,1,  
77063,LA CELLE SUR MORIN,,1,  
77065,CELY,,1,  
77067,CESSON,,"1,75",  
77069,CHAILLY EN BIERE,,1,  
77070,CHAILLY EN BRIE,,1,  
77073,CHALAUTRE LA PETITE,,1,  
77075,CHALIFERT,,"1,75",  
77076,CHALMAISON,,1,  
77077,CHAMBRY,,1,  
77078,CHAMIGNY,,1,  
77079,CHAMPAGNE SUR SEINE,,"1,75",  
77082,CHAMPEAUX,,1,  
77083,CHAMPS SUR MARNE,,"1,75",  
77084,CHANGIS SUR MARNE,,1,  
77085,CHANTELOUP EN BRIE,,"1,75",  
77086,LA CHAPELLE GAUTHIER,,1,  
77088,LA CHAPELLE LA REINE,,1,  
77095,CHARNY,,1,  
77096,CHARTRETTES,,1,  
77099,CHATEAU LANDON,,1,  
77100,LE CHATELET EN BRIE,,1,  
77104,CHATRES,,1,  
77107,CHAUMES EN BRIE,,1,  
77108,CHELLES,,"1,75",  
77111,CHESSY,,1,  
77114,CHEVRY COSSIGNY,,1,  
77116,CHOISY EN BRIE,,1,  
77117,CITRY,,1,  
77118,CLAYE SOUILLY,,"1,75",  
77121,COLLEGIEN,,"1,75",  
77122,COMBS LA VILLE,,"1,75",  
77123,COMPANS,,1,  
77124,CONCHES SUR GONDOIRE,,"1,75",  
77125,CONDE STE LIBIAIRE,,"1,75",  
77126,CONGIS SUR THEROUANNE,,1,  
77127,COUBERT,,1,  
77128,COUILLY PONT AUX DAMES,,1,  
77129,COULOMBS EN VALOIS,,1,  
77131,COULOMMIERS,,"1,75",  
77132,COUPVRAY,,1,  
77135,COURPALAY,,1,  
77139,COURTRY,,"1,75",  
77141,COUTEVROULT,,1,  
77142,CRECY LA CHAPELLE,,1,  
77143,CREGY LES MEAUX,,"1,75",  
77146,CROISSY BEAUBOURG,,1,  
77148,CROUY SUR OURCQ,,1,  
77152,DAMMARIE LES LYS,,"1,75",  
77153,DAMMARTIN EN GOELE,,"1,75",  
77154,DAMMARTIN SUR TIGEAUX,,1,  
77155,DAMPMART,,"1,75",  
77156,DARVAULT,,1,  
77159,DONNEMARIE DONTILLY,,1,  
77166,ECUELLES,,1,  
77169,EMERAINVILLE,,"1,75",  
77171,ESBLY,,"1,75",  
77172,ESMANS,,1,  
77173,ETREPILLY,,1,  
77174,EVERLY,,1,  
77175,EVRY GREGY SUR YERRE,,1,  
77176,FAREMOUTIERS,,1,  
77177,FAVIERES,,1,  
77179,FERICY,,1,  
77180,FEROLLES ATTILLY,,1,  
77181,FERRIERES EN BRIE,,1,  
77182,LA FERTE GAUCHER,,1,  
77183,LA FERTE SOUS JOUARRE,,"1,75",  
77185,FLEURY EN BIERE,,1,  
77186,FONTAINEBLEAU,,1,  
77188,FONTAINE LE PORT,,1,  
77191,FONTENAILLES,,1,  
77192,FONTENAY TRESIGNY,,1,  
77194,FORGES,,1,  
77195,FOUJU,,1,  
77196,FRESNES SUR MARNE,,1,  
77199,FUBLAINES,,1,  
77202,LA GENEVRAYE,,1,  
77203,GERMIGNY L EVEQUE,,1,  
77208,GOUAIX,,1,  
77209,GOUVERNES,,1,  
77210,LA GRANDE PAROISSE,,1,  
77211,GRANDPUITS BAILLY CARROIS,,1,  
77214,GRESSY,,1,  
77215,GRETZ ARMAINVILLIERS,,"1,75",  
77216,GREZ SUR LOING,,1,  
77217,GRISY SUISNES,,1,  
77219,GUERARD,,1,  
77221,GUERMANTES,,"1,75",  
77222,GUIGNES,,"1,75",  
77223,GURCY LE CHATEL,,1,  
77226,HERICY,,1,  
77229,LA HOUSSAYE EN BRIE,,1,  
77231,ISLES LES MELDEUSES,,1,  
77232,ISLES LES VILLENOY,,1,  
77234,JABLINES,,1,  
77237,JOSSIGNY,,1,  
77238,JOUARRE,,1,  
77240,JOUY SUR MORIN,,1,  
77241,JUILLY,,1,  
77242,JUTIGNY,,1,  
77243,LAGNY SUR MARNE,,"1,75",  
77245,LAVAL EN BRIE,,1,  
77248,LESCHES,,1,  
77249,LESIGNY,,"1,75",  
77251,LIEUSAINT,,"1,75",  
77252,LIMOGES FOURCHES,,1,  
77254,LIVERDY EN BRIE,,1,  
77255,LIVRY SUR SEINE,,1,  
77257,LIZY SUR OURCQ,,1,  
77258,LOGNES,,3,  
77259,LONGPERRIER,,"1,75",  
77260,LONGUEVILLE,,1,  
77261,LORREZ LE BOCAGE PREAUX,,1,  
77265,LUZANCY,,1,  
77266,MACHAULT,,1,  
77268,MAGNY LE HONGRE,,1,  
77269,MAINCY,,1,  
77273,MARCHEMORET,,1,  
77275,LES MARETS,,1,  
77276,MAREUIL LES MEAUX,,1,  
77277,MARLES EN BRIE,,1,  
77279,MAROLLES SUR SEINE,,1,  
77280,MARY SUR MARNE,,"1,75",  
77281,MAUPERTHUIS,,1,  
77282,MAUREGARD,,1,  
77284,MEAUX,,"1,75",  
77285,LE MEE SUR SEINE,,"1,75",  
77288,MELUN,,3,  
77290,MERY SUR MARNE,,1,  
77291,LE MESNIL AMELOT,,1,  
77292,MESSY,,1,  
77293,MISY SUR YONNE,,1,  
77294,MITRY MORY,,"1,75",  
77295,MOISENAY,,1,  
77296,MOISSY CRAMAYEL,,"1,75",  
77298,MONS EN MONTOIS,,1,  
77300,MONTCEAUX LES MEAUX,,1,  
77302,MONTCOURT FROMONVILLE,,1,  
77305,MONTEREAU FAULT YONNE,,"1,75",  
77307,MONTEVRAIN,,"1,75",  
77309,MONTHYON,,1,  
77311,MONTIGNY LENCOUP,,1,  
77312,MONTIGNY SUR LOING,,1,  
77313,MONTMACHOUX,,1,  
77315,MONTRY,,"1,75",  
77316,MORET SUR LOING,,"1,75",  
77317,MORMANT,,1,  
77318,MORTCERF,,1,  
77320,MOUROUX,,1,  
77321,MOUSSEAUX LES BRAY,,1,  
77322,MOUSSY LE NEUF,,1,  
77323,MOUSSY LE VIEUX,,1,  
77325,MOUY SUR SEINE,,1,  
77326,NANDY,,"1,75",  
77327,NANGIS,,1,  
77328,NANTEAU SUR ESSONNE,,1,  
77329,NANTEAU SUR LUNAIN,,1,  
77330,NANTEUIL LES MEAUX,,"1,75",  
77331,NANTEUIL SUR MARNE,,1,  
77333,NEMOURS,,"1,75",  
77335,CHAUCONIN NEUFMONTIERS,,1,  
77336,NEUFMOUTIERS EN BRIE,,1,  
77337,NOISIEL,,"1,75",  
77339,NOISY SUR ECOLE,,1,  
77343,OCQUERRE,,1,  
77344,OISSERY,,1,  
77345,ORLY SUR MORIN,,1,  
77347,LES ORMES SUR VOULZIE,,1,  
77349,OTHIS,,"1,75",  
77350,OZOIR LA FERRIERE,,"1,75",  
77352,OZOUER LE VOULGIS,,1,  
77353,PALEY,,1,  
77354,PAMFOU,,1,  
77358,PENCHARD,,1,  
77359,PERTHES,,1,  
77360,PEZARCHES,,1,  
77363,LE PIN,,1,  
77368,POIGNY,,1,  
77369,POINCY,,1,  
77370,POLIGNY,,1,  
77371,POMMEUSE,,1,  
77372,POMPONNE,,"1,75",  
77373,PONTAULT COMBAULT,,"1,75",  
77374,PONTCARRE,,1,  
77376,PRECY SUR MARNE,,1,  
77377,PRESLES EN BRIE,,1,  
77378,PRINGY,,"1,75",  
77379,PROVINS,,"1,75",  
77382,QUINCY VOISINS,,"1,75",  
77384,REAU,,1,  
77385,REBAIS,,1,  
77386,RECLOSES,,1,  
77388,REUIL EN BRIE,,1,  
77389,LA ROCHETTE,,"1,75",  
77390,ROISSY EN BRIE,,"1,75",  
77393,ROZAY EN BRIE,,"1,75",  
77394,RUBELLES,,"1,75",  
77397,SAACY SUR MARNE,,1,  
77400,ST AUGUSTIN,,1,  
77401,STE AULDE,,1,  
77403,ST BRICE,,1,  
77404,STE COLOMBE,,1,  
77405,ST CYR SUR MORIN,,1,  
77407,ST FARGEAU PONTHIERRY,,"1,75",  
77409,ST GERMAIN LAVAL,,1,  
77412,ST GERMAIN SUR ECOLE,,1,  
77413,ST GERMAIN SUR MORIN,,"1,75",  
77415,ST JEAN LES DEUX JUMEAUX,,1,  
77417,ST LEGER,,1,  
77418,ST LOUP DE NAUD,,1,  
77419,ST MAMMES,,"1,75",  
77420,ST MARD,,"1,75",  
77423,ST MARTIN DES CHAMPS,,1,  
77425,ST MARTIN EN BIERE,,1,  
77428,ST OUEN EN BRIE,,1,  
77429,ST OUEN SUR MORIN,,1,  
77430,ST PATHUS,,"1,75",  
77431,ST PIERRE LES NEMOURS,,1,  
77433,SAINTS,,1,  
77435,ST SAUVEUR SUR ECOLE,,1,  
77437,ST SOUPPLETS,,1,  
77438,ST THIBAULT DES VIGNES,,"1,75",  
77439,SALINS,,1,  
77440,SAMMERON,,1,  
77441,SAMOIS SUR SEINE,,1,  
77442,SAMOREAU,,1,  
77445,SAVIGNY LE TEMPLE,,"1,75",  
77447,SEINE PORT,,1,  
77448,SEPT SORTS,,1,  
77449,SERRIS,,"1,75",  
77450,SERVON,,1,  
77452,SIGY,,1,  
77453,SIVRY COURTRY,,1,  
77455,SOIGNOLLES EN BRIE,,1,  
77456,SOISY BOUY,,1,  
77457,SOLERS,,1,  
77458,SOUPPES SUR LOING,,1,  
77459,SOURDUN,,1,  
77462,THIEUX,,1,  
77463,THOMERY,,"1,75",  
77464,THORIGNY SUR MARNE,,"1,75",  
77465,THOURY FEROTTES,,1,  
77468,TORCY,,"1,75",  
77469,TOUQUIN,,1,  
77470,TOURNAN EN BRIE,,"1,75",  
77474,TRILBARDOU,,1,  
77475,TRILPORT,,"1,75",  
77477,URY,,1,  
77478,USSY SUR MARNE,,1,  
77479,VAIRES SUR MARNE,,"1,75",  
77480,VALENCE EN BRIE,,1,  
77482,VARENNES SUR SEINE,,1,  
77483,VARREDDES,,1,  
77485,LE VAUDOUE,,1,  
77487,VAUX LE PENIL,,"1,75",  
77490,VENDREST,,1,  
77491,VENEUX LES SABLONS,,"1,75",  
77492,VERDELOT,,1,  
77493,VERNEUIL L ETANG,,"1,75",  
77494,VERNOU LA CELLE SUR SEINE,,1,  
77495,VERT ST DENIS,,"1,75",  
77498,VIGNELY,,1,  
77504,VILLEMARECHAL,,1,  
77508,VILLENEUVE LE COMTE,,1,  
77510,VILLENEUVE ST DENIS,,1,  
77511,VILLENEUVE SOUS DAMMARTIN,,1,  
77512,VILLENEUVE SUR BELLOT,,1,  
77513,VILLENOY,,"1,75",  
77514,VILLEPARISIS,,"1,75",  
77517,VILLEVAUDE,,1,  
77518,VILLIERS EN BIERE,,1,  
77520,VILLIERS SOUS GREZ,,1,  
77521,VILLIERS SUR MORIN,,1,  
77527,VOINSLES,,1,  
77528,VOISENON,,1,  
77529,VOULANGIS,,1,  
77531,VOULX,,1,  
77533,VULAINES SUR SEINE,,"1,75",  
77534,YEBLES,,1,  
78003,ABLIS,,1,  
78005,ACHERES,,"1,75",  
78007,AIGREMONT,,1,  
78010,LES ALLUETS LE ROI,,1,  
78015,ANDRESY,,"1,75",  
78020,ARNOUVILLE LES MANTES,,1,  
78029,AUBERGENVILLE,,"1,75",  
78030,AUFFARGIS,,1,  
78031,AUFFREVILLE BRASSEUIL,,1,  
78033,AULNAY SUR MAULDRE,,"1,75",  
78043,BAILLY,,"1,75",  
78048,BAZAINVILLE,,1,  
78050,BAZOCHES SUR GUYONNE,,1,  
78053,BEHOUST,,1,  
78057,BENNECOURT,,1,  
78062,BEYNES,,1,  
78073,BOIS D ARCY,,"1,75",  
78087,BONNELLES,,1,  
78089,BONNIERES SUR SEINE,,"1,75",  
78090,BOUAFLE,,1,  
78092,BOUGIVAL,,"1,75",  
78104,BREUIL BOIS ROBERT,,1,  
78107,BREVAL,,1,  
78108,LES BREVIAIRES,,1,  
78117,BUC,,"1,75",  
78118,BUCHELAY,,"1,75",  
78120,BULLION,,1,  
78123,CARRIERES SOUS POISSY,,"1,75",  
78124,CARRIERES SUR SEINE,,"1,75",  
78126,LA CELLE ST CLOUD,,"1,75",  
78128,CERNAY LA VILLE,,1,  
78133,CHAMBOURCY,,"1,75",  
78138,CHANTELOUP LES VIGNES,,"1,75",  
78140,CHAPET,,1,  
78143,CHATEAUFORT,,1,  
78146,CHATOU,,3,  
78152,CHAVENAY,,1,  
78158,LE CHESNAY,,3,  
78160,CHEVREUSE,,1,  
78165,LES CLAYES SOUS BOIS,,"1,75",  
78168,COIGNIERES,,"1,75",  
78172,CONFLANS STE HONORINE,,"1,75",  
78185,COURGENT,,1,  
78189,CRESPIERES,,1,  
78190,CROISSY SUR SEINE,,"1,75",  
78192,DAMMARTIN EN SERVE,,1,  
78193,DAMPIERRE EN YVELINES,,1,  
78196,DAVRON,,1,  
78206,ECQUEVILLY,,1,  
78208,ELANCOURT,,"1,75",  
78217,EPONE,,"1,75",  
78220,LES ESSARTS LE ROI,,1,  
78224,L ETANG LA VILLE,,"1,75",  
78227,EVECQUEMONT,,1,  
78230,LA FALAISE,,1,  
78233,FEUCHEROLLES,,1,  
78238,FLINS SUR SEINE,,1,  
78239,FOLLAINVILLE DENNEMONT,,1,  
78242,FONTENAY LE FLEURY,,"1,75",  
78246,FONTENAY ST PERE,,1,  
78251,FOURQUEUX,,"1,75",  
78255,FRENEUSE,,1,  
78261,GAILLON SUR MONTCIENT,,1,  
78262,GALLUIS,,1,  
