Sum of Value,Column Labels,,,,
C403,,,5.12020705,,5.12020705
C404,,,5.546254049,,5.546254049
C405,,,5.586863386,,5.586863386
C406,,,5.933035248,,5.933035248
C407,,,5.147966914,,5.147966914
C408,,,1.513165521,,1.513165521
C409,,,5.072216153,,5.072216153
C41,,,3.455509634,,3.455509634
C410,,,3.055044727,,3.055044727
C411,,,7.086862506,,7.086862506
C412,,,4.188521357,,4.188521357
C413,,,6.46605528,,6.46605528
C414,,,5.464924526,,5.464924526
C415,,,5.764601214,,5.764601214
C416,,,1.960256259,,1.960256259
C417,,,1.166010129,,1.166010129
C418,,,5.529345543,,5.529345543
C419,,,2.986735238,,2.986735238
C42,,,3.491397278,,3.491397278
C420,,,7.283024618,,7.283024618
C421,,,3.018538956,,3.018538956
C422,,,2.796961517,,2.796961517
C423,,,3.530281924,,3.530281924
C424,,,6.363453711,,6.363453711
C425,,,7.000690913,,7.000690913
C426,,,4.307494522,,4.307494522
C427,,,2.785134871,,2.785134871
C428,,,2.304439385,,2.304439385
C429,,,3.647625976,,3.647625976
C43,,,7.444415911,,7.444415911
C430,,,8.147646025,,8.147646025
C431,,,3.32865763,,3.32865763
C432,,,8.286373517,,8.286373517
C433,,,2.314493539,,2.314493539
C434,,,6.964976745,,6.964976745
C435,,,9.806518034,,9.806518034
C436,,,7.137205346,,7.137205346
C437,,,3.230737925,,3.230737925
C438,,,3.337997773,,3.337997773
C439,,,7.652427859,,7.652427859
C44,,,2.785492706,,2.785492706
C440,,,9.505009236,,9.505009236
C441,,,3.8198128,,3.8198128
C442,,,6.112183022,,6.112183022
C443,,,4.272108638,,4.272108638
C444,,,7.657444596,,7.657444596
C445,,,3.969949033,,3.969949033
C446,,,1.040366748,,1.040366748
C447,,,4.011242048,,4.011242048
C448,,,4.87761207,,4.87761207
C449,,,4.859225394,,4.859225394
C45,,,8.390148865,,8.390148865
C450,,,4.995715247,,4.995715247
C451,,,7.216633481,,7.216633481
C452,,,6.93337134,,6.93337134
C453,,,3.318578647,,3.318578647
C454,,,6.652876023,,6.652876023
C455,,,5.047098316,,5.047098316
C456,,,2.388444474,,2.388444474
C457,,,4.601482625,,4.601482625
C458,,,6.054712624,,6.054712624
C459,,,5.623806199,,5.623806199
C46,,,2.784267972,,2.784267972
C460,,,7.706571857,,7.706571857
C461,,,3.985303451,,3.985303451
C462,,,6.497012317,,6.497012317
C463,,,4.35873645,,4.35873645
C464,,,5.569441001,,5.569441001
C465,,,7.604772396,,7.604772396
C466,,,4.400836881,,4.400836881
C467,,,7.210922776,,7.210922776
C468,,,6.860197778,,6.860197778
C469,,,5.834304702,,5.834304702
C47,,,8.161443156,,8.161443156
C470,,,2.907270445,,2.907270445
C471,,,3.034230071,,3.034230071
C472,,,7.10562856,,7.10562856
C473,,,5.488677628,,5.488677628
C474,,,4.833811712,,4.833811712
C475,,,6.227211892,,6.227211892
C476,,,5.708537955,,5.708537955
C477,,,6.537293819,,6.537293819
C478,,,4.675148779,,4.675148779
C479,,,4.615034893,,4.615034893
C48,,,2.37037874,,2.37037874
C480,,,8.328104531,,8.328104531
C481,,,5.958541521,,5.958541521
C482,,,5.35555917,,5.35555917
C483,,,3.021252274,,3.021252274
C484,,,7.370948529,,7.370948529
C485,,,5.049280383,,5.049280383
C486,,,5.112251599,,5.112251599
C487,,,5.547554664,,5.547554664
C488,,,5.202483932,,5.202483932
C489,,,3.012390881,,3.012390881
C49,,,6.274036225,,6.274036225
C490,,,3.31334738,,3.31334738
C491,,,1.388641699,,1.388641699
C492,,,5.565586659,,5.565586659
C493,,,4.396987274,,4.396987274
C494,,,6.762284048,,6.762284048
C495,,,4.332013888,,4.332013888
C496,,,4.511991128,,4.511991128
C497,,,2.175666522,,2.175666522
C498,,,6.302670369,,6.302670369
C499,,,3.120441119,,3.120441119
C5,,,4.763594936,,4.763594936
C50,,,3.669864548,,3.669864548
C500,,,6.409817323,,6.409817323
C501,,,4.284514638,,4.284514638
C502,,,7.138693967,,7.138693967
C503,,,5.309693331,,5.309693331
C504,,,3.49572508,,3.49572508
C505,,,5.73391888,,5.73391888
C506,,,2.487196961,,2.487196961
C507,,,7.011486659,,7.011486659
C508,,,5.536575234,,5.536575234
C509,,,4.760460216,,4.760460216
C51,,,4.668524129,,4.668524129
C510,,,4.578740451,,4.578740451
C511,,,3.213613204,,3.213613204
C512,,,4.833892529,,4.833892529
C513,,,6.411636011,,6.411636011
C514,,,5.636638545,,5.636638545
C515,,,5.491340619,,5.491340619
C516,,,5.878686499,,5.878686499
C517,,,7.85068933,,7.85068933
C518,,,8.233166269,,8.233166269
C519,,,4.646169353,,4.646169353
C52,,,6.322253751,,6.322253751
C520,,,5.560081473,,5.560081473
C521,,,5.672813603,,5.672813603
C522,,,3.863931414,,3.863931414
C523,,,4.673445081,,4.673445081
C524,,,8.833534917,,8.833534917
C525,,,4.888309288,,4.888309288
C526,,,5.152732148,,5.152732148
C527,,,4.778449221,,4.778449221
C528,,,7.114279953,,7.114279953
C529,,,3.306646305,,3.306646305
C53,,,1.084869503,,1.084869503
C530,,,4.614854326,,4.614854326
C531,,,2.845802142,,2.845802142
C532,,,3.227253273,,3.227253273
C533,,,2.768252554,,2.768252554
C534,,,8.09492418,,8.09492418
C535,,,6.298249697,,6.298249697
C536,,,7.934360849,,7.934360849
C537,,,5.980743077,,5.980743077
C538,,,3.746421338,,3.746421338
C539,,,4.7049781,,4.7049781
C54,,,3.067102386,,3.067102386
C540,,,6.298092132,,6.298092132
C541,,,3.329279696,,3.329279696
C542,,,9.55760869,,9.55760869
C543,,,6.026004975,,6.026004975
C544,,,4.141252229,,4.141252229
C545,,,3.56967264,,3.56967264
C546,,,4.487162453,,4.487162453
C547,,,4.499364831,,4.499364831
C548,,,7.120236843,,7.120236843
C549,,,7.639132894,,7.639132894
C55,,,6.226457248,,6.226457248
C550,,,4.981688544,,4.981688544
C551,,,3.871120905,,3.871120905
C552,,,7.288683893,,7.288683893
C553,,,9.090236003,,9.090236003
C554,,,3.713848179,,3.713848179
C555,,,7.417642858,,7.417642858
C556,,,3.737971163,,3.737971163
C557,,,5.473875629,,5.473875629
C558,,,5.846656417,,5.846656417
C559,,,7.071328491,,7.071328491
C56,,,3.126683996,,3.126683996
C560,,,8.031332522,,8.031332522
C561,,,4.598737976,,4.598737976
C562,,,5.796342118,,5.796342118
C563,,,6.065916617,,6.065916617
C564,,,6.453839532,,6.453839532
C565,,,4.489382041,,4.489382041
C566,,,7.99753591,,7.99753591
C567,,,2.328034213,,2.328034213
C568,,,4.118340517,,4.118340517
C569,,,6.229012938,,6.229012938
C57,,,6.112740421,,6.112740421
C570,,,7.107065368,,7.107065368
C571,,,6.559593812,,6.559593812
C572,,,4.909775756,,4.909775756
C573,,,2.504116234,,2.504116234
C574,,,5.308116584,,5.308116584
C575,,,3.87484501,,3.87484501
C576,,,7.007233184,,7.007233184
C577,,,4.419522905,,4.419522905
C578,,,6.251883644,,6.251883644
C579,,,5.026508751,,5.026508751
C58,,,4.494741503,,4.494741503
C580,,,2.931882748,,2.931882748
C581,,,5.509208595,,5.509208595
C582,,,3.181946485,,3.181946485
C583,,,6.061845345,,6.061845345
C584,,,2.357000832,,2.357000832
C585,,,4.91380269,,4.91380269
C586,,,1.886482579,,1.886482579
C587,,,5.492127874,,5.492127874
C588,,,4.436405515,,4.436405515
C589,,,4.854605328,,4.854605328
C59,,,8.341461865,,8.341461865
C590,,,5.916923959,,5.916923959
C591,,,3.731352427,,3.731352427
C592,,,2.795253218,,2.795253218
C593,,,4.843923515,,4.843923515
C594,,,3.178559632,,3.178559632
C595,,,5.850979704,,5.850979704
C596,,,2.099804681,,2.099804681
C597,,,2.831931045,,2.831931045
C598,,,4.389256492,,4.389256492
C599,,,5.876428545,,5.876428545
C6,,,3.772643173,,3.772643173
C60,,,3.616482765,,3.616482765
C600,,,5.909417226,,5.909417226
C601,,,2.887929488,,2.887929488
C602,,,5.193303848,,5.193303848
C603,,,4.798949013,,4.798949013
C604,,,5.780269511,,5.780269511
C605,,,4.325966115,,4.325966115
C606,,,9.005408346,,9.005408346
C607,,,6.62196243,,6.62196243
C608,,,6.287929849,,6.287929849
C609,,,6.876811938,,6.876811938
C61,,,6.059657947,,6.059657947
C610,,,5.010161059,,5.010161059
C611,,,5.348940888,,5.348940888
C612,,,4.965971348,,4.965971348
C613,,,4.624247791,,4.624247791
C614,,,4.662649459,,4.662649459
C615,,,2.021578057,,2.021578057
C616,,,6.255063556,,6.255063556
C617,,,6.218015442,,6.218015442
C618,,,5.836709203,,5.836709203
C619,,,7.347604567,,7.347604567
C62,,,5.937502782,,5.937502782
C620,,,2.001117034,,2.001117034
C621,,,3.98095327,,3.98095327
C622,,,6.746498522,,6.746498522
C623,,,6.223210242,,6.223210242
C624,,,6.698068261,,6.698068261
C625,,,5.368057352,,5.368057352
C626,,,5.284928269,,5.284928269
C627,,,6.133711852,,6.133711852
C628,,,3.597814722,,3.597814722
C629,,,5.051202287,,5.051202287
C63,,,3.424967704,,3.424967704
C630,,,9.26941256,,9.26941256
C631,,,3.75683762,,3.75683762
C632,,,3.92284612,,3.92284612
C633,,,6.648945917,,6.648945917
C634,,,3.260917716,,3.260917716
C635,,,2.868326479,,2.868326479
C636,,,4.978802079,,4.978802079
C637,,,7.751068186,,7.751068186
C638,,,6.547524112,,6.547524112
C639,,,5.01715399,,5.01715399
C64,,,2.544880127,,2.544880127
C640,,,4.887005565,,4.887005565
C641,,,4.357243625,,4.357243625
C642,,,5.161435842,,5.161435842
C643,,,4.903940146,,4.903940146
C644,,,1.320574694,,1.320574694
C645,,,7.075745393,,7.075745393
C646,,,4.934504148,,4.934504148
C647,,,6.28065748,,6.28065748
C648,,,6.652986153,,6.652986153
C649,,,5.203798652,,5.203798652
C65,,,2.975751827,,2.975751827
C650,,,5.493662894,,5.493662894
C651,,,7.426858464,,7.426858464
C652,,,4.673679506,,4.673679506
C653,,,4.238469073,,4.238469073
C654,,,6.586491768,,6.586491768
C655,,,6.559055992,,6.559055992
C656,,,5.116119259,,5.116119259
C657,,,4.859267409,,4.859267409
C658,,,4.363747456,,4.363747456
C659,,,5.486874705,,5.486874705
C66,,,4.706327769,,4.706327769
C660,,,3.843772508,,3.843772508
C661,,,3.445595715,,3.445595715
C662,,,9.951364327,,9.951364327
C663,,,7.256592573,,7.256592573
C664,,,4.028071634,,4.028071634
C665,,,4.079479463,,4.079479463
C666,,,6.245260982,,6.245260982
C667,,,4.910700753,,4.910700753
C668,,,4.531949054,,4.531949054
C669,,,5.857048643,,5.857048643
C67,,,4.547563179,,4.547563179
C670,,,4.300428161,,4.300428161
C671,,,4.698021735,,4.698021735
C672,,,7.329667623,,7.329667623
C673,,,3.136605788,,3.136605788
C674,,,7.517772305,,7.517772305
C675,,,4.715760891,,4.715760891
C676,,,7.506918535,,7.506918535
C677,,,3.132340332,,3.132340332
C678,,,6.276798983,,6.276798983
C679,,,5.388880611,,5.388880611
C68,,,4.612721991,,4.612721991
C680,,,7.418793674,,7.418793674
C681,,,6.083311302,,6.083311302
C682,,,6.313137042,,6.313137042
C683,,,1.641690543,,1.641690543
C684,,,5.850911541,,5.850911541
C685,,,2.698826525,,2.698826525
C686,,,2.726810435,,2.726810435
C687,,,5.081941619,,5.081941619
C688,,,2.925597827,,2.925597827
C689,,,4.868007917,,4.868007917
C69,,,7.943959411,,7.943959411
C690,,,4.933608655,,4.933608655
C691,,,8.028315124,,8.028315124
C692,,,2.801066774,,2.801066774
C693,,,5.557182516,,5.557182516
C694,,,4.638860273,,4.638860273
C695,,,6.312508355,,6.312508355
C696,,,2.661030521,,2.661030521
C697,,,5.542745609,,5.542745609
C698,,,3.936328815,,3.936328815
C699,,,5.894234835,,5.894234835
C7,,,5.65864766,,5.65864766
C70,,,8.875009034,,8.875009034
C700,,,5.8448374,,5.8448374
C701,,,7.087711666,,7.087711666
C702,,,2.398619812,,2.398619812
C703,,,5.850124887,,5.850124887
C704,,,3.067883809,,3.067883809
C705,,,7.249687133,,7.249687133
C706,,,1.116828508,,1.116828508
C707,,,3.494624312,,3.494624312
C708,,,4.514040726,,4.514040726
C709,,,5.266881133,,5.266881133
C71,,,7.091448005,,7.091448005
C710,,,3.71972807,,3.71972807
C711,,,7.555498808,,7.555498808
C712,,,5.585783489,,5.585783489
C713,,,6.063560198,,6.063560198
C714,,,4.409413999,,4.409413999
C715,,,5.225645086,,5.225645086
C716,,,7.091524169,,7.091524169
C717,,,7.43067,,7.43067
C718,,,3.557181357,,3.557181357
C719,,,3.624047783,,3.624047783
C72,,,4.070838706,,4.070838706
C720,,,6.293578301,,6.293578301
C721,,,4.950936397,,4.950936397
C722,,,5.237204865,,5.237204865
C723,,,3.479776279,,3.479776279
C724,,,5.83649117,,5.83649117
C725,,,5.765589034,,5.765589034
C726,,,6.066254034,,6.066254034
C727,,,6.418383539,,6.418383539
C728,,,3.847828023,,3.847828023
C729,,,2.707045756,,2.707045756
C73,,,2.71809329,,2.71809329
C730,,,5.874059085,,5.874059085
C731,,,3.76896686,,3.76896686
C732,,,2.415072545,,2.415072545
C733,,,8.975863358,,8.975863358
C734,,,3.957338049,,3.957338049
C735,,,1.269467899,,1.269467899
C736,,,4.895804863,,4.895804863
C737,,,6.329145258,,6.329145258
C738,,,5.525565663,,5.525565663
C739,,,3.621751959,,3.621751959
C74,,,5.033439813,,5.033439813
C740,,,5.389350114,,5.389350114
C741,,,4.7260172,,4.7260172
C742,,,4.604139667,,4.604139667
C743,,,6.721623118,,6.721623118
C744,,,11.38529362,,11.38529362
C745,,,7.367339289,,7.367339289
C746,,,8.148096889,,8.148096889
C747,,,6.615127789,,6.615127789
C748,,,4.397259548,,4.397259548
C749,,,4.223675272,,4.223675272
C75,,,5.217580136,,5.217580136
C750,,,6.660890553,,6.660890553
C751,,,6.123651897,,6.123651897
C752,,,7.183799679,,7.183799679
C753,,,7.022943251,,7.022943251
C754,,,5.843241899,,5.843241899
C755,,,5.256955307,,5.256955307
C756,,,5.061802101,,5.061802101
C757,,,4.791415469,,4.791415469
C758,,,4.027103049,,4.027103049
C759,,,3.467115232,,3.467115232
C76,,,2.761445471,,2.761445471
C760,,,4.419278159,,4.419278159
C761,,,3.134187697,,3.134187697
C762,,,7.947807754,,7.947807754
C763,,,4.464805113,,4.464805113
C764,,,6.873315146,,6.873315146
C765,,,4.908750506,,4.908750506
C766,,,4.631434542,,4.631434542
C767,,,4.63015106,,4.63015106
C768,,,3.221173998,,3.221173998
C769,,,6.005453122,,6.005453122
C77,,,2.753306902,,2.753306902
C770,,,2.259960089,,2.259960089
C771,,,4.368675615,,4.368675615
C772,,,2.805294514,,2.805294514
C773,,,3.761802531,,3.761802531
C774,,,4.456056811,,4.456056811
C775,,,2.807160834,,2.807160834
C776,,,3.193866861,,3.193866861
C777,,,2.728572889,,2.728572889
C778,,,2.99220334,,2.99220334
C779,,,6.912757618,,6.912757618
C78,,,4.224440956,,4.224440956
C780,,,5.955665559,,5.955665559
C781,,,7.476208518,,7.476208518
C782,,,6.400353279,,6.400353279
C783,,,3.146454567,,3.146454567
C784,,,7.098587944,,7.098587944
C785,,,2.336100265,,2.336100265
C786,,,5.615017559,,5.615017559
C787,,,5.701983265,,5.701983265
C788,,,5.255812358,,5.255812358
C789,,,6.416938283,,6.416938283
C79,,,3.989793046,,3.989793046
C790,,,3.973250294,,3.973250294
C791,,,4.812466534,,4.812466534
C792,,,4.989477772,,4.989477772
C793,,,3.477434687,,3.477434687
C794,,,2.685857699,,2.685857699
C795,,,4.17915139,,4.17915139
C796,,,4.531310775,,4.531310775
C797,,,3.671328653,,3.671328653
C798,,,5.762297116,,5.762297116
C799,,,5.642366479,,5.642366479
C8,,,2.999034352,,2.999034352
C80,,,4.712385928,,4.712385928
C800,,,8.170938142,,8.170938142
C801,,,3.171390091,,3.171390091
C802,,,2.381899293,,2.381899293
C803,,,2.588726588,,2.588726588
C804,,,4.569811375,,4.569811375
C805,,,3.812081013,,3.812081013
C806,,,2.416319991,,2.416319991
C807,,,6.680333071,,6.680333071
C808,,,6.597752005,,6.597752005
C809,,,5.606105593,,5.606105593
C81,,,7.547806878,,7.547806878
C810,,,0.990078083,,0.990078083
C811,,,4.869278463,,4.869278463
C812,,,6.419965999,,6.419965999
C813,,,5.88717263,,5.88717263
C814,,,9.615121403,,9.615121403
C815,,,2.842905985,,2.842905985
C816,,,4.612537723,,4.612537723
C817,,,3.949686507,,3.949686507
C818,,,3.831346262,,3.831346262
C819,,,5.553042598,,5.553042598
C82,,,4.055411553,,4.055411553
C820,,,5.736666355,,5.736666355
C821,,,7.715283831,,7.715283831
C822,,,3.724318032,,3.724318032
C823,,,2.178021019,,2.178021019
C824,,,3.346226069,,3.346226069
C825,,,6.048840034,,6.048840034
C826,,,3.742702341,,3.742702341
C827,,,3.200085042,,3.200085042
C828,,,4.914967303,,4.914967303
C829,,,7.348908683,,7.348908683
C83,,,5.525025879,,5.525025879
C830,,,5.727969426,,5.727969426
C831,,,4.338754284,,4.338754284
C832,,,2.978258624,,2.978258624
C833,,,5.965979647,,5.965979647
C834,,,6.371021432,,6.371021432
C835,,,7.773740225,,7.773740225
C836,,,4.485342376,,4.485342376
C837,,,4.93067923,,4.93067923
C838,,,5.762097551,,5.762097551
C839,,,6.988810747,,6.988810747
C84,,,6.344133063,,6.344133063
C840,,,6.370541184,,6.370541184
C841,,,4.715320474,,4.715320474
C842,,,7.240241856,,7.240241856
C843,,,5.08545659,,5.08545659
C844,,,8.612346348,,8.612346348
C845,,,6.195218504,,6.195218504
C846,,,6.375007542,,6.375007542
C847,,,4.987259411,,4.987259411
C848,,,5.628419658,,5.628419658
C849,,,2.710352833,,2.710352833
C85,,,2.751451489,,2.751451489
C850,,,7.276875206,,7.276875206
C851,,,5.000246029,,5.000246029
C852,,,5.44794361,,5.44794361
C853,,,1.866201782,,1.866201782
C854,,,3.750807164,,3.750807164
C855,,,6.390960518,,6.390960518
C856,,,5.959255212,,5.959255212
C857,,,4.269855583,,4.269855583
C858,,,3.753376675,,3.753376675
C859,,,4.700843038,,4.700843038
C86,,,3.376367469,,3.376367469
C860,,,5.373078194,,5.373078194
C861,,,7.520452797,,7.520452797
C862,,,8.208301474,,8.208301474
C863,,,4.914902612,,4.914902612
C864,,,1.811404876,,1.811404876
C865,,,6.141207121,,6.141207121
C866,,,2.533126489,,2.533126489
C867,,,2.496356998,,2.496356998
C868,,,6.087578697,,6.087578697
C869,,,4.116536621,,4.116536621
C87,,,2.239824928,,2.239824928
C870,,,6.649039711,,6.649039711
C871,,,5.757253392,,5.757253392
C872,,,6.374426324,,6.374426324
C873,,,4.018504996,,4.018504996
C874,,,5.997383103,,5.997383103
C875,,,4.469080519,,4.469080519
C876,,,4.382971546,,4.382971546
C877,,,4.069643071,,4.069643071
C878,,,5.377280589,,5.377280589
C879,,,6.610693441,,6.610693441
C88,,,5.183251963,,5.183251963
C880,,,3.133443465,,3.133443465
C881,,,2.698614279,,2.698614279
C882,,,6.317850696,,6.317850696
C883,,,8.928685655,,8.928685655
C884,,,5.395818469,,5.395818469
C885,,,1.445239391,,1.445239391
C886,,,6.194944048,,6.194944048
C887,,,4.058774223,,4.058774223
C888,,,6.857404706,,6.857404706
C889,,,6.071975487,,6.071975487
C89,,,6.192426677,,6.192426677
C890,,,5.137432052,,5.137432052
C891,,,11.22602506,,11.22602506
C892,,,4.60883112,,4.60883112
C893,,,3.96376291,,3.96376291
C894,,,7.421884951,,7.421884951
C895,,,2.866849864,,2.866849864
C896,,,2.746094712,,2.746094712
C897,,,4.071978424,,4.071978424
C898,,,8.163998151,,8.163998151
C899,,,6.762052773,,6.762052773
C9,,,2.18633605,,2.18633605
C90,,,7.606953773,,7.606953773
C900,,,6.433538684,,6.433538684
C901,,,3.306493931,,3.306493931
C902,,,3.474554894,,3.474554894
C903,,,4.396064863,,4.396064863
C904,,,3.674351312,,3.674351312
C905,,,4.997239483,,4.997239483
C906,,,3.560956805,,3.560956805
C907,,,4.102190141,,4.102190141
C908,,,5.496244457,,5.496244457
C909,,,5.315553652,,5.315553652
C91,,,6.500081962,,6.500081962
C910,,,5.282092267,,5.282092267
C911,,,5.765424994,,5.765424994
C912,,,6.977000358,,6.977000358
C913,,,5.159492713,,5.159492713
C914,,,4.928606768,,4.928606768
C915,,,4.424002325,,4.424002325
C916,,,5.581007811,,5.581007811
C917,,,5.459647746,,5.459647746
C918,,,2.01336718,,2.01336718
C919,,,6.798170085,,6.798170085
C92,,,6.026310169,,6.026310169
C920,,,5.667380046,,5.667380046
C921,,,3.55781275,,3.55781275
C922,,,6.28383583,,6.28383583
C923,,,5.86031241,,5.86031241
C924,,,4.650245232,,4.650245232
C925,,,3.612798438,,3.612798438
C926,,,4.860371419,,4.860371419
C927,,,1.647078879,,1.647078879
C928,,,3.91991979,,3.91991979
C929,,,5.262831945,,5.262831945
C93,,,3.972515563,,3.972515563
C930,,,5.293316529,,5.293316529
C931,,,4.695425648,,4.695425648
C932,,,7.088006965,,7.088006965
C933,,,4.224759827,,4.224759827
C934,,,4.26717966,,4.26717966
C935,,,3.029072209,,3.029072209
C936,,,7.529830395,,7.529830395
C937,,,5.058405726,,5.058405726
C938,,,4.39554243,,4.39554243
C939,,,3.185767312,,3.185767312
C94,,,5.34731614,,5.34731614
C940,,,5.520185586,,5.520185586
C941,,,7.173957094,,7.173957094
C942,,,3.901302966,,3.901302966
C943,,,6.712237567,,6.712237567
C944,,,6.286582416,,6.286582416
C945,,,6.094511689,,6.094511689
C946,,,5.139390885,,5.139390885
C947,,,3.678105835,,3.678105835
C948,,,2.369298979,,2.369298979
C949,,,5.246225739,,5.246225739
C95,,,8.835774082,,8.835774082
C950,,,5.677227378,,5.677227378
C951,,,5.164912219,,5.164912219
C952,,,4.034734006,,4.034734006
C953,,,4.124093159,,4.124093159
C954,,,2.535043713,,2.535043713
C955,,,7.272280314,,7.272280314
C956,,,5.826324752,,5.826324752
C957,,,1.965460879,,1.965460879
C958,,,6.129468088,,6.129468088
C959,,,4.802355783,,4.802355783
C96,,,8.58161349,,8.58161349
C960,,,5.268616444,,5.268616444
C961,,,5.195446252,,5.195446252
C962,,,7.08754443,,7.08754443
C963,,,3.930478688,,3.930478688
C964,,,3.982150596,,3.982150596
C965,,,7.177611247,,7.177611247
C966,,,2.95851069,,2.95851069
C967,,,4.26254523,,4.26254523
C968,,,3.069754076,,3.069754076
C969,,,3.646674268,,3.646674268
C97,,,6.629121598,,6.629121598
C970,,,4.042773703,,4.042773703
C971,,,0.877964192,,0.877964192
C972,,,4.897197566,,4.897197566
C973,,,3.221061067,,3.221061067
C974,,,1.68292018,,1.68292018
C975,,,4.300605135,,4.300605135
C976,,,5.804665471,,5.804665471
C977,,,6.450726045,,6.450726045
C978,,,3.607400632,,3.607400632
C979,,,3.806595522,,3.806595522
C98,,,5.332607228,,5.332607228
C980,,,3.964318071,,3.964318071
C981,,,3.55038726,,3.55038726
C982,,,5.444820706,,5.444820706
C983,,,7.31699342,,7.31699342
C984,,,4.936527922,,4.936527922
C985,,,6.427812112,,6.427812112
C986,,,2.753371094,,2.753371094
C987,,,2.762423589,,2.762423589
C988,,,7.156439361,,7.156439361
C989,,,2.926874127,,2.926874127
C99,,,9.968577224,,9.968577224
C990,,,4.065584152,,4.065584152
C991,,,11.3189603,,11.3189603
C992,,,6.932868171,,6.932868171
C993,,,2.484549086,,2.484549086
C994,,,7.347407696,,7.347407696
C995,,,3.551381451,,3.551381451
C996,,,2.607613726,,2.607613726
C997,,,5.488409612,,5.488409612
C998,,,6.488030653,,6.488030653
C999,,,7.305312778,,7.305312778
D0,,,,4.374594286,4.374594286
D1,,,,4.387115211,4.387115211
D10,,,,7.586223597,7.586223597
D100,,,,6.986001636,6.986001636
D101,,,,5.49668358,5.49668358
D102,,,,4.304451039,4.304451039
D103,,,,5.736624169,5.736624169
D104,,,,5.857187637,5.857187637
D105,,,,1.380144072,1.380144072
D106,,,,5.421102393,5.421102393
D107,,,,4.731033645,4.731033645
D108,,,,6.105822426,6.105822426
D109,,,,3.842656023,3.842656023
D11,,,,4.421156512,4.421156512
D110,,,,9.123272919,9.123272919
D111,,,,4.635323417,4.635323417
D112,,,,6.564561399,6.564561399
D113,,,,2.199460459,2.199460459
D114,,,,6.108363472,6.108363472
D115,,,,6.909153308,6.909153308
D116,,,,4.672060148,4.672060148
D117,,,,5.433738798,5.433738798
D118,,,,8.018855048,8.018855048
D119,,,,4.76185936,4.76185936
D12,,,,7.25858684,7.25858684
D120,,,,5.763251259,5.763251259
D121,,,,1.018406706,1.018406706
D122,,,,4.976328877,4.976328877
D123,,,,4.043567384,4.043567384
D124,,,,5.130714937,5.130714937
D125,,,,4.308650149,4.308650149
D126,,,,6.172050106,6.172050106
D127,,,,7.06810475,7.06810475
D128,,,,4.614369164,4.614369164
D129,,,,5.253807884,5.253807884
D13,,,,5.319951144,5.319951144
D130,,,,4.117335163,4.117335163
D131,,,,6.383207751,6.383207751
D132,,,,6.231385753,6.231385753
D133,,,,4.297744218,4.297744218
D134,,,,6.556906225,6.556906225
D135,,,,1.489315223,1.489315223
D136,,,,4.758556843,4.758556843
D137,,,,4.348000245,4.348000245
D138,,,,7.44359794,7.44359794
D139,,,,6.019954936,6.019954936
D14,,,,4.707558144,4.707558144
D140,,,,3.035227834,3.035227834
D141,,,,5.459568063,5.459568063
D142,,,,5.319491646,5.319491646
D143,,,,4.697700651,4.697700651
D144,,,,4.698517798,4.698517798
D145,,,,2.420859984,2.420859984
D146,,,,4.448062289,4.448062289
D147,,,,6.978026042,6.978026042
D148,,,,7.694992185,7.694992185
D149,,,,7.484563158,7.484563158
D15,,,,4.846305208,4.846305208
D150,,,,3.827832216,3.827832216
D151,,,,6.713368866,6.713368866
D152,,,,6.681883635,6.681883635
D153,,,,3.269070715,3.269070715
D154,,,,5.917403262,5.917403262
D155,,,,4.346724094,4.346724094
D156,,,,5.719018831,5.719018831
D157,,,,8.419376321,8.419376321
D158,,,,3.139257083,3.139257083
D159,,,,4.915159099,4.915159099
D16,,,,5.596329106,5.596329106
D160,,,,2.958713206,2.958713206
D161,,,,5.976122341,5.976122341
D162,,,,4.156646931,4.156646931
D163,,,,4.847217855,4.847217855
D164,,,,2.578168479,2.578168479
D165,,,,6.777546836,6.777546836
D166,,,,9.424114647,9.424114647
D167,,,,6.020774778,6.020774778
D168,,,,7.854872116,7.854872116
D169,,,,2.826427671,2.826427671
D17,,,,7.432010184,7.432010184
D170,,,,3.344560905,3.344560905
D171,,,,1.505308907,1.505308907
D172,,,,4.399647025,4.399647025
D173,,,,5.981992969,5.981992969
D174,,,,4.439150998,4.439150998
D175,,,,4.59723332,4.59723332
D176,,,,4.674178469,4.674178469
D177,,,,5.479799726,5.479799726
D178,,,,5.369486275,5.369486275
D179,,,,4.334661828,4.334661828
D18,,,,5.436794484,5.436794484
D180,,,,4.621525105,4.621525105
D181,,,,7.426279556,7.426279556
D182,,,,5.398953978,5.398953978
D183,,,,5.899923096,5.899923096
D184,,,,2.531964533,2.531964533
D185,,,,5.126048866,5.126048866
D186,,,,2.73522949,2.73522949
D187,,,,4.981440349,4.981440349
D188,,,,5.319205229,5.319205229
D189,,,,9.319909708,9.319909708
D19,,,,5.721105967,5.721105967
D190,,,,5.110696045,5.110696045
D191,,,,2.039955491,2.039955491
D192,,,,3.965259309,3.965259309
D193,,,,6.731569349,6.731569349
D194,,,,3.533641983,3.533641983
D195,,,,4.92173267,4.92173267
D196,,,,3.260992698,3.260992698
D197,,,,6.628238459,6.628238459
D198,,,,2.421354084,2.421354084
D199,,,,5.422228934,5.422228934
D2,,,,2.460939648,2.460939648
D20,,,,3.488076895,3.488076895
D200,,,,3.637486809,3.637486809
