Ref  ,Line Item Container,Alias,Xpath  ,Xpath without Instance,Document type and version,HouseShippingInstruction-1.0,Alias prefix,HSI,Code size,0,Code start row,0
1390,FALSE,HSI\10_1\1340_13\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_13\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_13\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_13\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_13\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_13\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_13\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[13]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_14___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_14\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_14\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_14\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_14\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_14\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_14\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_14\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_14\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_14\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_14\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_14\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[14]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1340,FALSE,HSI\10_1\1340_15___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15],/HouseShippingInstruction/usercac:OtherReference,,,,,,,,
1350,FALSE,HSI\10_1\1340_15\1350_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:ID[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ID,,,,,,,,
1360,FALSE,HSI\10_1\1340_15\1360_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:ReferenceType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType,,,,,,,,
1370,FALSE,HSI\10_1\1340_15\1360_1\1370_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:ReferenceType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:ReferenceType/usercac:Code,,,,,,,,
1380,FALSE,HSI\10_1\1340_15\1380_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:QualifiedDate[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate,,,,,,,,
1390,FALSE,HSI\10_1\1340_15\1380_1\1390_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:QualifiedDate[1]/usercbc:DateTime[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercbc:DateTime,,,,,,,,
1400,FALSE,HSI\10_1\1340_15\1380_1\1400_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:QualifiedDate[1]/usercac:DateType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType,,,,,,,,
1410,FALSE,HSI\10_1\1340_15\1380_1\1400_1\1410_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:QualifiedDate[1]/usercac:DateType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:QualifiedDate/usercac:DateType/usercac:Code,,,,,,,,
1420,FALSE,HSI\10_1\1340_15\1420_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:Remarks[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks,,,,,,,,
1430,FALSE,HSI\10_1\1340_15\1420_1\1430_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercbc:Description,,,,,,,,
1440,FALSE,HSI\10_1\1340_15\1420_1\1440_1___lab,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType,,,,,,,,
1450,FALSE,HSI\10_1\1340_15\1420_1\1440_1\1450_1___val,/HouseShippingInstruction[1]/usercac:OtherReference[15]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:OtherReference/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1460,FALSE,HSI\10_1\1460_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[1],/HouseShippingInstruction/usercac:Remarks,,,,,,,,
1470,FALSE,HSI\10_1\1460_1\1470_1___val,/HouseShippingInstruction[1]/usercac:Remarks[1]/usercbc:Description[1],/HouseShippingInstruction/usercac:Remarks/usercbc:Description,,,,,,,,
1480,FALSE,HSI\10_1\1460_1\1480_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[1]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType,,,,,,,,
1490,FALSE,HSI\10_1\1460_1\1480_1\1490_1___val,/HouseShippingInstruction[1]/usercac:Remarks[1]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1460,FALSE,HSI\10_1\1460_2___lab,/HouseShippingInstruction[1]/usercac:Remarks[2],/HouseShippingInstruction/usercac:Remarks,,,,,,,,
1470,FALSE,HSI\10_1\1460_2\1470_1___val,/HouseShippingInstruction[1]/usercac:Remarks[2]/usercbc:Description[1],/HouseShippingInstruction/usercac:Remarks/usercbc:Description,,,,,,,,
1480,FALSE,HSI\10_1\1460_2\1480_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[2]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType,,,,,,,,
1490,FALSE,HSI\10_1\1460_2\1480_1\1490_1___val,/HouseShippingInstruction[1]/usercac:Remarks[2]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1460,FALSE,HSI\10_1\1460_3___lab,/HouseShippingInstruction[1]/usercac:Remarks[3],/HouseShippingInstruction/usercac:Remarks,,,,,,,,
1470,FALSE,HSI\10_1\1460_3\1470_1___val,/HouseShippingInstruction[1]/usercac:Remarks[3]/usercbc:Description[1],/HouseShippingInstruction/usercac:Remarks/usercbc:Description,,,,,,,,
1480,FALSE,HSI\10_1\1460_3\1480_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[3]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType,,,,,,,,
1490,FALSE,HSI\10_1\1460_3\1480_1\1490_1___val,/HouseShippingInstruction[1]/usercac:Remarks[3]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1460,FALSE,HSI\10_1\1460_4___lab,/HouseShippingInstruction[1]/usercac:Remarks[4],/HouseShippingInstruction/usercac:Remarks,,,,,,,,
1470,FALSE,HSI\10_1\1460_4\1470_1___val,/HouseShippingInstruction[1]/usercac:Remarks[4]/usercbc:Description[1],/HouseShippingInstruction/usercac:Remarks/usercbc:Description,,,,,,,,
1480,FALSE,HSI\10_1\1460_4\1480_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[4]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType,,,,,,,,
1490,FALSE,HSI\10_1\1460_4\1480_1\1490_1___val,/HouseShippingInstruction[1]/usercac:Remarks[4]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
1460,FALSE,HSI\10_1\1460_5___lab,/HouseShippingInstruction[1]/usercac:Remarks[5],/HouseShippingInstruction/usercac:Remarks,,,,,,,,
1470,FALSE,HSI\10_1\1460_5\1470_1___val,/HouseShippingInstruction[1]/usercac:Remarks[5]/usercbc:Description[1],/HouseShippingInstruction/usercac:Remarks/usercbc:Description,,,,,,,,
1480,FALSE,HSI\10_1\1460_5\1480_1___lab,/HouseShippingInstruction[1]/usercac:Remarks[5]/usercac:RemarksType[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType,,,,,,,,
1490,FALSE,HSI\10_1\1460_5\1480_1\1490_1___val,/HouseShippingInstruction[1]/usercac:Remarks[5]/usercac:RemarksType[1]/usercac:Code[1],/HouseShippingInstruction/usercac:Remarks/usercac:RemarksType/usercac:Code,,,,,,,,
