Source d'informations: GRD,,,,Source d'informations: GRD et GRT,,Source d'informations: GRD ,,,Source d'informations: GRD ,,,,,,,,,Source d'informations: GRT,,,,,,,,,,Observations
Communes,,,,PITD,,,,,GRD de rang 1,,,GRD de rang 2,,,GRD de rang 3,,,GRT,,,,,,,,,,
 Code Insee,Libellé,Distribution gérée par un GRD de rang 1 ou  2   ,Coefficient tarif de proximité,Code,Libellé,Code de la station météo rattachée au PITD,Nom de la station météo rattachée au PITD,Zone climatique du PITD,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom ,Contact,Code,Nom,Nombre de postes de livraison Transport/Distribution rattachés au PITD, Type de gaz, Niveau Tarifaire Régional (NTR),Zone de Sortie,GDTF,TIGF, Zone Equilbrage, Contact ,
64119,BEUSTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64122,BIARRITZ,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64125,BIDART,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64126,BIDOS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64127,BIELLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64129,BILLERE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64130,BIRIATOU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64131,BIRON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64132,BIZANOS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64133,BOEIL BEZING,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64137,BORDERES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64138,BORDES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64140,BOUCAU,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64145,BOURDETTES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64147,BRISCOUS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64152,BUROS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64157,BUZY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64160,CAMBO LES BAINS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64161,CAME,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) Pouvant être alimentée par HASTINGUES (pour le client LUR  BERRY) ?  
64178,CASTETNAU CAMBLONG,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64188,CHERAUTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64189,CIBOURE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64191,COARRAZE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64198,DENGUIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64201,DOGNEN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64213,ESPELETTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64216,ESPOEY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64220,ESTOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64224,EYSUS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64230,GAN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64237,GELOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64241,GERONCE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64244,GEUS D OLORON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64245,GOES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64249,GUETHARY,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64252,GURMENCON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64253,GURS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64256,HASPARREN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64260,HENDAYE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64269,IDRON,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64270,IGON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64279,ITXASSOU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64280,IZESTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64281,JASSES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64284,JURANCON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64288,LABASTIDE CEZERACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64300,LACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64301,LAGOR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64302,LAGOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64304,LAHONCE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64305,LAHONTAN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64315,LAROIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64317,LARRESSORE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64326,LAY LAMIDOU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64328,LEDEUIX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64329,LEE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64335,LESCAR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64339,LESTELLE BETHARRAM,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64348,LONS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64353,LOUVIE JUZON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64367,MASLACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64371,MAULEON LICHARRE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64373,MAZERES LEZONS,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64376,MEILLON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64381,MERITEIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64386,MIREPEIX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64393,MONEIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64396,MONT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64399,MONTARDON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64400,MONTAUT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64405,MORLAAS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64407,MOUGUERRE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64409,MOUMOUR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64410,MOURENX,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64413,NARCASTET,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64415,NAVAILLES ANGOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64416,NAVARRENX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64417,NAY,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64418,NOGUERES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64419,NOUSTY,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64421,OGEU LES BAINS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64422,OLORON STE MARIE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64426,ORIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64430,ORTHEZ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64431,OS MARSILLON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64439,OUSSE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64443,PARDIES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64444,PARDIES PIETAT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64445,PAU,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64448,POEY DE LESCAR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64453,PONTACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64458,PRECHACQ JOSBAIG,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64459,PRECHACQ NAVARRENX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64461,PUYOO,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64467,RONTIGNON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64469,ST ABIT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64481,ST GOIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64482,ST JAMMES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,(*) 1 client SGCS  
64483,ST JEAN DE LUZ,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64495,ST PEE SUR NIVELLE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64496,ST PIERRE D IRUBE,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64499,SALIES DE BEARN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64511,SAUVAGNON,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64518,SENDETS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64519,SERRES CASTET,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64521,SERRES STE MARIE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64522,SEVIGNACQ MEYRACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64525,SIROS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64526,SOUMOULOU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64529,SUS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64530,SUSMIOU,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64533,TARDETS SORHOLUS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64535,TARSACQ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64545,URRUGNE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64546,URT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64547,USTARITZ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64549,UZEIN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64550,UZOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
64559,VIODOS ABENSE DE BAS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65001,ADAST,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65002,ADE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65004,AGOS VIDALOS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65007,ANDREST,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65016,ANTIST,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65019,ARCIZAC ADOUR,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65021,ARCIZANS AVANT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65025,ARGELES GAZOST,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65042,ASTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65047,AUREILHAN,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65048,AURENSAN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65056,AYZAC OST,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65057,AZEREIX,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65059,BAGNERES DE BIGORRE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65062,BARBAZAN DEBAT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65069,LA BARTHE DE NESTE,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65070,BARTRES,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65072,BAZET,,"1,75",  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65078,BEAUDEAN,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65080,BENAC,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65083,BERNAC DEBAT,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65084,BERNAC DESSUS,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
65100,BORDERES SUR L ECHEZ,,1,  ,  ,  ,  ,,GDFD,Gaz de France Distribution,acces-reseau-distribution@gazdefrance.com,  ,  ,,  ,  ,,  ,  ,,  ,,,,,,,  
